lichess_id,ply,result,crisc_player
YcbkV31j,67,1-0,White
ukB1lkYB,78,1-0,Black
7hW4E2By,67,1-0,White
enuyeu5h,117,1-0,White
TcECNncq,65,0-1,White
Htrt8TZv,107,0-1,White
CFczQrgX,75,0-1,White
xc6bxKjr,55,1-0,White
HAC7Hu4u,69,1-0,White
U2uWeJj0,84,0-1,Black
U2uWeJj0,88,0-1,Black
NEQteUZl,47,1-0,White
DvFHjS94,87,0-1,White
ZEALZey2,102,0-1,Black
qGaai1Hi,41,1-0,White
neUq9aMk,58,1-0,Black
RdUnpnPW,94,0-1,Black
RdUnpnPW,96,0-1,Black
Mlw7a0Aa,78,1-0,Black
Ld7c8XSH,81,1-0,White
gqzLqWHT,58,0-1,Black
uynVDdea,72,0-1,Black
Sm3IxUm0,77,1-0,White
VV4hxW5a,44,0-1,Black
0B5pyECg,140,0-1,Black
K4UYOyda,80,1-0,Black
ALuFAL7s,58,0-1,Black
IwJqZZqC,66,1-0,Black
G0oAQQJ8,63,1-0,White
bIrsf6rH,65,0-1,White
2VLSs9rl,39,1-0,White
V5K4VxWY,69,1-0,White
XnDtCVqB,80,0-1,Black
B6LN5yBT,54,0-1,Black
J3qkOVoX,37,0-1,White
8t7mDq8t,57,1-0,White
t27wolmi,74,0-1,Black
9MszsUWW,66,0-1,Black
4AuQV9n3,53,1-0,White
AV3EKI1f,63,0-1,White
crhcd86p,41,1-0,White
sRrDFc8y,68,0-1,Black
fOWS0CPV,82,0-1,Black
Y9bakOvq,48,1-0,Black
DEYlUdSC,65,0-1,White
QgTX5E6z,81,0-1,White
y7VTdZQA,56,0-1,Black
jwgYuNE9,32,1-0,Black
qZnpb5Gb,115,1-0,White
oTdQWvVF,67,1-0,White
kkM5O9HI,62,0-1,Black
kkM5O9HI,67,0-1,White
FRiWORt7,77,0-1,White
5P4SxgMZ,91,1-0,White
xvUhUDib,57,1-0,White
IUe42uLO,44,0-1,Black
MhNGzQvF,48,0-1,Black
gGfBHcEd,65,1-0,White
LwWZOnaL,75,1-0,White
2ynrkFTH,65,1-0,White
sL9JGoUx,62,0-1,Black
s2ll8QYX,54,0-1,Black
Kx5Be8Yq,58,0-1,Black
HSsZ8FhG,114,0-1,Black
4hohC8su,67,1-0,White
5OSSnAsP,88,1-0,Black
5OSSnAsP,96,1-0,Black
IvP8Q8vy,82,0-1,Black
qnifYBjf,65,1/2-1/2,White
rs3ZWhVm,44,0-1,Black
sJMNCBGw,84,1-0,Black
TQiDs37I,56,0-1,Black
VPnlOmjQ,45,1-0,White
QDZdH6qi,48,1-0,Black
70ac6Wxj,42,1-0,Black
tNJbfOh6,79,1-0,White
wsfGp7Cx,70,0-1,Black
tHhzQxh1,138,0-1,Black
5NuzytZv,40,1-0,Black
kgdteRVC,76,0-1,Black
nQ6Yj3JL,115,1/2-1/2,White
CBkQ6PpL,65,0-1,White
xhcT7Tkr,63,1-0,White
COS6FJtd,60,1-0,Black
COS6FJtd,80,1-0,Black
Tfj6VP0Q,84,1-0,Black
IgTkHhiO,53,1-0,White
XG5wnMAY,59,1-0,White
PRTHuvcs,76,1-0,Black
TtWkRqt3,74,1-0,Black
VEaOOLry,96,0-1,Black
R0BdfBec,54,0-1,Black
Mq5sXBRq,73,1-0,White
DtPrn5ea,96,0-1,Black
KLIAEOcp,80,0-1,Black
14vDMwJu,58,0-1,Black
L2KQujqU,53,0-1,White
SUOZYQSI,111,1-0,White
VE4vMetP,64,0-1,Black
KRfQdOa4,68,0-1,Black
gNOIY4kG,53,1-0,White
CMAXPEvB,24,0-1,Black
lYDXfQN7,74,0-1,Black
bOduJbo9,45,1-0,White
FTuDy7QC,60,1-0,Black
2TRDPw27,67,1-0,White
vhtyv9UM,46,0-1,Black
NduitqeM,92,0-1,Black
qOJhnbXx,46,0-1,Black
TL375fVb,75,1-0,White
57OiK3FP,90,1-0,Black
cp2AWTUq,55,1-0,White
C1RQxnvJ,80,1-0,Black
yDUNLKUs,67,1-0,White
omyZ7ON8,154,0-1,Black
XPsmXWRW,61,0-1,White
HvvP67tW,104,1/2-1/2,Black
GCXVyZsV,83,0-1,White
PlWY6eBg,45,0-1,White
PlWY6eBg,47,0-1,White
tEcjWa9V,89,0-1,White
L4pfXLZY,71,1-0,White
NutB90ck,88,1-0,Black
qrvHlQvk,52,1-0,Black
hwgs8qbq,60,1-0,Black
974KgzNp,99,0-1,White
BQrEa9EO,121,1/2-1/2,White
7zzaFAcl,49,1-0,White
LNhKwlbn,105,0-1,White
cmqxD4zp,55,1-0,White
FcH5wCEc,196,0-1,Black
OZNohCIu,77,1-0,White
E9SbBP6z,119,1-0,White
3M9kVb86,74,0-1,Black
J8XYgiuj,66,0-1,Black
7PGBQB13,141,1/2-1/2,White
ielKxUSj,46,1-0,Black
76QJPRaZ,58,1-0,Black
vFSbbcxK,61,1-0,White
4h2rNNV3,114,0-1,Black
4h2rNNV3,136,0-1,Black
b0b9gKlB,32,0-1,Black
fgSKzvDP,59,1-0,White
aqEc5x8t,52,0-1,Black
axMtniOu,60,0-1,Black
scm7sLg5,94,0-1,Black
iLEReWau,31,1-0,White
GkjowBCx,75,0-1,White
f1lT2LBO,59,1-0,White
UfnH6uKt,38,0-1,Black
fN8THvoG,54,0-1,Black
fN8THvoG,60,0-1,Black
fN8THvoG,66,0-1,Black
1LL06ccQ,47,1-0,White
qy5hLGRH,27,0-1,White
qy5hLGRH,42,0-1,Black
vptD3qUm,69,1-0,White
hB3B0RbZ,88,1-0,Black
1SZZg72n,79,1-0,White
dZXcX7dP,48,0-1,Black
FoUzu12H,147,1/2-1/2,White
56hIsmGw,61,0-1,White
vmow86zN,74,0-1,Black
2e55A6iM,62,1-0,Black
PPqcFsJq,61,1-0,White
xvqgOepx,135,0-1,White
i8WhutEw,53,1-0,White
cE4pDNYY,82,0-1,Black
IaHiBvxK,67,0-1,White
WSCq0rg8,63,1-0,White
OU1KTB6p,67,0-1,White
RNteOV7a,72,1-0,Black
8ZwBjwfb,141,0-1,White
OylCDlPA,113,1/2-1/2,White
er1UshTp,78,0-1,Black
TFSmhDkx,74,0-1,Black
MDu9JIea,70,0-1,Black
Ldrz00Kt,86,0-1,Black
Ldrz00Kt,94,0-1,Black
HcHzjG4G,81,0-1,White
BNq3JpKC,69,1-0,White
WXcGG1o6,68,0-1,Black
Poe0Nury,44,1-0,Black
QRq8R2bB,68,0-1,Black
A5hcd82D,65,0-1,White
HonJp6ur,81,1-0,White
Kh4UHcrF,108,0-1,Black
woIb6RPT,53,1-0,White
VS1yl3Xd,63,0-1,White
lXdTcYBc,103,1-0,White
5bmMknoM,49,1-0,White
EuL61BWM,80,1-0,Black
QKAApmLg,64,1-0,Black
AsKJoSvr,68,0-1,Black
nQbPR4z2,49,1-0,White
Xbwd7PfF,77,1-0,White
cBfdBRzr,63,1-0,White
A82VuyHP,60,0-1,Black
M2bHZKTL,78,1-0,Black
zSHl4NiI,120,1/2-1/2,Black
zSHl4NiI,135,1/2-1/2,White
6JPLFkiS,53,1-0,White
q46iUIOE,111,0-1,White
VwWtEE2e,91,1-0,White
u20NJqf7,74,0-1,Black
SZmrVIT4,69,1-0,White
Ah4Ctzfi,64,0-1,Black
5PGHDgb5,148,1-0,Black
5PGHDgb5,150,1-0,Black
tah2hRaV,60,0-1,Black
SGUJ5CkB,78,1-0,Black
CN9Exs5w,70,0-1,Black
Oj1U6i6U,61,1-0,White
vZxvn02V,101,0-1,White
cHnZwKUI,64,1-0,Black
axORJ5al,59,1-0,White
6IXQv3BL,44,0-1,Black
5RktwajT,131,1/2-1/2,White
YwT1sMLS,113,0-1,White
DtwGkgCl,75,1-0,White
KyLijKj9,112,0-1,Black
Rd0VR2Gs,112,1/2-1/2,Black
ctjJ3RpO,71,1-0,White
ZbcIcXVh,82,0-1,Black
ZbcIcXVh,89,0-1,White
HPk6OcHM,72,0-1,Black
IrE8ztOb,85,0-1,White
IaXZQSVN,103,1-0,White
jM8Q71wA,86,1-0,Black
Z6qaRND5,69,0-1,White
rPmKnytD,114,1/2-1/2,Black
Mxc2OV5h,45,0-1,White
z4aUSt5O,75,0-1,White
hZGQ60MW,48,1-0,Black
EJfg8Mn2,81,1-0,White
EJfg8Mn2,92,1-0,Black
RxfSPS5G,106,0-1,Black
G3F0LojC,104,0-1,Black
e34FBmIM,76,0-1,Black
HiNlTOQw,55,0-1,White
2I0i58at,89,1-0,White
HN4u3SLJ,49,1-0,White
HN4u3SLJ,55,1-0,White
WmyddN1F,47,1-0,White
FZXG3Nz0,53,1-0,White
qRT3Teau,59,0-1,White
CDCOVB9t,70,0-1,Black
Na0asnIK,113,1/2-1/2,White
zjMKhvWV,58,0-1,Black
GeZO4Wew,75,1-0,White
T8QxDy4D,91,1-0,White
UXHLufeg,53,1-0,White
kWByQAuj,137,1-0,White
MgENl1xV,79,1-0,White
3rZS5VOK,51,1-0,White
D9VOVg2e,71,0-1,White
eyf2996C,127,1-0,White
1Q68ayQ1,58,0-1,Black
0ixsf9X1,60,1-0,Black
3xuCxKK8,94,0-1,Black
jHSrfjgo,69,0-1,White
yHeAxNe8,70,0-1,Black
VEjxKJLe,80,1-0,Black
ONns6GlW,63,0-1,White
INFY2795,89,0-1,White
dwS3F7CW,77,0-1,White
T3fBOEXl,79,1-0,White
2BoP1GBX,102,1-0,Black
99bU7l4g,140,0-1,Black
ql1FHk2x,37,1-0,White
RlbBA755,88,0-1,Black
9W7h5MIV,81,0-1,White
QvvpPSwQ,95,1/2-1/2,White
nQJMyWp9,68,0-1,Black
To2EzgOO,67,1-0,White
jvSMPFIP,62,0-1,Black
TJqIp2zD,64,0-1,Black
L4Qilb4F,86,0-1,Black
hwxtYPc6,78,0-1,Black
78dPoFc9,52,0-1,Black
qslN5qdm,101,1-0,White
p0ZqErdt,95,1-0,White
CNHrKFM8,111,0-1,White
3EHJtoWB,69,1-0,White
NmaYpujA,58,0-1,Black
xInG3sFJ,130,0-1,Black
JK4MeiMT,129,1-0,White
NsJejy1A,42,1-0,Black
HtgipkU9,96,1-0,Black
VLmnecdO,68,0-1,Black
wWwH7dCE,75,1-0,White
HzMc1DKJ,131,1-0,White
6dZENoGi,150,1/2-1/2,Black
IBfqtHZw,119,1/2-1/2,White
Nu40gscT,42,0-1,Black
NkyWpnam,61,1-0,White
fw8SC95p,77,1-0,White
c25QztvB,62,1-0,Black
OTNclOwu,104,1/2-1/2,Black
yhUFN6uq,97,0-1,White
yhUFN6uq,101,0-1,White
pRVnOZqI,80,0-1,Black
0T2c7FQU,57,1-0,White
0T2c7FQU,59,1-0,White
Kz468hfn,86,1-0,Black
3BPV2zN8,44,0-1,Black
j5xInL7u,103,0-1,White
1JWGFYWz,58,1-0,Black
ujp4DT5v,52,0-1,Black
jbnwqePk,49,1-0,White
9yhUEKwz,89,1-0,White
vFezv2da,74,0-1,Black
omopCJZ1,84,1-0,Black
NxDeOjay,55,1-0,White
DCbyIE1G,85,1-0,White
9yaJduuF,78,1-0,Black
WOQttSyc,109,1-0,White
wqEqqVyW,86,0-1,Black
7OPDo2Ej,58,0-1,Black
YYUFur9w,79,1-0,White
jfhap2dT,60,0-1,Black
qi7LSYzk,89,1-0,White
mJCmDoH8,69,1-0,White
Cgg9QKWj,103,0-1,White
3aVEkABY,62,0-1,Black
3aVEkABY,80,0-1,Black
9VBrJZkt,48,0-1,Black
jAtRp3wO,141,1-0,White
YKaMAQLo,95,1-0,White
W5vrS5KM,79,0-1,White
LEBlJ1Mp,97,1-0,White
19SYzgMw,116,1-0,Black
2lK8R0Bp,122,0-1,Black
6JOlnKsq,69,1-0,White
VyX8idwx,88,1-0,Black
Uv5SiiEz,87,1-0,White
gNFACp5w,63,0-1,White
N6hv2D9D,90,0-1,Black
CVaEtOoQ,79,1-0,White
2tKVtKaS,74,1-0,Black
DXHtRxUm,63,0-1,White
RC1DrlrE,118,1-0,Black
h6GTLCzD,79,0-1,White
tf3xTjeI,52,0-1,Black
r1RFLvzx,84,0-1,Black
pZe8yYCo,73,1-0,White
FieiCLHh,74,1-0,Black
S3qcqDRu,110,0-1,Black
nA8OKIGr,57,1-0,White
sS74SXqD,84,0-1,Black
tZAro6nZ,74,1-0,Black
zx4QCQp1,54,0-1,Black
IR0SSQiF,101,1-0,White
1CYTlht4,61,1-0,White
TdkRUGyh,48,0-1,Black
lALcdH2F,120,1-0,Black
nIdOs1nH,69,1-0,White
hMcFPGeI,54,0-1,Black
3XiE9rvv,47,1-0,White
AE24BKFo,62,0-1,Black
FRIOcFLr,66,1-0,Black
FRIOcFLr,68,1-0,Black
MqVVHKEy,42,0-1,Black
vQwHxw1H,107,1/2-1/2,White
vQwHxw1H,109,1/2-1/2,White
vQwHxw1H,116,1/2-1/2,Black
xPBPSJP3,44,0-1,Black
JvcS57pF,86,0-1,Black
7vppcswU,100,0-1,Black
n5ROPMgq,56,1-0,Black
nlXfKRiD,66,0-1,Black
NJU9sgXb,64,0-1,Black
oUD1CK8E,71,0-1,White
TXl6CrHa,61,0-1,White
63gWkZIA,85,1-0,White
r79qkPzU,58,0-1,Black
EH6mdCnK,62,0-1,Black
PseSyTGa,63,0-1,White
eIaQ0IMY,43,1-0,White
cHPCZ3HL,63,1-0,White
FYn0u44y,60,0-1,Black
NIseyb2c,71,0-1,White
fVKG3TiV,75,1-0,White
W29VXW1R,54,1-0,Black
B0jXqyWL,71,0-1,White
cJT4gbrQ,69,1-0,White
EwlriKWv,69,1-0,White
54hZKkIy,131,1-0,White
tLaSHtPI,113,1-0,White
f7pGnvfb,95,0-1,White
1WDcrt7U,42,1-0,Black
oF6ay5Zp,91,1-0,White
J0uPSKg3,99,0-1,White
4L3CpUM6,93,1-0,White
AHb5s6Ss,81,0-1,White
AHb5s6Ss,96,0-1,Black
AHb5s6Ss,120,0-1,Black
OM0FWHvZ,59,1-0,White
XQpaFN0m,87,0-1,White
njUwEpXk,51,1-0,White
PbDoJq1k,59,0-1,White
VBvhgpIh,68,0-1,Black
c4wvA7zr,60,0-1,Black
wGl8x2gR,55,0-1,White
CzkvN431,57,1-0,White
psRxAQDZ,36,0-1,Black
4LqAkSB9,61,1-0,White
x4y7qk88,70,1-0,Black
bawn1ynW,35,1-0,White
h6oN1Vbj,57,0-1,White
h6oN1Vbj,61,0-1,White
FXbwpDlY,131,0-1,White
wFSB6YPt,43,1-0,White
uK37TxFb,65,1-0,White
NGA6LDwb,95,0-1,White
m1AwhwBI,82,0-1,Black
GNvI3Zdf,46,0-1,Black
uygH1ecj,36,1-0,Black
gKtUAZtD,66,0-1,Black
hXNYliZZ,67,0-1,White
8tzxLlCM,78,0-1,Black
cjaqw2kf,57,1-0,White
OfcA13Ea,88,1-0,Black
OIJXT3Uz,111,0-1,White
Cy5m34RR,48,0-1,Black
Ip5ikY0e,130,0-1,Black
y3w8BzfA,76,0-1,Black
neIUQxSl,67,1-0,White
UHv4OBA5,66,0-1,Black
CXa6tgIN,107,1-0,White
CXa6tgIN,119,1-0,White
oOD5YZ4r,63,0-1,White
ZdKVMuZP,89,1-0,White
ZdKVMuZP,91,1-0,White
0vl5UvDn,89,1-0,White
Iu51MpPu,63,1-0,White
hzzsQI49,76,0-1,Black
1WI3GlY9,87,0-1,White
lA7LhJtu,109,1-0,White
WgJRpKPI,49,1-0,White
H9nTFFfS,49,1-0,White
2NneNZKY,59,0-1,White
9CC7Adem,111,0-1,White
PK0x4TO7,57,1-0,White
zpvZqfht,64,1-0,Black
f8YBHQr9,151,0-1,White
vl5dPmJj,59,1-0,White
Vde8XDWm,93,1-0,White
D13LVZZI,88,1-0,Black
2Vhl9bBq,96,0-1,Black
RPmwCXy4,64,1-0,Black
qiOWNkSo,76,0-1,Black
4cp5WlCz,78,1-0,Black
m257Gawj,45,1-0,White
UCkk4Pi8,46,0-1,Black
QmRSFEtr,61,1-0,White
kEXalAXH,81,1-0,White
HfI4jL1i,114,0-1,Black
1wCS4c9M,92,1/2-1/2,Black
KW2mHs2u,82,0-1,Black
fG5JDA03,60,0-1,Black
GOEJPnds,66,0-1,Black
hZuPI13I,57,0-1,White
5JgtesVr,56,0-1,Black
CtMwFMhH,89,1-0,White
CtMwFMhH,100,1-0,Black
96AF7VUl,57,1-0,White
MPwXE0nl,197,0-1,White
JSJ4wNYw,20,0-1,Black
pR0h4AwF,61,1-0,White
t58sU9dn,79,0-1,White
Pp9Wxg5s,32,1/2-1/2,Black
DfeLQFil,54,0-1,Black
r5G3AOWv,54,1-0,Black
waivoRPO,45,1-0,White
o2cOfNqS,97,0-1,White
cPJA30Fj,76,1-0,Black
TAJT8nhi,54,1-0,Black
OfAmxKFg,81,1-0,White
b622y87U,59,1-0,White
b622y87U,61,1-0,White
OJRNQLw9,68,0-1,Black
gLhVGzgH,67,0-1,White
DrUIusyR,58,1-0,Black
bfz1hIB3,91,1-0,White
7xS0gCpH,81,1/2-1/2,White
8El7xIVP,69,1-0,White
jBnept6n,54,0-1,Black
7pm0FDhn,38,0-1,Black
mWfaFdAf,111,1-0,White
GouaThcU,53,1-0,White
McsqCFDu,85,0-1,White
89kjFUkE,94,0-1,Black
eyAiPIeV,106,0-1,Black
SxgLBlTb,75,0-1,White
Z3Mqv0ff,96,0-1,Black
62eLCHIf,71,0-1,White
OC7C09Dg,43,1-0,White
3faOElfZ,83,0-1,White
P6gvZy5q,70,1-0,Black
dYBygHxl,71,1-0,White
dYBygHxl,80,1-0,Black
2LiQztS1,97,1-0,White
Lta5mqB9,70,0-1,Black
Me57he6d,100,0-1,Black
3xLktw09,58,0-1,Black
3xLktw09,64,0-1,Black
3xLktw09,66,0-1,Black
oKJW5DtT,56,0-1,Black
VDYRRG8z,63,1-0,White
y3FRE9ag,38,0-1,Black
L66Ab0MZ,72,0-1,Black
rdIsAijo,65,0-1,White
cU8sUC3v,38,0-1,Black
aTsUmPeD,81,1-0,White
oor0Pypl,58,0-1,Black
vkiWPoqy,35,1-0,White
nXTqj6CK,80,0-1,Black
egTtbdE6,100,0-1,Black
iyxrUOws,63,1-0,White
p4Not0qp,70,0-1,Black
JldkNaXq,136,1-0,Black
2Bolmgfy,85,0-1,White
6WmMaqYw,35,1-0,White
1CQvqELz,88,0-1,Black
kN4GI0iW,102,1-0,Black
BUHYg8m1,75,0-1,White
2vsEFuXc,86,0-1,Black
GuwVPGie,70,1-0,Black
4izScQvY,83,1-0,White
JNA27vGL,90,0-1,Black
MAFo8Y97,49,1-0,White
xlxhedB4,62,1-0,Black
eeTygGmk,113,1-0,White
pdDOMxm3,150,0-1,Black
6svZRYC3,71,0-1,White
6svZRYC3,73,0-1,White
eJ2DHUJG,52,1-0,Black
XWtNjDn3,66,0-1,Black
LUxTzNvT,66,0-1,Black
FwzbXmCT,89,0-1,White
NHqHsfnc,50,0-1,Black
7mykpiAi,76,0-1,Black
2CQm9GDh,60,0-1,Black
fBQAtzpx,130,0-1,Black
boSDG2Sp,62,1-0,Black
Bpj9QXC0,44,0-1,Black
P6lmqmFY,71,1-0,White
0aMv8xwU,59,1-0,White
o73EfZSY,53,1-0,White
jd2LQVRh,47,0-1,White
jd2LQVRh,59,0-1,White
5ZhDVK3V,84,0-1,Black
9CCiWCgM,96,1-0,Black
RrAJqNL7,108,1-0,Black
gp8Ss0Ei,107,1-0,White
897xdvkk,54,0-1,Black
r77UoFUZ,66,1-0,Black
m8kBJutu,84,0-1,Black
Xx1s8X8q,64,1-0,Black
uJErc6PC,80,1-0,Black
DKdLn1sq,65,0-1,White
GFFsmetW,80,1-0,Black
MBNurhtx,64,1-0,Black
vChIahV3,60,0-1,Black
13ZvsCyI,43,0-1,White
OSrDdzQ4,49,1-0,White
bqHlbvPN,61,0-1,White
O8TeLFNu,62,0-1,Black
pF6zvIsW,138,1/2-1/2,Black
6iHvb7Rv,77,1-0,White
7MZMXjoV,91,1-0,White
03gRSq5u,80,0-1,Black
W8LBshpZ,54,1-0,Black
w1ljyw8Y,50,1-0,Black
Z0ZHjRud,61,1-0,White
fbYAHpeF,156,1/2-1/2,Black
hpUyzw6m,87,1-0,White
sEek47Nd,119,1/2-1/2,White
oe2BLVTX,102,0-1,Black
cikbQLLp,79,0-1,White
qzWqGpqi,72,1-0,Black
rwikvGSt,61,1-0,White
5TcCIBuK,39,0-1,White
9wXfRHBF,77,1-0,White
b2v6G1VO,96,0-1,Black
HFi8tYgx,36,0-1,Black
PLm88DpR,82,0-1,Black
KSrYOajj,86,0-1,Black
JK6Wu356,105,1-0,White
2sWYkLfO,71,1-0,White
cXwwcAez,60,1-0,Black
rlrCIrgO,69,1-0,White
sT6OygZd,57,1-0,White
E29g7hVM,89,0-1,White
luz6XmrV,50,1-0,Black
wkThJKiU,74,0-1,Black
fHl0lBCh,87,1-0,White
E4WvkUn5,88,1-0,Black
xh4iQ3QD,39,1-0,White
agdy3M8u,73,1-0,White
EgclU8SM,88,0-1,Black
4TpZ5cBa,49,1-0,White
D7xgOhRx,101,0-1,White
63UOCS60,93,1-0,White
vxRh6kM9,86,0-1,Black
zbCL6IdK,126,0-1,Black
LyfNYVJe,80,0-1,Black
LyfNYVJe,84,0-1,Black
EhUIMnZG,77,1-0,White
rserkbiB,48,0-1,Black
Cg7LKPhA,65,1-0,White
Ov22hQnW,66,0-1,Black
VbmPc7kt,90,0-1,Black
GHmq3yRI,133,0-1,White
cWCtCyF3,51,1-0,White
K9NzfXHO,81,1-0,White
VTJvgQBh,85,1-0,White
68LulrkJ,47,0-1,White
RtvGNMYt,36,1-0,Black
BdGiet81,53,1-0,White
daS1KE3l,100,0-1,Black
7HjyjfbB,72,0-1,Black
qvTU5mK0,57,0-1,White
ZuevCwD9,113,1-0,White
wHQD6xPX,83,0-1,White
AHwsLqE5,72,1-0,Black
bQXsek47,81,1-0,White
K7A4DInK,70,0-1,Black
JAFDvzTT,66,1-0,Black
BW5GfsGi,73,1-0,White
Zg1d7wsy,67,0-1,White
7sntDNxv,57,1-0,White
Z8epjZ97,52,0-1,Black
8CPMHW1I,73,0-1,White
bjP19P0X,56,1-0,Black
WCyPkPCE,56,1-0,Black
KwsQE77v,54,0-1,Black
9uIW03sO,54,1-0,Black
yfWWODDm,74,0-1,Black
lQHPolIO,79,0-1,White
Y6hIYr03,43,1-0,White
qP0UCyL0,102,0-1,Black
1pbP1QSF,50,0-1,Black
18p0VeR4,103,1-0,White
UWALmLMA,57,0-1,White
h4gzGm0v,50,1-0,Black
Dhs1rP2i,59,0-1,White
JhlTrXrd,59,0-1,White
JhlTrXrd,61,0-1,White
yGT0YFEI,68,0-1,Black
FQVK9x8Y,62,1-0,Black
GEWVtwv3,83,1-0,White
SrN4yzYV,72,1-0,Black
zAKZqTSU,57,1-0,White
rorLtqSD,86,0-1,Black
sNmMJhG7,60,0-1,Black
22yZlOQW,55,1-0,White
xTLWc3du,52,1-0,Black
jxaWDK2R,97,0-1,White
WMnFk2Xq,95,0-1,White
92ZVILnF,60,0-1,Black
eh0nalBZ,119,0-1,White
W8OPUcJ5,103,1-0,White
v9a4I17y,70,0-1,Black
hORNoWhJ,74,0-1,Black
vt49uvcy,97,0-1,White
g4Fgg52M,64,0-1,Black
gszH2OSh,45,1-0,White
2QuM3gaq,131,0-1,White
5oZIYN1S,73,1-0,White
uAHhyZhm,68,1-0,Black
lQ5Mrdje,113,1-0,White
MAU1xdPG,90,0-1,Black
US4wQ0t6,116,0-1,Black
NTaAYn7V,73,0-1,White
S54vgl2O,49,0-1,White
BBWGfueF,60,1-0,Black
jWoyNmGM,80,1-0,Black
V5htIlqU,79,1-0,White
ugtreOE1,63,1-0,White
2oMQbJoc,89,0-1,White
mN6LQafC,69,0-1,White
fUBDjhbV,48,0-1,Black
8OwNrrSG,54,0-1,Black
v2L9k7x4,127,1-0,White
rKliqY6W,52,0-1,Black
8DAYUSam,60,1-0,Black
wR1LGa9c,70,0-1,Black
dnlVlF2e,69,0-1,White
s9k6vuM9,68,0-1,Black
L7O6jTDJ,58,0-1,Black
qt8Iu66F,76,0-1,Black
YTAsX1VA,117,1-0,White
kn7tUurN,46,1-0,Black
23ywvZ2y,66,1-0,Black
8YFSq5eD,57,0-1,White
gObgj0nn,111,0-1,White
gObgj0nn,117,0-1,White
EoFL9TLH,67,0-1,White
AYFS9l0Z,43,1-0,White
yO0wwUn0,86,0-1,Black
jQR1Yo5y,52,0-1,Black
yndqLLM9,79,1-0,White
MgRmBcqu,71,1-0,White
Ldudfgf3,70,1-0,Black
I7JZ0BH2,54,0-1,Black
FWlFHv3s,41,1-0,White
N8WKCqQo,75,1-0,White
Lkk1e0Eg,56,0-1,Black
lYx4cles,41,0-1,White
s8wpUpfQ,70,0-1,Black
krwKwggH,69,0-1,White
mTY5ZX70,79,1-0,White
WC2wNSQ6,68,0-1,Black
YO373F9M,95,1-0,White
n2tru8WY,68,1-0,Black
5acIgFIX,42,1-0,Black
FE299TOC,98,1-0,Black
qJFcve5z,87,1-0,White
qJFcve5z,89,1-0,White
23HZONnh,45,1-0,White
2O3kb4hI,81,1-0,White
pR20obJj,47,1-0,White
7BnRRuZH,108,0-1,Black
JLYXGCzV,69,1-0,White
lmmNVfGT,70,1-0,Black
iMXedpVI,100,0-1,Black
o1mni0OU,87,1-0,White
wGANGW6v,65,1-0,White
y40dmol0,54,1-0,Black
y40dmol0,56,1-0,Black
F5VBPgRZ,86,0-1,Black
3bMyWSnG,84,0-1,Black
cP2TCOKW,86,0-1,Black
OLILsEq4,72,0-1,Black
EoYC8c2X,137,0-1,White
NsvKC4XA,58,0-1,Black
QFjqx9yO,68,0-1,Black
QFjqx9yO,74,0-1,Black
JFSmfOA6,63,1-0,White
QEzINog3,76,0-1,Black
IuJrET9K,73,0-1,White
UjQcbDD8,85,1-0,White
owt4qCms,99,1-0,White
S9xrrjQQ,107,1-0,White
CR5FMirx,77,1-0,White
YgDcVyh7,78,1-0,Black
cP6F9REB,74,1-0,Black
jOK5Lw9I,81,1-0,White
jOK5Lw9I,83,1-0,White
vQkwRxci,91,1-0,White
z1aw2juI,90,1/2-1/2,Black
FHuwyaP0,63,1-0,White
pfnEhOKS,43,1-0,White
v2O4kJfL,83,1-0,White
SA4CS4wQ,71,0-1,White
DJ03pDKM,47,1-0,White
cHi4pziq,56,0-1,Black
YOYFXSMK,59,0-1,White
Ngvlgrze,72,0-1,Black
Q6Y1PJeN,74,1-0,Black
4P57acJt,68,1-0,Black
6Ul3jlm1,67,1-0,White
bulfGZBs,67,1-0,White
a4YlFhDQ,72,0-1,Black
7fVYLZnK,41,0-1,White
9PZkHVin,75,0-1,White
IeF9iGMR,81,1-0,White
ux3miQqZ,73,1-0,White
8CbhjQYh,83,0-1,White
FUmjBTZu,78,0-1,Black
kFC8Zz6t,64,0-1,Black
pXlqYiRz,77,1-0,White
DXHrrFUq,66,0-1,Black
kZH1YV1G,81,1-0,White
5y5Yv3yi,72,1-0,Black
9GeYBZB8,86,1-0,Black
XQU51Z3O,69,1-0,White
1PVYttr7,88,0-1,Black
Jf2EN7ue,89,0-1,White
URdiAgvV,62,0-1,Black
CAFIGvW2,69,1-0,White
rm7ZaCMz,87,0-1,White
YyDl7G0U,23,1-0,White
jbRsTLZz,76,0-1,Black
CXUmXvSn,84,1-0,Black
gpgxBKVk,46,0-1,Black
nqUajEP1,60,0-1,Black
vFd74I87,111,0-1,White
HfNS8zwH,106,0-1,Black
qmMpkhbu,126,0-1,Black
PVmEfZ0b,84,1-0,Black
PVmEfZ0b,90,1-0,Black
0arCCdgr,81,1-0,White
OiA0zzS8,70,0-1,Black
ZI6gGhqp,123,0-1,White
phvWW3ey,122,1-0,Black
ClMjoc83,67,0-1,White
bKvAMxNF,50,0-1,Black
dhBIkNvE,106,0-1,Black
HKSM5VQV,81,1-0,White
wunhkox0,106,1-0,Black
vWm0EUyi,79,1-0,White
j9gHgTs3,48,0-1,Black
