lichess_id,ply,result,crisc_player
VVZQT9HC,43,1-0,White
gcg699wc,79,0-1,White
HC2uLU7w,60,0-1,Black
IbBoQmdl,72,0-1,Black
trZXZCrj,70,1-0,Black
UBoOKJQa,70,0-1,Black
AIcICddd,52,1-0,Black
SbT9BUTN,109,0-1,White
A5ATZDL6,94,0-1,Black
xZ2gbA9H,33,0-1,White
ctLtW2jG,79,0-1,White
AicaLmNE,81,1-0,White
EX0Nh0ZW,41,0-1,White
rtEy9wZU,68,1-0,Black
dpiKsC2f,78,1-0,Black
A5ei6szD,58,0-1,Black
mHE0V0g2,69,1-0,White
8Ln7za0I,50,0-1,Black
5XngnvUx,36,0-1,Black
I5qBfS2O,90,0-1,Black
I5qBfS2O,108,0-1,Black
5ASJUcZC,136,1/2-1/2,Black
xWh505UT,52,0-1,Black
E2Uykwqr,77,1-0,White
RJHLQBes,69,0-1,White
BloLg8zO,59,0-1,White
4C0Ycfw5,57,1-0,White
8vFOfikN,86,1-0,Black
0UMWw2dD,54,1-0,Black
DGL4zaCN,65,0-1,White
dJBtAKGT,102,1-0,Black
KanvWYs4,121,1-0,White
HR6HPrk5,74,1-0,Black
3QwgtA8q,76,1-0,Black
QYBX4pvn,49,1-0,White
Xei5mp23,52,0-1,Black
VebZyzOj,41,1-0,White
YBRzlKYv,61,1-0,White
1lE3zef0,74,0-1,Black
tlU2bCyi,44,1-0,Black
BBIOPy28,47,0-1,White
184GdUYL,55,1-0,White
3RrEPBIi,72,1-0,Black
y2skeD9c,109,1-0,White
zh2AyQXN,47,0-1,White
3e3zjnRV,52,1-0,Black
YYKjU10o,29,1-0,White
FXiZqvkQ,81,1-0,White
7aXbWKEk,91,0-1,White
VXnBUX5g,124,1-0,Black
Ftx6Z1yG,37,0-1,White
7sb8xO5i,67,0-1,White
gZEUn3YT,86,1-0,Black
D0mkZ6y9,48,0-1,Black
xBYSpBbz,89,0-1,White
2mvaxvGU,117,1-0,White
fzf4lP9z,63,1-0,White
C9drpk72,59,0-1,White
p5dTyByZ,107,0-1,White
WbAnf93z,44,0-1,Black
C9KQ9DX2,63,1-0,White
vlYECUgW,79,1-0,White
aRNKYvmf,82,0-1,Black
JsuVLAPV,50,0-1,Black
L3nPB8T1,58,1-0,Black
udBpXUEW,75,1-0,White
IjEgIvwn,66,0-1,Black
t4SnDaQP,92,0-1,Black
pRk9XUoO,104,0-1,Black
jDAHwBVf,43,0-1,White
QTeCTX0d,108,0-1,Black
IqcM9qfD,57,0-1,White
GK6fbaiF,62,1/2-1/2,Black
QGhMKSyg,86,0-1,Black
fRSRZZc9,59,1-0,White
fRSRZZc9,67,1-0,White
gOPQJvuS,107,0-1,White
PXwFaV2q,68,0-1,Black
8GYlK95g,73,1-0,White
luobVBVA,100,0-1,Black
EEil8NZw,93,1-0,White
uB0pZk8X,70,0-1,Black
14bDsoj9,68,0-1,Black
B2MYLg6C,83,1-0,White
4GBxgQkP,59,1-0,White
H8XQfYWX,67,1-0,White
UTQDThqj,64,1-0,Black
IJmSP2Co,55,1-0,White
UvXnaD2m,71,1-0,White
cQaQeCvM,100,0-1,Black
75NuiofD,88,0-1,Black
I1Vh5Jei,74,1-0,Black
1quK3UXa,48,0-1,Black
k6waCZEh,62,1-0,Black
ZPJVEotU,61,1-0,White
628M10Jq,60,0-1,Black
VdGePy2K,74,1-0,Black
31aisZT9,55,0-1,White
KZrby1hh,89,0-1,White
KZrby1hh,103,0-1,White
81JyAkGR,37,0-1,White
GYasz4Jm,117,0-1,White
VTADIA2K,51,0-1,White
Y7cbSo3e,66,0-1,Black
hKK8rvwY,55,1-0,White
omfHrEpT,56,0-1,Black
LnwsjRBr,39,1/2-1/2,White
AXYEKNQn,58,1-0,Black
s7rzkL7v,113,1-0,White
CbrJGTLy,105,1-0,White
EqLFh6zT,106,0-1,Black
XGXJf24g,66,0-1,Black
piDGwFpC,67,1-0,White
sYuYRT6q,60,0-1,Black
E3z48kkV,86,0-1,Black
OneTaVXp,92,0-1,Black
IKkgGIjf,80,1-0,Black
9SGa0sn2,86,0-1,Black
CkhoBVFG,40,0-1,Black
rty7id95,50,1-0,Black
7bdTVhAS,75,0-1,White
r1RApPyY,78,0-1,Black
MXI0eUrc,69,0-1,White
PcGWiMWh,72,1-0,Black
EFHMTmsH,61,1-0,White
EFHMTmsH,63,1-0,White
8Lnvqhb0,119,0-1,White
TY4RSt6Y,43,1-0,White
3nfzHseC,68,1-0,Black
k2kvdjtO,86,0-1,Black
FX3ojIPt,93,0-1,White
7jTfmgXM,106,0-1,Black
7jTfmgXM,121,0-1,White
YtVmu99y,59,1-0,White
XLH131ks,75,1-0,White
I1JhADz9,79,0-1,White
WnxbShg1,55,1-0,White
AXO3XsIC,75,1-0,White
pZruLNvQ,57,1-0,White
IrpB9pJH,46,0-1,Black
u9ZNiPcL,41,1-0,White
7B2JF1P1,48,1-0,Black
LRIsGb3o,69,0-1,White
qFZn4g8K,63,1-0,White
7WBY3BU1,107,1-0,White
w0poOJse,58,0-1,Black
nULizIbQ,81,1-0,White
6YqhtARQ,77,1-0,White
OpznZiFe,58,1-0,Black
K7nHve8Z,127,0-1,White
2HTuxJDn,49,1-0,White
Q0csF6dF,48,0-1,Black
u9Tz5mNR,133,1-0,White
kGzMFoaO,48,0-1,Black
NflXQSKC,92,0-1,Black
w27MgpEC,45,1-0,White
zeduE6sb,73,0-1,White
Q5dO9PAF,147,1-0,White
HBHzoYP4,112,0-1,Black
83maS4uM,44,0-1,Black
8lfqaDgq,121,1/2-1/2,White
G9D0frp1,40,0-1,Black
mxENbUrF,115,1-0,White
Zoc1Q1N4,75,1-0,White
Z518cN9G,93,1-0,White
m5YFFyyp,48,1-0,Black
kd5KqTYc,77,1-0,White
7hbBphCp,77,1-0,White
Wr7Q4HCB,111,0-1,White
gqgUAR9I,72,0-1,Black
whCByidx,80,0-1,Black
z41UratY,43,1-0,White
3cBGRtnj,51,1-0,White
yUtthG2D,74,0-1,Black
srBRr25s,78,0-1,Black
Q0Jb6KLH,70,1-0,Black
jnAPASAa,89,1-0,White
4CdNHEQP,63,1-0,White
8miaJAUN,120,0-1,Black
NIcMNBj9,85,1-0,White
NzuIxj1r,35,1-0,White
Z0vVsuOc,40,0-1,Black
BF3FIoH0,57,1-0,White
yfTkR9WP,75,1-0,White
d1r1GQCp,46,0-1,Black
Vq8LLcpg,66,0-1,Black
BtXh6X3H,94,1-0,Black
Lm3Dvf74,84,1/2-1/2,Black
oiDjRzev,66,0-1,Black
4e3CQCe1,109,1-0,White
O1Nx29Ew,80,1-0,Black
nd1Tus7n,27,1-0,White
iuUaZTne,47,1-0,White
KKhs8xPC,63,1-0,White
Ckefc0IZ,53,0-1,White
ThcCLslb,87,1-0,White
dNOnGB1Z,71,1-0,White
62gReMoL,50,1-0,Black
ooMc43HH,58,1-0,Black
RiXlFGbW,98,1-0,Black
5dWnDaMX,101,0-1,White
R2RLDhIY,60,0-1,Black
lyBcGSid,79,1-0,White
1UckXNdF,32,0-1,Black
T5VZzw8P,82,1-0,Black
qbJH8T1q,85,1-0,White
zYnR6QvM,42,1-0,Black
aR0BEBsg,47,1-0,White
VAgjeulc,63,1-0,White
KNDQ4x3M,73,1-0,White
xb8if4Ld,84,1-0,Black
dD8NOOd3,91,1-0,White
dD8NOOd3,109,1-0,White
X2bY01jm,147,1-0,White
SVgN5mp7,65,1-0,White
PFNuBTaP,53,1-0,White
WTwyB1pB,43,0-1,White
WTwyB1pB,47,0-1,White
aCU4KVbK,112,1-0,Black
IZyzUGpe,71,0-1,White
0T3lRMJs,38,1-0,Black
h72UHZ2q,57,1-0,White
5s67puHR,54,1-0,Black
s3gUM6UA,85,1-0,White
Cl97fTT8,78,0-1,Black
6qiOQ79r,38,0-1,Black
Oec2Sson,95,1-0,White
RONbGYpl,51,1-0,White
ReYhhwlJ,88,1-0,Black
YqrOolT1,65,1-0,White
JoedIsKO,84,0-1,Black
sziX7WFv,50,1-0,Black
eaEqTR9x,47,1-0,White
KANtjsjz,64,1-0,Black
37I7Bd9F,71,1-0,White
bwi69Bm7,82,0-1,Black
3hvfYNdA,86,0-1,Black
K0qbu6LC,77,1-0,White
m3nEyHLF,46,1-0,Black
ya0qpHfh,59,1-0,White
ya0qpHfh,61,1-0,White
MNRNxmC0,31,1-0,White
F6WkLr1G,43,1-0,White
b874auJw,129,1-0,White
sWgre6XY,69,1-0,White
I9aYwPWg,53,0-1,White
COdIGowz,69,1-0,White
x9t1OyHS,51,1-0,White
iLmymgrx,44,0-1,Black
ZdUXxphg,85,1-0,White
4WsXFUVe,38,0-1,Black
Oq47eFql,97,0-1,White
ncIEdMtO,52,0-1,Black
DswT2AnC,66,1-0,Black
4aKMoZxG,85,0-1,White
DTYvPNqH,70,1-0,Black
28P2HdOS,79,1-0,White
oviI7LhI,92,0-1,Black
IeJORqlx,68,0-1,Black
Vk5jdKWi,87,0-1,White
UV5i5RN2,80,1-0,Black
4zX8uxBn,49,1-0,White
g4V6Phj5,33,1-0,White
g4V6Phj5,72,1-0,Black
zMCn33ep,48,1-0,Black
zMCn33ep,63,1-0,White
uLptdkU5,63,1-0,White
xFeiDOnS,55,1-0,White
5UuHPLM0,81,1-0,White
kIkj1a3I,64,0-1,Black
tLOw8t1f,84,1-0,Black
NEBkuVnB,64,1-0,Black
be74s8DS,72,0-1,Black
OZKEWck0,43,1-0,White
dF6yGhJx,84,0-1,Black
KqGxUN7y,70,1-0,Black
w3kgKb0x,87,1-0,White
42RIrtzH,57,0-1,White
V0O2SuA9,107,0-1,White
xbSOB2r1,71,1-0,White
UBJ5ULaZ,37,1-0,White
DnhJJW3i,105,1-0,White
J0XyjKar,139,1-0,White
Meg803bA,63,0-1,White
xMBC1EJm,70,1-0,Black
Bgrt2r1V,64,0-1,Black
8YL5cGPr,65,0-1,White
6FPKogGm,69,1-0,White
J0MTm71F,106,1/2-1/2,Black
Hbsi4lPO,80,0-1,Black
q4KnPovC,83,1-0,White
C9vRPcVB,54,0-1,Black
RPXfMsN0,43,1-0,White
wURtoDLx,92,1-0,Black
8MgXWyK7,59,1-0,White
20O1wNbW,76,0-1,Black
DOGWESaI,80,0-1,Black
Jmdc3JzY,70,0-1,Black
32SHyaO5,62,1-0,Black
32SHyaO5,77,1-0,White
LZX6c1AD,86,1-0,Black
LCAqf0pC,55,1-0,White
Jw88DevV,57,1-0,White
4FMcwyrm,82,1-0,Black
bt3m8R0V,65,0-1,White
FUvXUOIn,85,1-0,White
y2QcA61u,76,1-0,Black
iIpumogo,36,1-0,Black
0RPaOaLs,92,0-1,Black
YbEyZIYr,43,1-0,White
YbEyZIYr,45,1-0,White
LNyQst9x,70,0-1,Black
B0TQpLAy,58,1-0,Black
WwizvJdm,58,0-1,Black
J4I6yXsU,88,0-1,Black
c9Pw98u6,86,0-1,Black
6Gnfj7pC,59,1-0,White
NiBXaR4E,51,0-1,White
mFECCZ5n,67,0-1,White
IHCPoRCh,86,0-1,Black
AaSLtpov,66,0-1,Black
Q3zYMRvo,48,0-1,Black
35l3ie8x,42,0-1,Black
AHE8QSvp,104,0-1,Black
sq1XQi5B,53,0-1,White
APKbMtdE,94,0-1,Black
EQJKqP4y,86,0-1,Black
9xi8Auyu,37,1-0,White
UbtP8us3,52,0-1,Black
R1pHJKDk,111,0-1,White
6Ltmv6Eu,92,1-0,Black
vx37o6EX,53,1-0,White
5FuAxxjD,73,1-0,White
utwNXlM2,47,1-0,White
FizTSVjF,69,1-0,White
FHO9FXyM,51,1-0,White
acLTtHkB,65,1-0,White
d5pA99Lh,46,0-1,Black
Ln4CdwGd,101,0-1,White
Ln4CdwGd,103,0-1,White
NdLOjx5o,71,0-1,White
U9o4HssC,70,0-1,Black
BKSheLEW,59,1-0,White
6Uyxwh7v,100,1/2-1/2,Black
2FmsikrL,112,1-0,Black
3QMJnqQj,79,0-1,White
HYzbTqbf,67,1-0,White
Fhva5BgK,89,0-1,White
UVddrkmt,54,0-1,Black
FDQMTVgq,91,0-1,White
RAHRM422,127,1-0,White
5QsZzakr,52,0-1,Black
dgA0Figp,55,0-1,White
eSJ8XpHu,72,1-0,Black
3LsJ6i2y,54,0-1,Black
8omGmJaG,60,0-1,Black
e9n8HgwR,111,1-0,White
ukktJ2MI,79,0-1,White
aSnFigrW,93,0-1,White
QkXfKghN,53,1-0,White
xfIVtHVe,78,0-1,Black
ZzExDGW5,48,0-1,Black
KhoWPYE4,79,1-0,White
NyYFTnJt,96,1/2-1/2,Black
NA904vOl,100,1/2-1/2,Black
qPv3PaPS,54,0-1,Black
JSifExXc,56,0-1,Black
8JnbKsh6,44,0-1,Black
6ZPa3jzC,109,1-0,White
No3O23cE,109,1/2-1/2,White
ddKiRur1,50,1-0,Black
E04zSMAx,45,1-0,White
NWBB3nCo,52,0-1,Black
3E50XUCk,62,0-1,Black
bHZJWpc7,51,0-1,White
7jJIXesW,99,1-0,White
CQ607Je8,105,1-0,White
f1bZR7cQ,62,0-1,Black
mxcxuFoB,81,1-0,White
cMmHHvZK,51,1-0,White
xx0QLYzC,112,1-0,Black
Kbe9ndZI,127,0-1,White
6IENdEVl,62,1-0,Black
wBkyssZN,91,0-1,White
wXKzKC5M,31,0-1,White
8B0Zdf9a,108,0-1,Black
8B0Zdf9a,113,0-1,White
JRn4s7aa,39,1-0,White
JYOCsjvm,105,1-0,White
K74OCqfd,44,0-1,Black
vppaHYWR,96,1-0,Black
vppaHYWR,98,1-0,Black
32Oeu3cF,89,1-0,White
pQkOA4pl,69,0-1,White
pQkOA4pl,71,0-1,White
P2FLDwNx,82,0-1,Black
8c8QOjOH,87,1/2-1/2,White
HqPqLXjL,63,0-1,White
1ECT7mk7,67,1-0,White
92Ph0gJf,75,1-0,White
8U0cIljP,66,0-1,Black
FZ81nvJb,49,1-0,White
gb58hnzN,55,0-1,White
TZPXdn1Q,67,0-1,White
2Xf8xvsn,74,0-1,Black
81vtuPVD,64,1-0,Black
5tkIqdmV,88,0-1,Black
ockvGkNu,92,1-0,Black
ockvGkNu,116,1-0,Black
ockvGkNu,130,1-0,Black
ITaI1m8Q,75,1-0,White
snGsuCWV,87,0-1,White
QquKYr0N,103,1-0,White
jj4eGXFs,71,1-0,White
nOdXDt39,58,0-1,Black
PxMFkbfR,88,0-1,Black
hksxwcOT,71,1-0,White
RHyXQWUR,83,1-0,White
yKY5v3Dy,54,0-1,Black
aLTg3G2d,76,1-0,Black
uQSE9hN9,82,0-1,Black
KCMY7YDA,59,1-0,White
BPAuvnRB,45,1-0,White
RvFVCmv8,108,0-1,Black
YtWsuY5n,75,1-0,White
GecwvwpO,84,1-0,Black
JPaq20Mx,83,1-0,White
p0nPSOkL,89,1-0,White
HPOU9KCg,40,0-1,Black
Ons0duH3,65,1-0,White
6ABTJxnp,67,1-0,White
KbJEskal,47,1/2-1/2,White
mGvqgyum,45,1-0,White
89SVaFa4,65,0-1,White
lpsiGnG8,82,1-0,Black
Hw5C5cfK,75,0-1,White
CsTwAfwS,70,0-1,Black
SFrvTqKE,104,0-1,Black
qH8fi6o7,97,1-0,White
Rdi94gJD,75,1-0,White
JL1OLzfg,162,1-0,Black
IenRKYse,53,1-0,White
lPDlTSyb,52,0-1,Black
ChiT0I9x,55,1-0,White
XgAtiiIS,115,1/2-1/2,White
EIISa74B,115,1/2-1/2,White
GNthbg3W,131,0-1,White
cS34mJ8V,92,0-1,Black
apSrgmD7,57,1-0,White
2hqLomR5,79,0-1,White
70yfSwdC,75,1-0,White
xHjIuGeQ,60,0-1,Black
MPQUjC9r,64,0-1,Black
4TdsycvF,47,1-0,White
uL2vXkeW,43,0-1,White
CLiAgYMi,53,0-1,White
bxIWny3p,51,1-0,White
FMI9bBCT,64,0-1,Black
GZ5DWHCz,83,1-0,White
MlY9Bzno,60,1-0,Black
cfaZF2HU,75,1-0,White
5QWGfDNv,94,0-1,Black
CmWSL4lC,75,1-0,White
Wmv0HqZa,121,0-1,White
sHMUyVLU,52,0-1,Black
OwidtZ2W,55,1/2-1/2,White
yQo9kzOX,50,1-0,Black
yQo9kzOX,57,1-0,White
MK3G70wm,62,1-0,Black
T6SeY28E,62,1-0,Black
qeQYuq9L,93,0-1,White
FuiCSHs5,66,0-1,Black
V7EcoWhv,85,1-0,White
xF1NFTh4,113,1-0,White
4RvK7XoI,75,1-0,White
J1jMkjQY,80,0-1,Black
2NQzhdUz,65,1-0,White
TdB7Grk9,51,0-1,White
QJjusRxR,91,0-1,White
sQIUc5hP,59,0-1,White
4pigLA9m,92,0-1,Black
7POlg2qd,79,0-1,White
VuZR2zyT,77,1-0,White
c3yueHPg,65,1-0,White
7PK6NldH,52,1-0,Black
cV1K3IY7,66,1-0,Black
GY0rdMN3,49,1-0,White
4kuEGEhj,51,1-0,White
7Np9GPYk,52,0-1,Black
i1c4N0Wy,84,0-1,Black
i1c4N0Wy,88,0-1,Black
JpufX112,84,1-0,Black
Tj39FoWz,72,0-1,Black
5MyXhe2T,93,1-0,White
OGZu8F6q,99,0-1,White
up4tabZc,61,0-1,White
GrJzn9T5,58,0-1,Black
QmHgjMGy,53,0-1,White
W7ZtXmCF,52,0-1,Black
NFewh1HM,156,1/2-1/2,Black
TmkNkEVi,73,1-0,White
D4N5pDta,84,0-1,Black
KFH5rR2Z,79,1-0,White
FiqXw6NU,65,0-1,White
NNCZ9uyR,124,0-1,Black
KypfmlOk,61,0-1,White
Mk0GPtkX,68,0-1,Black
Mk0GPtkX,70,0-1,Black
uPayarzn,95,0-1,White
HNCTQdHJ,113,0-1,White
uEgYxDUL,51,1-0,White
nNAn9Vhp,87,1-0,White
2EZNMysd,65,0-1,White
wPMK0Jtp,70,0-1,Black
xJk9biP4,55,1-0,White
Rv5mWfIr,73,1-0,White
mA5VfSWj,64,1-0,Black
KzGngSOt,39,0-1,White
tYWs7xBM,68,1-0,Black
J14wwBPv,113,1-0,White
xBGgIO47,67,1-0,White
hcGVtcri,67,1-0,White
O3JUEpHy,94,0-1,Black
C37ASWQx,88,0-1,Black
p8o57YzV,116,1/2-1/2,Black
0I1vwMkF,48,1-0,Black
9TySe5c8,83,0-1,White
y6xrTe19,50,0-1,Black
kt9x3LSP,99,1-0,White
S0YYwca1,67,1-0,White
SsuFqwRc,52,0-1,Black
SsuFqwRc,54,0-1,Black
VyeXBa6i,97,1/2-1/2,White
Fw2Z2Z3l,67,0-1,White
x5DGsU4O,105,1-0,White
Cy0mhU84,76,0-1,Black
5EpMUekc,149,0-1,White
DKhYBbgb,68,0-1,Black
FEH8gU31,46,0-1,Black
97OrQB8v,74,1-0,Black
jFmegwme,47,0-1,White
R1xKPFk2,86,1-0,Black
04DCSN0x,44,0-1,Black
BiWZGA0C,73,0-1,White
6SVpP92G,43,1-0,White
5ULi301u,92,0-1,Black
5ULi301u,94,0-1,Black
TfVHgFtw,53,1-0,White
O6gFeak1,110,1-0,Black
WH39jPex,108,0-1,Black
9vcKimQ4,66,0-1,Black
sYGlLpz9,36,0-1,Black
ybV5nS3r,76,0-1,Black
bdpPnWLi,87,0-1,White
mM1gsdgO,100,1-0,Black
I4rSYQam,116,0-1,Black
EN6Yrw9X,83,1-0,White
JUSsmbe9,79,0-1,White
2ZRGBcRT,88,0-1,Black
9InI4jw7,62,1-0,Black
5gfkTQyo,54,0-1,Black
UqM6suXc,98,0-1,Black
TBH0mGTo,65,1-0,White
syluXBEl,116,1-0,Black
9b62fUAw,89,1/2-1/2,White
MPBKiKCs,71,0-1,White
7cdJIgHB,54,0-1,Black
0HUoi504,63,0-1,White
4epe8ybo,68,1-0,Black
Bn3j7KNa,50,1-0,Black
CGZErkv2,58,0-1,Black
LSGr7Ir5,93,1-0,White
B7M8E9BB,68,1-0,Black
Kk2TPwTY,98,1-0,Black
Kk2TPwTY,116,1-0,Black
Kk2TPwTY,126,1-0,Black
2LYV7wnW,32,1-0,Black
uSTPSlGa,79,1-0,White
rrkaf3NG,90,1-0,Black
QRQcwrOq,63,1-0,White
CE89tunH,70,0-1,Black
CE89tunH,84,0-1,Black
vEQO6zRp,55,0-1,White
8C2JmJEn,124,1/2-1/2,Black
sdSBnHp1,99,1-0,White
zDAu1Ex5,31,1-0,White
c4gL53Bw,95,1-0,White
2TJE7wfM,94,1-0,Black
r5DRbOk1,61,0-1,White
kXxssVS9,83,1-0,White
eN1iRvGg,78,0-1,Black
eN1iRvGg,82,0-1,Black
1AulIYoY,113,1-0,White
Jt48Jqn9,47,1-0,White
AmYTETAU,68,1-0,Black
iGLpq7DO,92,0-1,Black
PZLukA6E,86,0-1,Black
dxtfBtPt,64,0-1,Black
T5xoq3RA,100,0-1,Black
TNUbAzkF,117,0-1,White
IK6yKbbG,73,1-0,White
8aOZDikE,47,1-0,White
kuIK4LJA,84,1-0,Black
AoP7mZqp,78,0-1,Black
1OYhtiIn,78,0-1,Black
P3XU9JhK,56,1-0,Black
P3XU9JhK,65,1-0,White
KcFf9Rf0,97,1/2-1/2,White
4YmfAJwf,75,0-1,White
9lW8d2QB,54,0-1,Black
Ee3g6B3Q,39,0-1,White
UW7qMRtd,105,1-0,White
09szN3o3,71,1-0,White
JvGeT7af,95,1-0,White
dw6RL7sb,63,1-0,White
EzcYVgHp,48,0-1,Black
izTKpyCx,58,0-1,Black
3vz0oUQF,51,1-0,White
pJlkgRBr,95,1-0,White
AqfLKgLV,60,0-1,Black
LJJ5PBwI,65,0-1,White
rN7J4Fvt,84,0-1,Black
lfmyfFrS,44,0-1,Black
CBeOLAXV,97,0-1,White
8jNYsovT,83,1/2-1/2,White
R9jiLvND,55,1-0,White
fC1OKZyM,44,0-1,Black
okNuxmWG,86,1-0,Black
2nKbihCd,68,0-1,Black
VLLvuIVi,55,0-1,White
CnUBPoGR,47,1-0,White
DYrHynCt,52,0-1,Black
skFoV7ir,53,1-0,White
32bOlXvn,74,0-1,Black
6OocgusW,76,1-0,Black
kmu7GWY0,105,1/2-1/2,White
0HXUWAVQ,50,1-0,Black
OQrBtU4y,80,1-0,Black
dKC04EP3,49,0-1,White
8Sd3TEzL,87,0-1,White
rGACOiaD,82,1-0,Black
D0xGwxyj,111,1-0,White
8E1UZA1a,102,0-1,Black
8E1UZA1a,109,0-1,White
h8hE5cLu,47,1-0,White
QadXhZpu,74,0-1,Black
h2xsi80Z,63,0-1,White
QH3eKDRa,62,0-1,Black
GEqpgQ8Z,61,0-1,White
90x5hQbJ,79,1-0,White
PKOFaTUg,63,1-0,White
mX9BcsB1,63,0-1,White
k56RYx32,100,1-0,Black
9nNEvxMo,90,1-0,Black
tGlSuvLV,59,1-0,White
YvuChctE,65,1-0,White
8SxSQFC6,79,1-0,White
Gunv8FbC,93,1-0,White
qbfBNFEU,81,1-0,White
0VsLiXFw,69,1-0,White
ztK55iJT,154,0-1,Black
XKga9JSi,41,0-1,White
5TCrjhbf,80,1-0,Black
DFckZMzb,57,0-1,White
xrP342EX,73,0-1,White
ELyWrdTF,56,1-0,Black
wCzI3q33,78,0-1,Black
PP9lJnq5,68,1-0,Black
ihumRBPg,77,0-1,White
tyzse3CJ,48,0-1,Black
tyzse3CJ,56,0-1,Black
jUtNLzaQ,74,1-0,Black
uywq1cSJ,60,0-1,Black
H8LVKx06,57,1-0,White
H8LVKx06,59,1-0,White
lD65CuKu,82,1-0,Black
HSBe3CFc,93,1-0,White
8UNVurIS,74,0-1,Black
OYhpWj9E,97,1-0,White
k3oJ8lza,46,0-1,Black
7eTQt39T,53,1-0,White
4iN3rF7E,78,1-0,Black
RqYB9aGu,69,1-0,White
9ZIoQidm,67,1-0,White
QtJPvXv1,63,1-0,White
vwLNV1w2,60,0-1,Black
Aozsekcn,73,0-1,White
dTGYmtt0,65,1-0,White
9cuUCe7x,52,0-1,Black
VZfqY7hi,49,0-1,White
knBvJ3L8,46,1/2-1/2,Black
jCDFkMJZ,107,0-1,White
8NufXqzx,62,0-1,Black
MaLbZjRa,63,0-1,White
D8rvuUSM,78,0-1,Black
u2Wdvuji,56,0-1,Black
Syn9emdZ,72,1-0,Black
j2Dhvmjs,64,0-1,Black
fqoUaIXe,69,1-0,White
fqoUaIXe,76,1-0,Black
fqoUaIXe,80,1-0,Black
9Ozc8EO5,44,0-1,Black
kjxo3o11,68,0-1,Black
GnqA8mfq,77,1-0,White
7ls5UV99,103,1-0,White
moN1BSTy,61,1-0,White
JMhn4Lko,88,0-1,Black
4YKbaiTr,93,1-0,White
vp6fEmTT,67,1-0,White
osf0QHUK,50,0-1,Black
4h3jKIM5,68,0-1,Black
Pphwl4eU,103,1-0,White
b0SU3P8Z,44,0-1,Black
XjoGwyJz,45,1-0,White
ZTpqg2LH,55,1-0,White
ZTpqg2LH,77,1-0,White
Hl2lVRLD,72,0-1,Black
HhVrlhZi,72,0-1,Black
3iq6WSmr,83,1-0,White
WeVNKMBg,86,0-1,Black
LR2cc9fQ,85,0-1,White
4pvsJkgF,123,1-0,White
YSGYEexb,73,1-0,White
YSGYEexb,121,1-0,White
a313f26j,106,1-0,Black
DxVxbkY7,79,0-1,White
V0Z5wuae,80,0-1,Black
5zEKkh9x,70,1-0,Black
QqoHLnPN,54,0-1,Black
dDape9yd,49,1-0,White
9zMDOoT4,42,1-0,Black
OdwyrLMS,39,1-0,White
MK4WsL7s,67,1-0,White
O0KdcGX9,55,0-1,White
37RYLQ3z,68,0-1,Black
d9hoVAyI,95,1-0,White
9snciXIb,58,0-1,Black
LuAKeckZ,57,0-1,White
N6wy6Ktw,74,0-1,Black
jkxo4HnF,51,0-1,White
XgbZinnk,38,0-1,Black
KmrYxfE3,97,0-1,White
i65gBXvD,111,1-0,White
Q27K06RF,40,0-1,Black
FSfsLPDl,110,0-1,Black
a6Do8y1S,97,1-0,White
ZNDUD0vI,38,0-1,Black
selX3elP,67,0-1,White
X59c6kLs,61,0-1,White
rJD0OGOi,115,1-0,White
UicgQlil,77,1-0,White
BaPxhwwr,89,1/2-1/2,White
9FNnfD7g,118,1-0,Black
4lIwfc9X,52,0-1,Black
OrAVFyeF,68,1-0,Black
0I3w4ItN,71,1-0,White
pfoDZrxB,98,0-1,Black
9yqIMVwE,68,0-1,Black
HcqkL0Gs,74,1-0,Black
1X2UovTr,112,0-1,Black
4QsXa89a,62,0-1,Black
d8CqZd7m,105,1/2-1/2,White
TOmFKGF9,118,1-0,Black
Bf6Ny1GE,58,0-1,Black
9l0o9ujq,71,0-1,White
97PdEddm,98,1-0,Black
0rjXJF6g,76,0-1,Black
7kBMsDVy,85,1-0,White
H6ChpxSx,57,1-0,White
BvLmAFFB,83,1-0,White
4SvC4lkN,95,1-0,White
oLvVLvtC,77,1-0,White
BybbnKv9,63,0-1,White
ICcgrBho,66,1-0,Black
2cAMfHCs,106,1-0,Black
OfMLEn3o,97,1-0,White
4AkBSiK8,39,1-0,White
1WKCYHSm,50,1-0,Black
VEYmTFqI,55,1-0,White
atDHTgH0,76,0-1,Black
atDHTgH0,80,0-1,Black
8aGH56i4,95,1-0,White
gXDIfvuQ,57,1-0,White
WKuUBfFn,78,0-1,Black
f3fyhyE7,56,1-0,Black
f3fyhyE7,58,1-0,Black
Lu79A1yF,79,0-1,White
Lu79A1yF,81,0-1,White
MmS0qnW7,53,1-0,White
Bc0nvRUo,79,1-0,White
OtqUiVUs,59,1-0,White
pUuesJhc,86,0-1,Black
xlKlbpoY,54,0-1,Black
kNPwNBTr,87,1-0,White
RpBSeNTb,49,1-0,White
I9CBnIU7,61,1-0,White
5cVXwyyO,81,0-1,White
44SO6iL7,47,1-0,White
SUVMEkQH,40,1-0,Black
84uLW7Ap,97,1-0,White
hy1V2VNI,55,0-1,White
ZpxIKYQF,90,0-1,Black
pJnqgNGX,71,1-0,White
TnyHauNH,39,0-1,White
vHvbiRmo,72,0-1,Black
Tw3HKpVF,80,1-0,Black
FFKqDGnC,73,1-0,White
