lichess_id,ply,result,player,time_scramble_bracket,player_elo
JpmOgcyA,65,1-0,White,<=5s vs 10-15s,1848
Lito589X,77,1-0,White,<=5s vs 15-20s,1740
l0g3MyFY,67,1-0,White,<=5s vs 15-20s,1646
yxdwHIZ9,85,1-0,White,<=5s vs 15-20s,2317
gYiQa2t1,74,0-1,Black,<=5s vs 10-15s,1943
FBQuMln5,76,0-1,Black,<=5s vs 15-20s,1605
fAUhGkTu,110,0-1,Black,<=5s vs 5-10s,2353
hXjBShSv,139,1-0,White,<=5s vs <=5s,2503
CZN5Zr7u,63,1-0,White,<=5s vs 10-15s,1473
TPGS4Rna,92,0-1,Black,<=5s vs 5-10s,2037
08CQ7PaX,100,0-1,Black,<=5s vs 10-15s,1695
9tSF2yLe,74,0-1,Black,<=5s vs 15-20s,2310
s8UPoYX8,53,1-0,White,<=5s vs 15-20s,2250
TRo9jjZ7,46,0-1,Black,<=5s vs 5-10s,1095
hpIhZAQb,91,1-0,White,<=5s vs 15-20s,1932
9YjJq1QD,141,1/2-1/2,White,<=5s vs 5-10s,2885
HRakVsmQ,73,0-1,White,<=5s vs 10-15s,2216
vhT1qj2L,66,0-1,Black,<=5s vs 15-20s,1964
TNWUDVVq,57,1-0,White,<=5s vs 15-20s,1690
XyjSSXcO,94,0-1,Black,<=5s vs 10-15s,1865
kB7EewSw,57,1-0,White,<=5s vs 10-15s,1111
erwLkEBw,105,1-0,White,<=5s vs 5-10s,2076
e1ySgDg0,120,1-0,Black,<=5s vs <=5s,1907
9n07NxEy,71,1-0,White,<=5s vs <=5s,2306
IdFcGkjt,49,1-0,White,<=5s vs 15-20s,1558
M0UZVsSE,158,1/2-1/2,Black,<=5s vs 5-10s,2920
a0CMOx3V,60,0-1,Black,<=5s vs 10-15s,2050
XSEoDmun,142,0-1,Black,<=5s vs <=5s,2580
K7xVvBcV,63,1-0,White,<=5s vs 10-15s,1530
VXPnt9aj,58,0-1,Black,<=5s vs 10-15s,1479
A6hn61DP,76,0-1,Black,<=5s vs 5-10s,2299
IvlZb3jz,60,0-1,Black,<=5s vs 15-20s,2156
Q9j64wEw,57,1-0,White,<=5s vs 15-20s,1800
bribkwaZ,65,1-0,White,<=5s vs 5-10s,1769
lMHIP5rX,59,1-0,White,<=5s vs 10-15s,1448
LNvdAAUg,55,1-0,White,<=5s vs 10-15s,1487
wpiwwumm,56,0-1,Black,<=5s vs 10-15s,1118
KYtvZjzE,101,1-0,White,<=5s vs 5-10s,2288
2SJgIH67,60,0-1,Black,<=5s vs 15-20s,1635
aM6RCIh9,91,1-0,White,<=5s vs 10-15s,2425
NNyOnHrV,90,0-1,Black,<=5s vs 15-20s,2664
948wmpGV,63,1-0,White,<=5s vs 5-10s,1586
4PYBNKs3,76,0-1,Black,<=5s vs 5-10s,1465
OebnYlmY,73,1-0,White,<=5s vs 5-10s,1762
txbalqM3,52,0-1,Black,<=5s vs 15-20s,939
CLbCrIJB,63,1-0,White,<=5s vs 5-10s,1899
zGvBCauX,64,0-1,Black,<=5s vs 15-20s,2022
fSeJprq1,51,1-0,White,<=5s vs 10-15s,1655
LRwr0FYg,64,0-1,Black,<=5s vs 5-10s,1287
Rx1BNNsy,112,0-1,Black,<=5s vs 15-20s,1845
0R3q3ald,97,1-0,White,<=5s vs 5-10s,2290
d5CvB7kT,64,1-0,Black,<=5s vs 5-10s,2245
1mhOyd9x,121,1-0,White,<=5s vs 10-15s,2679
7eTkgHNp,68,0-1,Black,<=5s vs 5-10s,2295
LIuGhTxm,67,1-0,White,<=5s vs 15-20s,2314
QRkSPwM9,66,0-1,Black,<=5s vs 5-10s,2212
ubEJQNpw,61,0-1,White,<=5s vs 5-10s,1357
5qmn0Orc,61,1-0,White,<=5s vs 10-15s,1498
pk8bwMin,56,0-1,Black,<=5s vs 15-20s,1904
ZCawa7qp,65,1-0,White,<=5s vs 5-10s,1687
gRXR5pXf,54,0-1,Black,<=5s vs 10-15s,2254
qZ8Xj4Om,92,0-1,Black,<=5s vs 15-20s,2122
ungz9PmA,55,1-0,White,<=5s vs 15-20s,1946
Bdd2ZZIN,62,0-1,Black,<=5s vs 15-20s,1816
oaZzLKDy,49,1-0,White,<=5s vs 15-20s,1135
GkZQI6rZ,132,0-1,Black,<=5s vs <=5s,2000
BZ2tsa2h,62,0-1,Black,<=5s vs 15-20s,1157
22A2H3cZ,62,0-1,Black,<=5s vs 10-15s,1279
EHdAP6ye,96,1/2-1/2,Black,<=5s vs 5-10s,1891
4iraGheB,95,1-0,White,<=5s vs 5-10s,1929
OUAZukY7,60,0-1,Black,<=5s vs 15-20s,1564
xcW6kxbT,62,1-0,Black,<=5s vs <=5s,1522
mF7XWBiI,68,0-1,Black,<=5s vs <=5s,2483
qegmSLMH,89,1-0,White,<=5s vs 10-15s,2292
nNAQIRjc,90,0-1,Black,<=5s vs 5-10s,1677
zhJNpVDX,79,1-0,White,<=5s vs 5-10s,1491
o1g3Hqsu,55,0-1,White,<=5s vs 5-10s,808
G8CawN4K,90,0-1,Black,<=5s vs 15-20s,1134
0ZLFwfqk,75,0-1,White,<=5s vs <=5s,2215
zwPlLyri,67,1-0,White,<=5s vs 5-10s,2637
esC2Qvdc,75,1-0,White,<=5s vs <=5s,1595
mJom8Agd,109,1-0,White,<=5s vs 15-20s,2509
WSqxYHhX,75,1-0,White,<=5s vs 10-15s,2022
Qy8Y5RGS,55,1-0,White,<=5s vs 15-20s,1519
ARr5MsCX,56,0-1,Black,<=5s vs 10-15s,1024
8B8PWPHy,109,1-0,White,<=5s vs <=5s,2322
H43JxMks,73,1-0,White,<=5s vs 10-15s,1724
FcM4vwR8,61,1-0,White,<=5s vs 10-15s,1951
TjXqCJFv,78,0-1,Black,<=5s vs 10-15s,2296
e9pR1TV3,49,0-1,White,<=5s vs 5-10s,2048
P6CVTee7,63,1-0,White,<=5s vs 5-10s,1608
ic3BDxNv,70,0-1,Black,<=5s vs 10-15s,1386
NPx6VZq0,60,0-1,Black,<=5s vs 10-15s,1525
VUUUPz8A,87,1-0,White,<=5s vs 10-15s,2403
IrkyUEky,64,0-1,Black,<=5s vs 15-20s,1419
EnSCp0Re,37,1-0,White,<=5s vs 10-15s,1099
QIwbsm9S,80,0-1,Black,<=5s vs 5-10s,2104
0VjeXobl,125,1-0,White,<=5s vs 5-10s,2270
JdH5AVmH,94,0-1,Black,<=5s vs 10-15s,2236
GX1Nz53l,90,0-1,Black,<=5s vs 5-10s,1893
SL3bYlHA,102,0-1,Black,<=5s vs 10-15s,2456
lAKSQPrw,60,0-1,Black,<=5s vs <=5s,1578
CaaF7Ur7,56,0-1,Black,<=5s vs 5-10s,1549
eQqGfSC3,128,1-0,Black,<=5s vs <=5s,2572
kSiEAuNn,79,1-0,White,<=5s vs 10-15s,1740
5B5slYVw,55,1-0,White,<=5s vs 5-10s,1489
z9VE4ztO,68,0-1,Black,<=5s vs <=5s,2172
lQC71bwR,62,0-1,Black,<=5s vs 5-10s,1676
KCM6bwoC,66,0-1,Black,<=5s vs <=5s,1612
Y6pIqbKv,51,0-1,White,<=5s vs 10-15s,1757
JnFKIp7L,53,1-0,White,<=5s vs 15-20s,1743
5NJihJLi,104,0-1,Black,<=5s vs 15-20s,2058
Gyos4X6Y,105,1-0,White,<=5s vs 10-15s,1813
d9V5NYsQ,131,1/2-1/2,White,<=5s vs 5-10s,2188
M8DFhdZu,56,0-1,Black,<=5s vs <=5s,1427
lFnlwAid,73,0-1,White,<=5s vs 5-10s,2494
EXzxXKwu,84,0-1,Black,<=5s vs 5-10s,2205
6A1BY2KD,140,0-1,Black,<=5s vs 5-10s,2507
arMpSaR1,93,1-0,White,<=5s vs 5-10s,2243
g6wr6iJN,112,0-1,Black,<=5s vs <=5s,2460
PMJGfyWU,74,0-1,Black,<=5s vs 10-15s,1781
VXnBUX5g,125,1-0,White,<=5s vs 5-10s,2475
ol9SEt5i,110,1/2-1/2,Black,<=5s vs 15-20s,1981
HwwEB9ex,81,1-0,White,<=5s vs 5-10s,2281
DvSr6hEf,44,1-0,Black,<=5s vs 10-15s,864
g1agoVJU,65,1-0,White,<=5s vs 15-20s,2188
f5CHfS64,108,0-1,Black,<=5s vs <=5s,2590
HFjHPIaV,94,0-1,Black,<=5s vs 15-20s,2122
GMYCTTSK,92,0-1,Black,<=5s vs 5-10s,1981
u0bozZMX,70,1-0,Black,<=5s vs 5-10s,1527
wtH25uwk,81,1-0,White,<=5s vs 10-15s,1613
9cSmp14T,58,0-1,Black,<=5s vs 5-10s,1431
rwpo2Pwj,55,1-0,White,<=5s vs 10-15s,1404
yGUBUcv6,37,1-0,White,<=5s vs 15-20s,805
VuGRlBGi,111,1-0,White,<=5s vs 5-10s,2863
47Okrw1J,58,0-1,Black,<=5s vs 15-20s,1489
eEv08dxu,132,0-1,Black,<=5s vs 5-10s,2579
07xaCGxH,79,0-1,White,<=5s vs 5-10s,2371
H0xml9PX,110,1/2-1/2,Black,<=5s vs 5-10s,2728
1t0kEW6L,82,0-1,Black,<=5s vs 10-15s,1768
B5mrCR8K,79,1-0,White,<=5s vs 10-15s,1959
d4uLmJJq,85,1-0,White,<=5s vs 5-10s,1820
46s1AJ7v,60,0-1,Black,<=5s vs 10-15s,1451
g8hbmpYj,70,0-1,Black,<=5s vs 5-10s,1377
kIaEX3uM,65,0-1,White,<=5s vs <=5s,2197
f9lVkdlM,68,0-1,Black,<=5s vs 5-10s,850
vCGtOA8x,82,0-1,Black,<=5s vs 10-15s,2066
Ci5A8QGE,64,0-1,Black,<=5s vs 10-15s,1594
3SYfuttV,77,0-1,White,<=5s vs 10-15s,2317
oTy1yH5A,33,1-0,White,<=5s vs 10-15s,1310
U1ATq5rd,69,0-1,White,<=5s vs 5-10s,1475
dYwkBhdg,60,0-1,Black,<=5s vs 15-20s,1953
Oa7Gsnu9,84,1-0,Black,<=5s vs <=5s,1839
z1VFWzwP,77,1-0,White,<=5s vs 15-20s,1703
8MPmm0Hk,75,1-0,White,<=5s vs 10-15s,2536
ZICyePTw,71,1/2-1/2,White,<=5s vs 15-20s,1369
tpjKb6Kz,53,1-0,White,<=5s vs 15-20s,1757
5hKG9gaa,75,1/2-1/2,White,<=5s vs 15-20s,2319
bxdIyfif,81,1-0,White,<=5s vs 10-15s,2496
CWkW6540,77,1-0,White,<=5s vs 5-10s,2224
fcF0nYV6,46,0-1,Black,<=5s vs 15-20s,1391
5AaEvNoe,61,0-1,White,<=5s vs <=5s,2028
njtaiI8j,73,1-0,White,<=5s vs 15-20s,2172
fKCnajbj,48,0-1,Black,<=5s vs 5-10s,1358
y9ZscvGr,82,0-1,Black,<=5s vs 10-15s,2154
llTPDLUn,51,1-0,White,<=5s vs 15-20s,733
mNCFofC3,115,0-1,White,<=5s vs <=5s,2360
A8WbRUUc,64,1-0,Black,<=5s vs <=5s,1265
Xbbmqzmv,100,0-1,Black,<=5s vs 15-20s,2301
11UONgHy,47,1-0,White,<=5s vs <=5s,781
ZskeaXwD,54,0-1,Black,<=5s vs 10-15s,1291
5Ed3b7II,60,0-1,Black,<=5s vs 10-15s,1595
6Wuf6JMM,83,1-0,White,<=5s vs 10-15s,2111
60jaXVVx,67,0-1,White,<=5s vs 5-10s,1857
hsC2i5ii,159,1-0,White,<=5s vs 15-20s,2561
uEWUKDac,101,1-0,White,<=5s vs 5-10s,2385
44MV9IDk,132,1-0,Black,<=5s vs <=5s,2189
KM4kK9g8,88,0-1,Black,<=5s vs 10-15s,1916
PCYq4xyB,48,0-1,Black,<=5s vs 5-10s,1216
0po8FlUu,64,0-1,Black,<=5s vs 15-20s,1719
zSY15O88,52,0-1,Black,<=5s vs 15-20s,1551
j3f5HAcV,83,1-0,White,<=5s vs 10-15s,1652
cnkIQOdw,86,0-1,Black,<=5s vs 15-20s,2482
287gwrv6,115,0-1,White,<=5s vs <=5s,2507
Bw843sxU,70,0-1,Black,<=5s vs <=5s,1551
aa6mfbbk,74,0-1,Black,<=5s vs 15-20s,1270
osJ7DDIM,60,0-1,Black,<=5s vs 15-20s,2050
Nu5vSvGw,87,1-0,White,<=5s vs 15-20s,2566
Ac5e2H3u,49,1-0,White,<=5s vs 15-20s,1174
1SwXzOk1,43,1-0,White,<=5s vs 10-15s,1454
r5nQAqTV,36,0-1,Black,<=5s vs 5-10s,843
GwE4cLGy,108,0-1,Black,<=5s vs 10-15s,2127
aXXkW4ZY,64,0-1,Black,<=5s vs 15-20s,1892
KApZJKVT,127,1/2-1/2,White,<=5s vs <=5s,2106
SA4jE2w6,136,0-1,Black,<=5s vs 10-15s,2890
2Jobo7S3,79,1-0,White,<=5s vs 15-20s,2328
RxTNCt7l,64,0-1,Black,<=5s vs 5-10s,1913
AZIptuxn,77,1-0,White,<=5s vs 15-20s,2496
2SuIJPAj,69,0-1,White,<=5s vs <=5s,1336
8IT3BFrQ,38,0-1,Black,<=5s vs 15-20s,872
b15VFXb1,94,0-1,Black,<=5s vs 10-15s,1873
MthZAh7L,84,1/2-1/2,Black,<=5s vs 5-10s,2090
Qn7y3jAr,52,0-1,Black,<=5s vs <=5s,1375
R7f3t4uR,44,0-1,Black,<=5s vs 5-10s,830
kceyLrCy,71,1/2-1/2,White,<=5s vs 15-20s,1426
onZejo76,53,1-0,White,<=5s vs 10-15s,1011
09Ramgih,93,1-0,White,<=5s vs 5-10s,2170
Nt32DOfl,114,0-1,Black,<=5s vs 10-15s,2383
7Po97JT7,94,1/2-1/2,Black,<=5s vs 5-10s,2166
nnzoWQx6,99,1-0,White,<=5s vs 15-20s,2863
ii5I39ie,120,0-1,Black,<=5s vs 15-20s,1865
C30QYJjH,105,1-0,White,<=5s vs <=5s,1751
E4kQiqVP,50,0-1,Black,<=5s vs 15-20s,1339
gVOwfpud,70,0-1,Black,<=5s vs <=5s,1890
sAGnvqYW,60,0-1,Black,<=5s vs 10-15s,710
0FvoNq1R,58,0-1,Black,<=5s vs 10-15s,1377
wqZKuCIB,65,1-0,White,<=5s vs 10-15s,1401
t1JJd00C,143,1/2-1/2,White,<=5s vs 5-10s,1414
CCthA9Uw,65,1-0,White,<=5s vs 5-10s,1451
OIQECO8y,67,1-0,White,<=5s vs 5-10s,2112
BnKStlqV,82,0-1,Black,<=5s vs 10-15s,1940
OBG3FrSf,86,0-1,Black,<=5s vs 5-10s,2370
3G8EPkEZ,66,1-0,Black,<=5s vs <=5s,1726
ekIQTe7l,86,0-1,Black,<=5s vs 15-20s,2604
U6YuChxr,45,1-0,White,<=5s vs 5-10s,625
RwX0rC0L,62,1-0,Black,<=5s vs <=5s,1915
7s4Qq8Oa,91,1-0,White,<=5s vs <=5s,1937
GrqCSuu2,43,1-0,White,<=5s vs 10-15s,1094
ejTd0wAV,65,1-0,White,<=5s vs 15-20s,1229
wupPxl27,44,0-1,Black,<=5s vs 15-20s,1517
cKSp6dLy,53,1-0,White,<=5s vs 10-15s,1122
FyW1YzyE,69,1-0,White,<=5s vs 5-10s,1907
KNtrd6hL,74,0-1,Black,<=5s vs <=5s,1371
DHc0GjMt,111,1-0,White,<=5s vs 5-10s,2279
yVvxL4nr,50,0-1,Black,<=5s vs 15-20s,1480
1mjDgIym,92,0-1,Black,<=5s vs 15-20s,2621
jUyg4G98,97,1-0,White,<=5s vs 5-10s,1543
pajkvAan,72,0-1,Black,<=5s vs 10-15s,2345
CG27fLQC,65,1-0,White,<=5s vs 10-15s,1620
kRCR5kyR,127,1-0,White,<=5s vs 10-15s,2224
tfDwWtee,104,0-1,Black,<=5s vs 15-20s,2264
5jrM93Ll,125,1/2-1/2,White,<=5s vs 5-10s,2535
EYYGbQ43,74,1-0,Black,<=5s vs 10-15s,2153
cZYC2t5u,63,1-0,White,<=5s vs 15-20s,1797
ZJLGa5RR,101,1/2-1/2,White,<=5s vs 15-20s,2612
0TGEwpm7,85,1-0,White,<=5s vs 15-20s,2651
1CaW9vD2,55,1-0,White,<=5s vs 10-15s,936
FxzILuyU,40,0-1,Black,<=5s vs 10-15s,1033
3QC5ZP8L,73,1-0,White,<=5s vs 10-15s,1785
RdxDQ3HS,68,0-1,Black,<=5s vs 15-20s,1931
Q59ONXsa,60,0-1,Black,<=5s vs 15-20s,2068
ejidkhfY,73,1-0,White,<=5s vs 5-10s,1304
FQ6WI2re,43,1-0,White,<=5s vs 5-10s,1739
rAMJZI1R,59,0-1,White,<=5s vs 10-15s,1822
kZ3fAkVE,127,1-0,White,<=5s vs 15-20s,2602
MvrHAZPq,91,1-0,White,<=5s vs <=5s,1922
adcTkXh2,91,1-0,White,<=5s vs 5-10s,1764
A42i4ANA,62,0-1,Black,<=5s vs 10-15s,1790
HddcLPws,74,0-1,Black,<=5s vs 10-15s,1288
IjVrxAdB,72,0-1,Black,<=5s vs <=5s,1290
6SqGWOWf,53,1-0,White,<=5s vs 15-20s,1116
JeWzmbMU,71,1-0,White,<=5s vs 15-20s,1985
krWsDn60,59,1-0,White,<=5s vs <=5s,1612
3JvV7Wif,79,1-0,White,<=5s vs <=5s,2546
411R7TQL,68,0-1,Black,<=5s vs 15-20s,1718
05odryJx,61,0-1,White,<=5s vs 15-20s,1427
pEVLX9kK,53,1-0,White,<=5s vs 15-20s,2050
OasRdW2f,80,0-1,Black,<=5s vs <=5s,2265
4BZGqB7i,70,1/2-1/2,Black,<=5s vs 15-20s,1705
rMgon91N,44,0-1,Black,<=5s vs 15-20s,841
cxeySPwJ,109,1-0,White,<=5s vs 15-20s,2258
C1Yv1mlL,66,1-0,Black,<=5s vs 5-10s,1736
WRvNrTca,77,1-0,White,<=5s vs 10-15s,1930
3oQCBbFo,130,1/2-1/2,Black,<=5s vs 10-15s,2047
62YE7PD0,75,1-0,White,<=5s vs 15-20s,2005
QlHVhP07,82,0-1,Black,<=5s vs 5-10s,2077
vf88Gkya,77,0-1,White,<=5s vs 10-15s,2089
3wOnGcgj,101,1-0,White,<=5s vs 10-15s,2464
f13JmlWq,121,0-1,White,<=5s vs 10-15s,2313
2zbywb5c,69,0-1,White,<=5s vs <=5s,2272
UJ5FYQHr,79,1-0,White,<=5s vs 10-15s,2083
7GFjU2Wh,54,0-1,Black,<=5s vs 10-15s,1503
1Ff2RTeV,92,1-0,Black,<=5s vs <=5s,1739
sph5shMx,74,0-1,Black,<=5s vs 10-15s,1656
2SSByKkK,70,1-0,Black,<=5s vs 5-10s,1834
Kque4j7S,74,0-1,Black,<=5s vs <=5s,1870
wfdxJQLM,78,0-1,Black,<=5s vs 10-15s,1678
MnvNItuI,105,1-0,White,<=5s vs 15-20s,2441
1luLaB7P,61,1-0,White,<=5s vs 15-20s,1686
NZR35HCm,57,1-0,White,<=5s vs 10-15s,1226
3N2OFc6U,92,0-1,Black,<=5s vs <=5s,2591
F4bU38BJ,95,1/2-1/2,White,<=5s vs 15-20s,1903
HWGgNSFd,53,1-0,White,<=5s vs 15-20s,1738
34R9w8ux,117,1-0,White,<=5s vs 10-15s,2036
DIpa5SjN,78,0-1,Black,<=5s vs 5-10s,1753
FFOvTzW3,87,1-0,White,<=5s vs 5-10s,1631
P1eMpC3O,68,1-0,Black,<=5s vs 5-10s,1802
N51JFcRY,55,1-0,White,<=5s vs 15-20s,1537
DdRRpTr5,77,0-1,White,<=5s vs 5-10s,2028
L09U07qT,88,0-1,Black,<=5s vs 5-10s,1845
e1PF06JF,74,0-1,Black,<=5s vs 15-20s,1895
VeIho98q,55,1-0,White,<=5s vs 10-15s,1098
nTSRYcPi,101,0-1,White,<=5s vs 5-10s,2264
SRPTjsgN,62,0-1,Black,<=5s vs 5-10s,1792
P6p8lJQS,40,0-1,Black,<=5s vs 15-20s,897
RCoE3DgX,84,0-1,Black,<=5s vs 10-15s,1845
d3dXA3Mo,48,0-1,Black,<=5s vs 15-20s,1581
Wa8ntm0h,95,1-0,White,<=5s vs 15-20s,2315
ANsJ7Uab,139,1-0,White,<=5s vs 5-10s,1959
h8HCTikV,76,1-0,Black,<=5s vs <=5s,1688
qUGeCETj,73,1-0,White,<=5s vs 10-15s,1765
OLzl3hrX,102,0-1,Black,<=5s vs 15-20s,2347
zU0cYH5F,84,0-1,Black,<=5s vs 15-20s,1615
ZczXDZwX,51,0-1,White,<=5s vs 5-10s,1374
sB6lnPsI,91,0-1,White,<=5s vs <=5s,2654
UxcZWqdh,54,0-1,Black,<=5s vs 15-20s,1029
5rAVCLCt,78,0-1,Black,<=5s vs 5-10s,2243
TgfTRDIb,75,1-0,White,<=5s vs 10-15s,2438
