lichess_id,ply,result,player,time_scramble_bracket,player_elo
GvfI6sMv,78,0-1,Black,<=5s vs 15-20s,1662
etFwDSrp,64,0-1,Black,<=5s vs 15-20s,1823
Org6FXbz,74,1-0,Black,<=5s vs <=5s,1467
sINsfyOd,41,1-0,White,<=5s vs <=5s,969
QC3YktiW,61,1-0,White,<=5s vs 5-10s,1470
1ydCh7kO,92,1-0,Black,<=5s vs 5-10s,2408
ZlwZAdPS,54,0-1,Black,<=5s vs 10-15s,1623
4EHZpEQo,113,0-1,White,<=5s vs 5-10s,1900
HEHUAJj3,66,0-1,Black,<=5s vs 5-10s,2061
4iN391bz,52,0-1,Black,<=5s vs 5-10s,1015
5FCW8Rbg,75,1-0,White,<=5s vs 15-20s,2066
k5Z7oZGj,98,0-1,Black,<=5s vs 10-15s,2060
DGJnolDI,76,0-1,Black,<=5s vs 15-20s,1988
FyXA9Lcg,71,1-0,White,<=5s vs 5-10s,1935
3gX1VX4k,37,1-0,White,<=5s vs 15-20s,963
Ae3Nb5JY,57,1-0,White,<=5s vs 5-10s,1444
kn5xYx4H,78,0-1,Black,<=5s vs 5-10s,2291
XEtemw8m,68,0-1,Black,<=5s vs 10-15s,1631
eIRrHiRH,74,0-1,Black,<=5s vs 10-15s,1681
e4LOy3Hf,79,0-1,White,<=5s vs 5-10s,1318
PR09jAfZ,49,1-0,White,<=5s vs 15-20s,1821
2VDoJQsV,102,0-1,Black,<=5s vs 15-20s,1887
QudWq9v4,88,0-1,Black,<=5s vs 10-15s,2335
IUXFXEu5,81,1-0,White,<=5s vs 10-15s,2116
RWql57Y1,76,0-1,Black,<=5s vs 15-20s,2325
SrXQI9u7,71,1-0,White,<=5s vs <=5s,1589
a4LGjua1,72,0-1,Black,<=5s vs 5-10s,1723
LWTR2HHg,65,1-0,White,<=5s vs 5-10s,1294
HM2meq79,62,0-1,Black,<=5s vs 5-10s,1656
65GFAIS2,75,1-0,White,<=5s vs 15-20s,2513
xXhVJTl2,111,1-0,White,<=5s vs 15-20s,2273
0AmGGgwi,70,0-1,Black,<=5s vs 15-20s,1263
DS6uJB8A,95,1-0,White,<=5s vs 10-15s,2522
SC2HJCxx,69,0-1,White,<=5s vs 5-10s,1484
Wjlm2Ge1,71,1-0,White,<=5s vs 5-10s,2197
DBb6aukl,47,1-0,White,<=5s vs 15-20s,1595
8x8wnt3W,69,1-0,White,<=5s vs 15-20s,2194
mDdy1cJw,147,1/2-1/2,White,<=5s vs 5-10s,2374
SvqIF8Vf,77,1-0,White,<=5s vs 5-10s,1481
FAUICwQF,81,1-0,White,<=5s vs 10-15s,2043
vZl3gKnO,54,0-1,Black,<=5s vs 15-20s,1812
varUkzDL,82,0-1,Black,<=5s vs 5-10s,1993
lIbhDlrm,44,0-1,Black,<=5s vs 5-10s,1704
VkVHc2F7,39,1-0,White,<=5s vs 5-10s,864
7w7hTxaJ,41,0-1,White,<=5s vs 5-10s,846
X1TPmxyn,116,1/2-1/2,Black,<=5s vs 10-15s,2390
Gqe5xazZ,56,0-1,Black,<=5s vs 5-10s,1568
azAChcN6,76,1-0,Black,<=5s vs 5-10s,1432
QOyDzg5w,40,0-1,Black,<=5s vs 15-20s,1271
tgJ2wdv8,67,1-0,White,<=5s vs 10-15s,1362
XgCpHeay,67,0-1,White,<=5s vs 5-10s,1564
GPC9hlqx,80,0-1,Black,<=5s vs 10-15s,2328
AxHDsHtp,62,0-1,Black,<=5s vs 15-20s,1912
OjmO5msN,60,1-0,Black,<=5s vs <=5s,1972
7QlMLtp8,98,0-1,Black,<=5s vs 10-15s,1347
dcctRA9k,75,1-0,White,<=5s vs 10-15s,1682
c3MzLFmf,101,1-0,White,<=5s vs 15-20s,2046
cuKqBtMb,68,0-1,Black,<=5s vs 10-15s,1773
BXBL9hcy,45,1-0,White,<=5s vs 5-10s,779
PD8XOC4B,101,1-0,White,<=5s vs 15-20s,2269
uavgIytz,75,1-0,White,<=5s vs 15-20s,1672
kCFAp0Ak,47,1-0,White,<=5s vs 5-10s,1147
KJWT4U9t,82,0-1,Black,<=5s vs 10-15s,2300
rRau95e6,126,1-0,Black,<=5s vs 5-10s,2230
hYTogmg1,79,1-0,White,<=5s vs 10-15s,2507
6J4ZP8NZ,105,0-1,White,<=5s vs <=5s,2369
o8CQltMx,60,0-1,Black,<=5s vs 5-10s,2255
RQVeHiKb,132,0-1,Black,<=5s vs 5-10s,2060
aZ68ZuVv,27,1-0,White,<=5s vs 5-10s,884
1EDfmTtX,78,1-0,Black,<=5s vs 5-10s,2103
U0kbbTv3,57,1-0,White,<=5s vs 15-20s,1780
CLJqt7Ua,46,1-0,Black,<=5s vs 5-10s,915
Tw7ZBih0,54,0-1,Black,<=5s vs 15-20s,1635
TOmFKGF9,101,1-0,White,<=5s vs 5-10s,2347
9DKJqXye,69,1-0,White,<=5s vs 15-20s,1540
bjjBlJ0v,71,1/2-1/2,White,<=5s vs 15-20s,1768
1hXv8d97,62,0-1,Black,<=5s vs 15-20s,1119
Oa9LIbb8,118,0-1,Black,<=5s vs 15-20s,2176
HavAXqdr,95,1-0,White,<=5s vs 10-15s,2124
OHH9xtvk,95,1-0,White,<=5s vs 15-20s,2217
Eh9hGC9f,116,1-0,Black,<=5s vs <=5s,2048
YYOZvXHG,57,1-0,White,<=5s vs 15-20s,1330
13fARl53,62,0-1,Black,<=5s vs 5-10s,2370
4aN0DMr2,44,1-0,Black,<=5s vs <=5s,1194
Mcn6QMrZ,83,1-0,White,<=5s vs 5-10s,1688
lZ79iGSP,48,0-1,Black,<=5s vs 15-20s,2373
9n6nDDzB,106,0-1,Black,<=5s vs 15-20s,2231
f5LYnlUP,73,1-0,White,<=5s vs 10-15s,1920
ybquDd7o,72,0-1,Black,<=5s vs 10-15s,1170
0kIcSpBR,123,1-0,White,<=5s vs 15-20s,2037
LV5UtWKu,65,1-0,White,<=5s vs 10-15s,2265
yI6WrHaN,74,0-1,Black,<=5s vs 10-15s,1602
S7OKYJBk,67,1-0,White,<=5s vs 15-20s,1750
NufQ549r,83,1-0,White,<=5s vs 15-20s,1861
R894QfTY,39,1-0,White,<=5s vs 15-20s,1197
CtTa49wg,69,0-1,White,<=5s vs <=5s,1244
T2Z591Hz,75,1-0,White,<=5s vs 10-15s,1191
0XpCoJXE,73,1-0,White,<=5s vs 10-15s,2200
MD4Xg1Ac,112,0-1,Black,<=5s vs 10-15s,1963
dy5ir4rW,58,0-1,Black,<=5s vs 10-15s,1666
9pXfSBnk,81,1-0,White,<=5s vs 5-10s,1808
8MfVvclP,45,1-0,White,<=5s vs 15-20s,1626
CarWk8cn,62,0-1,Black,<=5s vs 5-10s,1761
vTc6omaD,71,1-0,White,<=5s vs 10-15s,1309
CuTRDbE5,80,0-1,Black,<=5s vs <=5s,1833
u3t1ZATK,61,1-0,White,<=5s vs 15-20s,1541
w1tlmfHL,97,1-0,White,<=5s vs 15-20s,1623
zBl2gvac,61,1-0,White,<=5s vs 10-15s,2181
GLshWxAz,56,0-1,Black,<=5s vs 5-10s,1470
zd6pCot5,65,1-0,White,<=5s vs 15-20s,2492
TlwPXW9e,87,1-0,White,<=5s vs <=5s,1994
pfefKfVd,70,0-1,Black,<=5s vs 5-10s,1825
RRTA3Ksh,79,1-0,White,<=5s vs 15-20s,1609
qwWXCZgd,59,1-0,White,<=5s vs 15-20s,1387
5HOGsYKt,74,0-1,Black,<=5s vs 10-15s,2106
Y5twRxq5,46,0-1,Black,<=5s vs 5-10s,1339
XMvft4Fg,49,1-0,White,<=5s vs 15-20s,1817
9ELaACYy,63,1-0,White,<=5s vs 10-15s,1503
WVFhFBCX,67,1-0,White,<=5s vs <=5s,2065
BlXTdujn,66,0-1,Black,<=5s vs 5-10s,2056
UIN5hOhN,127,0-1,White,<=5s vs 5-10s,2074
1U2QahbM,69,1-0,White,<=5s vs 15-20s,2198
49oLYWmg,95,0-1,White,<=5s vs <=5s,2667
BNDCeFyO,80,0-1,Black,<=5s vs 15-20s,2345
guLDiCtd,71,1-0,White,<=5s vs 10-15s,1530
Lyn3V6H9,117,0-1,White,<=5s vs <=5s,2516
HErp8PGq,54,0-1,Black,<=5s vs 10-15s,1473
1VD1qxfM,92,1/2-1/2,Black,<=5s vs 5-10s,2024
apQxe6eK,58,0-1,Black,<=5s vs 5-10s,1861
TpqjzMH2,53,1-0,White,<=5s vs 5-10s,1305
ewCXTKJn,65,1-0,White,<=5s vs 5-10s,1974
0BGLem3i,84,0-1,Black,<=5s vs <=5s,2772
iFQe2MdL,44,0-1,Black,<=5s vs 10-15s,1226
vVo2GJl5,104,0-1,Black,<=5s vs <=5s,2371
NkxWhtZ2,81,0-1,White,<=5s vs <=5s,1823
90jBZwDx,123,1-0,White,<=5s vs 5-10s,2685
54rjp8Rg,104,0-1,Black,<=5s vs 5-10s,2436
LYYDrkY2,40,0-1,Black,<=5s vs 10-15s,841
DZ2sPhph,60,0-1,Black,<=5s vs 5-10s,1588
YbpzUEtg,54,0-1,Black,<=5s vs 10-15s,1555
PWmGbgjW,60,0-1,Black,<=5s vs 15-20s,1831
WOskUcSU,68,0-1,Black,<=5s vs 10-15s,1627
Cx7kodo6,75,0-1,White,<=5s vs 5-10s,1578
EIxJ7rVi,49,1-0,White,<=5s vs 15-20s,2259
65DvRCTt,106,0-1,Black,<=5s vs 15-20s,2420
uQFPG4Rv,110,1/2-1/2,Black,<=5s vs 10-15s,2402
aDOL9JhT,124,0-1,Black,<=5s vs <=5s,2012
tC5DXGJE,95,1/2-1/2,White,<=5s vs 5-10s,2210
1wo2JVj2,144,0-1,Black,<=5s vs 5-10s,2668
wEMWLXet,73,1-0,White,<=5s vs 5-10s,2104
ohxc9QFh,52,0-1,Black,<=5s vs 10-15s,1255
IaDqjVlv,66,1-0,Black,<=5s vs 10-15s,2271
3MEzEFlP,30,0-1,Black,<=5s vs 10-15s,606
1R4ImXH6,73,0-1,White,<=5s vs 5-10s,1057
JAAdBBsy,67,1-0,White,<=5s vs 10-15s,2160
08jIntYU,88,0-1,Black,<=5s vs 10-15s,2557
0Nhjy51n,104,0-1,Black,<=5s vs 5-10s,2248
VOKMtAwL,84,0-1,Black,<=5s vs <=5s,1984
23wgLzMQ,90,0-1,Black,<=5s vs 5-10s,2150
Nl4MRJoO,78,0-1,Black,<=5s vs 5-10s,1921
pnmLigIE,59,1-0,White,<=5s vs 15-20s,1127
DxL565xD,71,0-1,White,<=5s vs <=5s,2196
rfdEwKO6,61,0-1,White,<=5s vs <=5s,1509
SDrKhsrh,119,1/2-1/2,White,<=5s vs 15-20s,2323
T6l8H0FY,108,1/2-1/2,Black,<=5s vs 5-10s,2369
TD7YhJSN,65,1-0,White,<=5s vs 15-20s,2299
IOH2mTJE,115,1-0,White,<=5s vs 5-10s,2416
M0EKnVcX,87,1-0,White,<=5s vs 5-10s,2375
k4ZA2RzO,43,1-0,White,<=5s vs 15-20s,1486
1KxFiWOK,49,1-0,White,<=5s vs 10-15s,2610
HJX1veLk,99,0-1,White,<=5s vs 10-15s,2314
1XcnmW1y,61,1-0,White,<=5s vs 15-20s,1557
4u8nofc5,45,0-1,White,<=5s vs 5-10s,1033
LPsm5EfJ,66,0-1,Black,<=5s vs 5-10s,1310
QazLe5Ao,47,1-0,White,<=5s vs 10-15s,1294
ZfT5VhGj,70,0-1,Black,<=5s vs 10-15s,1617
7Wxoy0xa,89,1-0,White,<=5s vs 5-10s,2454
JOsAsX3g,75,1-0,White,<=5s vs <=5s,1784
exBGlNmi,101,1-0,White,<=5s vs 10-15s,1591
UJ3LFxV3,72,0-1,Black,<=5s vs 15-20s,2073
YtPQnnyt,53,0-1,White,<=5s vs 15-20s,1377
fxK0LSMX,75,1-0,White,<=5s vs 5-10s,1531
Fg8oZ59C,64,0-1,Black,<=5s vs 5-10s,1939
1Vdmx7QU,62,0-1,Black,<=5s vs 15-20s,1340
FQUzpyFV,103,1/2-1/2,White,<=5s vs 15-20s,1867
x5yzbzJy,64,0-1,Black,<=5s vs 10-15s,1945
mVT3xpyq,53,1-0,White,<=5s vs 15-20s,1798
KUU9F9YP,78,0-1,Black,<=5s vs 10-15s,2289
ZjErxFUA,55,1-0,White,<=5s vs 10-15s,1365
t4fuiMlG,117,1-0,White,<=5s vs 15-20s,2055
Q0SEUKAB,125,1/2-1/2,White,<=5s vs 10-15s,2189
7eaYgH1y,108,0-1,Black,<=5s vs 15-20s,2319
sRbaKuFq,60,0-1,Black,<=5s vs 10-15s,1174
GozOXDGi,69,1-0,White,<=5s vs 15-20s,2471
InraUEAe,108,1-0,Black,<=5s vs 5-10s,2545
OkjJvh1Y,80,0-1,Black,<=5s vs 10-15s,2257
eEefgfV2,58,0-1,Black,<=5s vs 15-20s,1080
FCqSeBGx,111,0-1,White,<=5s vs 15-20s,1580
IB2TUl4K,79,1-0,White,<=5s vs 15-20s,2261
j9KAmVYM,48,0-1,Black,<=5s vs 15-20s,1507
SFXVXifB,125,1/2-1/2,White,<=5s vs 10-15s,1675
IakHsT0n,53,0-1,White,<=5s vs 5-10s,1005
SibpRqB6,83,1-0,White,<=5s vs 5-10s,1651
rf5k5Hgx,79,1-0,White,<=5s vs 10-15s,1843
ZPsI5bpw,71,1-0,White,<=5s vs 10-15s,1659
KwCJRWqI,55,1-0,White,<=5s vs 15-20s,955
567JXbMb,105,1-0,White,<=5s vs 5-10s,2220
CK5s1mWQ,50,0-1,Black,<=5s vs 5-10s,1062
9XOwqk4R,76,1/2-1/2,Black,<=5s vs 10-15s,2312
AvzrKJFZ,109,1-0,White,<=5s vs 10-15s,1683
2yTbpGBH,51,1-0,White,<=5s vs 15-20s,1319
2q5Os7YP,78,0-1,Black,<=5s vs 5-10s,2359
mAlYZUUS,75,1-0,White,<=5s vs 10-15s,2001
xzxFPyvi,66,0-1,Black,<=5s vs <=5s,953
qRJQZDhv,58,0-1,Black,<=5s vs 10-15s,1309
d5kr3PIE,107,1-0,White,<=5s vs 5-10s,2610
9G8xp3Wo,93,1/2-1/2,White,<=5s vs 5-10s,2700
tCbEzvUo,68,0-1,Black,<=5s vs 10-15s,1712
YAdKcCWQ,95,0-1,White,<=5s vs 5-10s,2155
UYhcFOce,67,1-0,White,<=5s vs 10-15s,2009
JgLXkJaG,45,1-0,White,<=5s vs 15-20s,2224
6NIlSddL,61,1-0,White,<=5s vs 10-15s,1419
6lzpuT0h,91,1/2-1/2,White,<=5s vs 10-15s,1939
MYZcr3wq,50,0-1,Black,<=5s vs 15-20s,1193
Zh4Z2ZIN,101,1-0,White,<=5s vs 5-10s,2110
eoTnBGtq,47,1-0,White,<=5s vs 10-15s,1074
3SwmOx9h,55,1-0,White,<=5s vs 5-10s,1400
Lsj67lqt,77,1-0,White,<=5s vs 5-10s,1280
UOOcfMAY,82,0-1,Black,<=5s vs 10-15s,1257
4hKfzS2E,60,0-1,Black,<=5s vs 10-15s,2357
Gq0HdNlj,77,1-0,White,<=5s vs 10-15s,1300
0EHmLk4G,108,0-1,Black,<=5s vs <=5s,2082
a1H8NGKg,102,1-0,Black,<=5s vs 5-10s,2387
j8asS69x,81,1-0,White,<=5s vs 5-10s,1921
lVo5xFlO,76,0-1,Black,<=5s vs 10-15s,1327
zgvpY1uu,68,0-1,Black,<=5s vs 5-10s,1889
BcW2TCfk,149,0-1,White,<=5s vs <=5s,1980
0J5RLWx8,103,0-1,White,<=5s vs 5-10s,1756
2HzK1HUJ,63,1-0,White,<=5s vs 15-20s,2012
2JGlng2N,87,1-0,White,<=5s vs 15-20s,2290
aAnsJlFi,121,1-0,White,<=5s vs 10-15s,1822
swVkbJRR,62,0-1,Black,<=5s vs 5-10s,2522
bJQcKsIy,64,1-0,Black,<=5s vs <=5s,1321
VR1wa4Rf,110,0-1,Black,<=5s vs 5-10s,2382
GeCBzKZh,63,1-0,White,<=5s vs <=5s,1994
yI7zM19F,73,1-0,White,<=5s vs 15-20s,1548
tmoM11xs,44,0-1,Black,<=5s vs 5-10s,1752
YaFlW5mH,79,0-1,White,<=5s vs <=5s,2504
Tk31thW6,88,0-1,Black,<=5s vs <=5s,2356
4LbRuHRv,111,0-1,White,<=5s vs <=5s,1929
L2dTcHTd,107,1-0,White,<=5s vs 10-15s,2410
TlIC1ATf,52,0-1,Black,<=5s vs 10-15s,1034
A9eQLTUW,66,0-1,Black,<=5s vs 15-20s,2210
NUWEAzp4,73,1-0,White,<=5s vs 5-10s,1575
YBRYWwp2,59,1-0,White,<=5s vs 15-20s,1183
hNWmEobB,58,0-1,Black,<=5s vs <=5s,1315
Ksg7MX0g,86,0-1,Black,<=5s vs 5-10s,2064
ZLxnvryH,83,1-0,White,<=5s vs 5-10s,1900
057Qo9qj,85,1-0,White,<=5s vs 5-10s,2703
dd8vyQqH,54,0-1,Black,<=5s vs 15-20s,1394
eNLiX7LT,83,0-1,White,<=5s vs 5-10s,2039
UDrp1oOF,60,0-1,Black,<=5s vs 15-20s,1909
mIwnRIbK,69,0-1,White,<=5s vs <=5s,2898
ZAuC6isy,65,1-0,White,<=5s vs 5-10s,1217
LLjHCVnJ,72,0-1,Black,<=5s vs 15-20s,2227
G9yI0cRi,80,1-0,Black,<=5s vs <=5s,1769
ZdrnpBqe,68,1-0,Black,<=5s vs <=5s,1770
GhZpj40K,62,0-1,Black,<=5s vs <=5s,1298
3FmBcc0i,96,0-1,Black,<=5s vs 10-15s,1454
MkNfwwSV,76,0-1,Black,<=5s vs 5-10s,1702
u56fav4O,66,0-1,Black,<=5s vs 5-10s,1990
870hrU3b,113,1-0,White,<=5s vs 15-20s,2330
Xsyad2m0,72,0-1,Black,<=5s vs 10-15s,1814
E6ibfARC,52,0-1,Black,<=5s vs 15-20s,1839
hFNZFSSP,79,1-0,White,<=5s vs 5-10s,1707
rYZaGp8c,34,0-1,Black,<=5s vs 15-20s,940
y4qk6sri,65,1-0,White,<=5s vs 5-10s,893
zReqZHft,61,1-0,White,<=5s vs 10-15s,1809
hlxYAApo,43,1-0,White,<=5s vs 15-20s,993
212z0Lox,57,1-0,White,<=5s vs 5-10s,2157
TuRpS5sf,70,0-1,Black,<=5s vs 5-10s,2564
0FyrRxMa,63,1-0,White,<=5s vs 5-10s,2005
iQXLzmNI,90,1/2-1/2,Black,<=5s vs 5-10s,833
YNEyQl83,118,1-0,Black,<=5s vs 5-10s,2401
uzAbs30V,43,1-0,White,<=5s vs 5-10s,1030
nDNs8vbA,88,1-0,Black,<=5s vs 5-10s,2798
p0e2259z,55,0-1,White,<=5s vs 15-20s,2137
GplmDmK4,55,1-0,White,<=5s vs 15-20s,1454
9SombVr2,65,1-0,White,<=5s vs 15-20s,1518
U35qnRpY,50,0-1,Black,<=5s vs <=5s,1160
Ok6YYkV4,95,1-0,White,<=5s vs 15-20s,2599
xFPdaqJq,46,1-0,Black,<=5s vs 15-20s,1595
h7W1rS3Q,44,0-1,Black,<=5s vs 15-20s,1414
7MmzZZu8,38,0-1,Black,<=5s vs 10-15s,840
Gn9a4rhq,64,0-1,Black,<=5s vs 15-20s,2199
CoIcQ2QN,78,0-1,Black,<=5s vs 15-20s,1653
13phpdA2,95,0-1,White,<=5s vs 5-10s,2131
6YjhgTTQ,72,0-1,Black,<=5s vs 5-10s,2122
DTXOvXaV,39,1-0,White,<=5s vs 15-20s,1439
joe2iOqR,50,0-1,Black,<=5s vs 5-10s,1649
NCzHTnqi,118,1-0,Black,<=5s vs 5-10s,2040
g7Ct4lOh,72,0-1,Black,<=5s vs 10-15s,1760
IilEwzmr,194,1/2-1/2,Black,<=5s vs 5-10s,2873
OBYqUWS0,59,1-0,White,<=5s vs 10-15s,2070
4lLwohfG,37,1-0,White,<=5s vs 15-20s,1139
AeIzYEWH,79,0-1,White,<=5s vs <=5s,2214
0GnGTIbk,38,1-0,Black,<=5s vs 10-15s,1462
Mzm3Qits,90,0-1,Black,<=5s vs 5-10s,2416
OJopmrtU,89,1/2-1/2,White,<=5s vs 10-15s,1252
MFHL8pAi,114,0-1,Black,<=5s vs 5-10s,1581
XuSRqXa2,64,0-1,Black,<=5s vs 10-15s,2393
SkZofKok,43,1-0,White,<=5s vs 15-20s,2796
7blLKt7G,67,1-0,White,<=5s vs 5-10s,2173
hG539Gb5,79,1-0,White,<=5s vs 10-15s,1912
lmgNONUB,55,1-0,White,<=5s vs 10-15s,1351
ovxXalql,60,0-1,Black,<=5s vs 10-15s,1597
MGjkBSJL,49,1-0,White,<=5s vs 15-20s,1623
618OoC2F,71,1-0,White,<=5s vs 10-15s,1634
5GpcRzkP,64,1-0,Black,<=5s vs <=5s,1905
KKHYSrWA,65,1-0,White,<=5s vs 5-10s,1726
ZRVN7J2I,65,0-1,White,<=5s vs 15-20s,1247
dXCo4dJv,80,0-1,Black,<=5s vs 5-10s,1281
pY1s2JAS,121,1/2-1/2,White,<=5s vs 5-10s,2164
acrmoQxJ,49,0-1,White,<=5s vs 5-10s,800
a2WJq969,43,0-1,White,<=5s vs 5-10s,1246
CAGoRwRQ,60,0-1,Black,<=5s vs 10-15s,1371
OwhKfBtA,57,1-0,White,<=5s vs 10-15s,1486
6B8oqrjy,63,0-1,White,<=5s vs 5-10s,2210
R7PncNTt,69,1-0,White,<=5s vs 5-10s,2165
t1dOUnVz,68,1-0,Black,<=5s vs <=5s,1952
T8Glv2s4,70,0-1,Black,<=5s vs 15-20s,1529
kEGf1OzM,67,1-0,White,<=5s vs 5-10s,1732
3ueFCNby,73,0-1,White,<=5s vs 10-15s,2057
tFA2C5qx,62,0-1,Black,<=5s vs 5-10s,2217
wOMcRTy3,78,0-1,Black,<=5s vs 5-10s,1660
T2jQ8dqr,86,0-1,Black,<=5s vs 5-10s,1953
1iq2Fwcl,74,1-0,Black,<=5s vs 5-10s,2071
yJNhRBn3,82,0-1,Black,<=5s vs 15-20s,1579
FH6dQiVY,58,0-1,Black,<=5s vs 15-20s,1961
ChH59HIq,115,1-0,White,<=5s vs 15-20s,2054
aa3Dm6b2,56,1/2-1/2,Black,<=5s vs 10-15s,2640
LPlCtWvj,76,0-1,Black,<=5s vs 5-10s,1983
6eBEAXaW,60,0-1,Black,<=5s vs 5-10s,1628
ysSrZUjy,64,0-1,Black,<=5s vs 5-10s,1754
ddak0nRB,64,0-1,Black,<=5s vs 15-20s,2082
OcNISvSg,75,1-0,White,<=5s vs 10-15s,2194
PzOc00rm,76,0-1,Black,<=5s vs 15-20s,2518
dGh8j12i,42,0-1,Black,<=5s vs 5-10s,611
NTH1ds6z,66,0-1,Black,<=5s vs 5-10s,1450
9XKmArnz,115,1-0,White,<=5s vs 10-15s,2438
lgvoxcYr,74,1-0,Black,<=5s vs <=5s,1899
mgMKM0IW,64,0-1,Black,<=5s vs 5-10s,1717
UJ9JIKDR,56,0-1,Black,<=5s vs 5-10s,1499
lnOgQO3Q,45,1-0,White,<=5s vs 10-15s,1527
BeHl2DT8,83,1-0,White,<=5s vs 10-15s,2065
nMH0VNXq,71,1-0,White,<=5s vs 10-15s,1937
1ynl5RgJ,57,1-0,White,<=5s vs 10-15s,1346
Fn0Y3ynP,116,0-1,Black,<=5s vs 15-20s,2436
u56ZT9Un,55,1-0,White,<=5s vs 10-15s,1685
CteakLlX,82,0-1,Black,<=5s vs 15-20s,2637
HNy2qpRv,63,1-0,White,<=5s vs 5-10s,1345
oIyjTdCM,66,1-0,Black,<=5s vs <=5s,1555
b7bP1t4P,94,0-1,Black,<=5s vs 15-20s,2486
QaxarJOP,70,0-1,Black,<=5s vs 5-10s,2099
yweK38lj,49,1-0,White,<=5s vs 15-20s,1098
XzwJwTv7,92,0-1,Black,<=5s vs 5-10s,1908
r5iMcfd4,127,1-0,White,<=5s vs 10-15s,2412
Btll0bwL,70,1-0,Black,<=5s vs <=5s,1834
7XHlcTcT,60,0-1,Black,<=5s vs 15-20s,1636
v2T9yv17,59,1-0,White,<=5s vs <=5s,1653
5i1wUPeb,65,1-0,White,<=5s vs <=5s,1254
QIGF3Vdu,61,1-0,White,<=5s vs 10-15s,1680
eJsLW2ib,49,1-0,White,<=5s vs 5-10s,1629
KsViYgjR,62,0-1,Black,<=5s vs 5-10s,1384
IfPxetFX,79,1-0,White,<=5s vs 15-20s,1929
PaYQEJbe,111,1-0,White,<=5s vs 10-15s,2684
8OtQSKmx,111,0-1,White,<=5s vs <=5s,2434
WnH1eQal,99,1-0,White,<=5s vs 15-20s,2157
uCvTMW1t,78,0-1,Black,<=5s vs 15-20s,2265
DkYRGGTl,82,0-1,Black,<=5s vs <=5s,1913
AB9OmgOh,55,1-0,White,<=5s vs 10-15s,1570
Oj54dRmw,53,1-0,White,<=5s vs 5-10s,1591
D4LucUEL,47,1-0,White,<=5s vs 15-20s,1259
8LSOWFL7,58,0-1,Black,<=5s vs 5-10s,1392
56kRy7mx,48,1-0,Black,<=5s vs <=5s,1529
o36Ikxjt,76,0-1,Black,<=5s vs <=5s,1372
4MhGSb73,88,0-1,Black,<=5s vs 5-10s,1826
aKuwIF91,71,0-1,White,<=5s vs 10-15s,1858
HCRMqbJ0,51,1-0,White,<=5s vs 5-10s,1876
DKmg1lll,77,0-1,White,<=5s vs <=5s,1266
n3DS3RRc,88,0-1,Black,<=5s vs 10-15s,1619
dIZaIX1q,52,1-0,Black,<=5s vs 10-15s,1470
tfk0BOst,83,1-0,White,<=5s vs 5-10s,2196
HjDkgswy,97,1-0,White,<=5s vs 5-10s,2210
gBcxIMG4,65,1-0,White,<=5s vs 10-15s,1721
AUtRCRYP,97,1-0,White,<=5s vs 15-20s,2185
HqaDdB7F,47,1-0,White,<=5s vs 15-20s,1632
aqVH4Bnf,109,1/2-1/2,White,<=5s vs 10-15s,1880
uwWJmhTe,45,0-1,White,<=5s vs 5-10s,890
pVp1fvXu,38,0-1,Black,<=5s vs 10-15s,892
laxYg4IE,55,1-0,White,<=5s vs 15-20s,1618
Ff9y6wwM,105,1-0,White,<=5s vs 5-10s,2201
EWK7LQpw,58,0-1,Black,<=5s vs 10-15s,1320
xM6xOT1q,74,0-1,Black,<=5s vs 10-15s,1693
hDWs3m7K,101,1-0,White,<=5s vs 15-20s,2370
DzxeNCCb,86,0-1,Black,<=5s vs 10-15s,1814
m9TriMOq,47,1-0,White,<=5s vs 10-15s,976
WEusyBnB,42,0-1,Black,<=5s vs 10-15s,1372
iHazp9fX,101,1-0,White,<=5s vs 15-20s,2348
uMsZSH2r,62,0-1,Black,<=5s vs 5-10s,1237
3MTQWMS1,65,1-0,White,<=5s vs 10-15s,1482
S090YxeI,95,1-0,White,<=5s vs 5-10s,2427
QiqmC7Nm,86,0-1,Black,<=5s vs 15-20s,1734
Smm2CtgK,95,1-0,White,<=5s vs <=5s,2144
ZgBeouCY,55,1-0,White,<=5s vs 10-15s,823
DzwgFjlt,68,0-1,Black,<=5s vs 10-15s,1468
rtxL7FNi,69,1-0,White,<=5s vs 10-15s,1668
EiqZuTnQ,68,1-0,Black,<=5s vs 5-10s,1158
wsYnQDfb,48,0-1,Black,<=5s vs 15-20s,1326
pKEyeekB,80,0-1,Black,<=5s vs 5-10s,1939
BqTNNqTm,60,0-1,Black,<=5s vs 15-20s,1261
5Pwe1n4f,67,1-0,White,<=5s vs 5-10s,1487
LFy5ciMS,59,1-0,White,<=5s vs 15-20s,2017
wVLFnsI4,58,0-1,Black,<=5s vs 5-10s,1689
UgsDl0tm,57,0-1,White,<=5s vs <=5s,1363
4irlYyMb,130,1-0,Black,<=5s vs <=5s,2825
1GycstjV,55,1-0,White,<=5s vs 15-20s,1518
YudMGvQg,43,1-0,White,<=5s vs 15-20s,1317
NbFi9NiY,101,1-0,White,<=5s vs <=5s,1486
INvSNpgZ,41,1-0,White,<=5s vs 15-20s,1694
lNnNewkq,73,1-0,White,<=5s vs 5-10s,1735
KsH5Yaby,69,1-0,White,<=5s vs 10-15s,1790
