lichess_id,ply,result,player,time_scramble_bracket,player_elo
NZ0o1Cya,71,1-0,White,<=5s vs <=5s,2112
nuDI5JJ4,36,0-1,Black,<=5s vs 5-10s,1058
3I0KXmo4,135,1-0,White,<=5s vs 15-20s,2403
gXOm8EHR,43,1-0,White,<=5s vs 5-10s,1124
YduVdc7j,55,1-0,White,<=5s vs 5-10s,1345
aDjqITwL,47,1-0,White,<=5s vs 15-20s,1652
JbjiJqCR,80,1/2-1/2,Black,<=5s vs 15-20s,2733
JA0dpaIJ,109,0-1,White,<=5s vs 10-15s,2751
Wu4jvDzS,61,1-0,White,<=5s vs 15-20s,2383
92YwIuXH,66,1-0,Black,<=5s vs <=5s,2386
NoBb62wk,105,0-1,White,<=5s vs 5-10s,1820
DhjIRkoW,62,0-1,Black,<=5s vs 10-15s,1729
k1p6LIBD,66,0-1,Black,<=5s vs 5-10s,1518
02iw68YY,66,1-0,Black,<=5s vs 5-10s,1763
Fm3dAyxX,113,1/2-1/2,White,<=5s vs 5-10s,2463
ydwi2MhQ,60,0-1,Black,<=5s vs 10-15s,1737
FlAwlqmU,80,0-1,Black,<=5s vs 5-10s,1829
xd5GA4B2,77,1-0,White,<=5s vs 15-20s,1718
6m4z6za9,73,1-0,White,<=5s vs 10-15s,1380
nmxvI1YE,72,0-1,Black,<=5s vs 5-10s,2298
Dwvo9SeQ,70,1-0,Black,<=5s vs <=5s,1681
UtYThrcr,72,0-1,Black,<=5s vs 10-15s,2448
GNrLB3Xz,74,1-0,Black,<=5s vs 5-10s,2173
bD4YwhH0,50,0-1,Black,<=5s vs 15-20s,1044
EIRatU0H,68,0-1,Black,<=5s vs 10-15s,2214
zRiNTqEI,70,0-1,Black,<=5s vs 5-10s,2317
gj2erpFT,73,1-0,White,<=5s vs <=5s,1652
RdgQsEPR,67,0-1,White,<=5s vs 15-20s,2542
pRkGb1Um,64,0-1,Black,<=5s vs 10-15s,1469
5t6dC5nH,103,1-0,White,<=5s vs <=5s,1952
8wqzYKW2,50,0-1,Black,<=5s vs 15-20s,1375
5uP9muvC,50,0-1,Black,<=5s vs 15-20s,1445
2BaFiUh2,51,1-0,White,<=5s vs 15-20s,1324
uK4DbOIU,43,1-0,White,<=5s vs 15-20s,943
PNeY1RHF,50,1-0,Black,<=5s vs 5-10s,2422
EETHQSsy,61,1-0,White,<=5s vs 5-10s,1984
uZ8yvZoJ,62,0-1,Black,<=5s vs 10-15s,2044
4K1hkrpT,106,0-1,Black,<=5s vs 5-10s,1241
2A1zwlI3,132,1-0,Black,<=5s vs <=5s,2417
PWxMXt98,63,1-0,White,<=5s vs 15-20s,1868
0xqQh4w4,56,0-1,Black,<=5s vs 10-15s,1356
T9LMdJAu,79,0-1,White,<=5s vs 10-15s,2091
8hyUn87L,120,1/2-1/2,Black,<=5s vs 5-10s,2563
UbLZWPJl,58,1-0,Black,<=5s vs 5-10s,2718
mf4LGkxx,42,0-1,Black,<=5s vs <=5s,966
lctnOOhm,121,0-1,White,<=5s vs 5-10s,2494
ywLaIA4N,58,0-1,Black,<=5s vs 5-10s,1520
fYM4KeeN,75,1-0,White,<=5s vs 15-20s,2099
nJZKMF6T,46,0-1,Black,<=5s vs 15-20s,1314
8dny0LGF,90,1-0,Black,<=5s vs <=5s,2522
4GtTxQbS,83,1-0,White,<=5s vs <=5s,1865
GAqgLZfy,90,0-1,Black,<=5s vs 5-10s,2389
KZV1dFbx,53,1-0,White,<=5s vs 15-20s,1309
5lJ8QtBQ,138,1/2-1/2,Black,<=5s vs 5-10s,2517
v9Yv9zPz,101,1-0,White,<=5s vs 5-10s,2069
41K7wWPB,67,1-0,White,<=5s vs 15-20s,2424
SBYSYRag,73,1-0,White,<=5s vs 5-10s,1578
0k9QYavG,83,1-0,White,<=5s vs 15-20s,2344
3LmliTlV,89,1-0,White,<=5s vs 5-10s,1716
Cz21bhhE,73,0-1,White,<=5s vs 5-10s,2240
1RiGWkdS,72,0-1,Black,<=5s vs 5-10s,2564
3yxg94AC,53,1-0,White,<=5s vs 10-15s,2188
W7XXj6QN,56,0-1,Black,<=5s vs 5-10s,1174
0zbIav0y,69,1-0,White,<=5s vs <=5s,1918
XIvEJL5e,55,1-0,White,<=5s vs 15-20s,678
ZmOGZF7X,71,1-0,White,<=5s vs 10-15s,2185
hlRVyQZy,76,1/2-1/2,Black,<=5s vs 5-10s,2304
P9QhK2n9,101,1/2-1/2,White,<=5s vs 5-10s,2720
yUaq7HkS,132,0-1,Black,<=5s vs 5-10s,2933
0ZmEiKPx,181,1-0,White,<=5s vs 15-20s,2194
4ePB3BfF,104,1/2-1/2,Black,<=5s vs 5-10s,2066
PRz97oKo,83,1-0,White,<=5s vs 5-10s,2118
kcIRX3sQ,72,0-1,Black,<=5s vs 10-15s,1435
bgRzvxWx,101,1-0,White,<=5s vs 10-15s,1555
UW9TG1Tg,66,0-1,Black,<=5s vs 5-10s,1971
Gu3B06RD,104,0-1,Black,<=5s vs 5-10s,2329
8xlarpT3,60,0-1,Black,<=5s vs 5-10s,1317
I35LSD43,89,1-0,White,<=5s vs 10-15s,2274
KQj3q3cL,78,0-1,Black,<=5s vs 5-10s,1680
BbDvClzZ,121,0-1,White,<=5s vs 5-10s,2627
JrDQRSyy,44,0-1,Black,<=5s vs 10-15s,1532
Ry6AIyNH,90,0-1,Black,<=5s vs 15-20s,2039
doJl3nhA,73,1-0,White,<=5s vs 15-20s,1704
QweHaKWP,76,0-1,Black,<=5s vs 10-15s,1971
xJYoSMRj,49,1-0,White,<=5s vs 10-15s,968
NeBPwrTj,87,0-1,White,<=5s vs 5-10s,1363
rcH9WXBx,83,1-0,White,<=5s vs 10-15s,1642
VphCx7pC,52,1-0,Black,<=5s vs 10-15s,1079
Nr0whKaa,52,0-1,Black,<=5s vs <=5s,2324
P4WIzg6c,113,1/2-1/2,White,<=5s vs 15-20s,1907
Wog7nBke,64,0-1,Black,<=5s vs 15-20s,1833
f7xGCJXf,104,0-1,Black,<=5s vs 10-15s,2054
szbzpqRD,74,0-1,Black,<=5s vs 10-15s,2061
kgxTbnfG,59,0-1,White,<=5s vs <=5s,1369
rQdi5qo7,58,0-1,Black,<=5s vs 5-10s,1380
GMGaejLC,52,0-1,Black,<=5s vs 10-15s,1736
G98jHzAn,67,1/2-1/2,White,<=5s vs <=5s,2284
UjPGj0gf,60,0-1,Black,<=5s vs <=5s,1717
Bb0ZYQDV,64,0-1,Black,<=5s vs 15-20s,2566
80s71ukw,42,0-1,Black,<=5s vs 10-15s,1414
XLKv6osE,73,1-0,White,<=5s vs 5-10s,1162
MFrrVouI,78,0-1,Black,<=5s vs 5-10s,1739
YmFI4OQd,41,0-1,White,<=5s vs <=5s,1314
TsbtWreB,136,0-1,Black,<=5s vs 15-20s,2214
BHVMmqiz,67,1-0,White,<=5s vs <=5s,1984
O2r6MQeZ,77,1-0,White,<=5s vs <=5s,2122
69fhgRvM,83,0-1,White,<=5s vs 5-10s,2409
zgVuxX4w,76,0-1,Black,<=5s vs 5-10s,1964
HyTCxSvG,141,1/2-1/2,White,<=5s vs 5-10s,2380
hURhg1kK,104,0-1,Black,<=5s vs 15-20s,2533
x8Q6EYzy,79,1-0,White,<=5s vs 15-20s,2183
vh79ieUk,106,1-0,Black,<=5s vs 5-10s,2090
4l19wUas,53,0-1,White,<=5s vs <=5s,850
Fttt4Ssq,87,0-1,White,<=5s vs 5-10s,2108
ApyIbd53,79,1-0,White,<=5s vs 5-10s,2044
nAi8Rkgo,73,1-0,White,<=5s vs 5-10s,1434
hzIBa1lM,34,1-0,Black,<=5s vs 5-10s,1208
feuOlnR9,130,1-0,Black,<=5s vs 5-10s,2491
s2A9ffBs,87,0-1,White,<=5s vs 5-10s,1903
ORTohzhi,58,0-1,Black,<=5s vs 15-20s,1782
LgSlqOCS,73,0-1,White,<=5s vs 5-10s,1079
iU0RbgnF,63,1-0,White,<=5s vs 5-10s,2478
oh9j42Q8,110,0-1,Black,<=5s vs 5-10s,2385
nB8pGPw2,118,1/2-1/2,Black,<=5s vs <=5s,2613
6fuAj6RX,75,0-1,White,<=5s vs <=5s,1917
a56DSXN8,79,1-0,White,<=5s vs 15-20s,2265
FGSSyIOq,81,0-1,White,<=5s vs 5-10s,2429
DrJxgHT8,60,0-1,Black,<=5s vs 5-10s,1856
1zVDQO1K,70,1-0,Black,<=5s vs 10-15s,1928
SmfZ7U8A,75,1-0,White,<=5s vs 15-20s,1571
0KVdj9nl,104,0-1,Black,<=5s vs 10-15s,2316
7MglJv8o,89,1-0,White,<=5s vs 5-10s,2504
3pNPgmgZ,79,1-0,White,<=5s vs 10-15s,2628
nfCKywLJ,76,1/2-1/2,Black,<=5s vs 5-10s,2147
efYFwxL7,57,1-0,White,<=5s vs 5-10s,1365
OQngptNp,89,1-0,White,<=5s vs 5-10s,2208
QsG6KjuF,76,0-1,Black,<=5s vs 15-20s,1742
78NRMxiK,72,0-1,Black,<=5s vs <=5s,1775
uNdChWxX,43,1-0,White,<=5s vs 15-20s,1236
6ra7DWv5,112,0-1,Black,<=5s vs 5-10s,2741
HN7flcJs,84,1-0,Black,<=5s vs 5-10s,2117
46jdhkx1,83,1-0,White,<=5s vs 10-15s,2014
eiicZ9KL,87,0-1,White,<=5s vs 5-10s,2388
g3zDXMjb,36,0-1,Black,<=5s vs 15-20s,809
9rALbXxp,71,1-0,White,<=5s vs 5-10s,1939
6w5rxSgb,61,1-0,White,<=5s vs 10-15s,2293
xs9unX8d,86,1-0,Black,<=5s vs <=5s,1760
98Mrsy2n,69,0-1,White,<=5s vs 5-10s,2392
iWjoClc4,47,1-0,White,<=5s vs 15-20s,1604
mshKaCQ7,76,0-1,Black,<=5s vs 5-10s,2109
bN4dVUJz,62,0-1,Black,<=5s vs 15-20s,2009
9XLJf3lh,64,0-1,Black,<=5s vs 10-15s,1610
kpKG1WoF,53,1-0,White,<=5s vs <=5s,1456
2SVPMuDq,74,1-0,Black,<=5s vs 5-10s,1017
CsNFXqyw,60,0-1,Black,<=5s vs 5-10s,2201
GaTvtGnU,82,0-1,Black,<=5s vs 5-10s,1894
aZjW8GUV,107,0-1,White,<=5s vs 15-20s,2077
39sZSLf4,136,1-0,Black,<=5s vs <=5s,2967
cqCpFlmV,66,0-1,Black,<=5s vs 15-20s,2228
26thtLVv,64,0-1,Black,<=5s vs 10-15s,1322
jpZ8iq5E,54,0-1,Black,<=5s vs 10-15s,1171
LMIAg4As,103,0-1,White,<=5s vs <=5s,2329
N2tlVh8A,42,0-1,Black,<=5s vs 15-20s,1024
TxJQPRh3,62,0-1,Black,<=5s vs 5-10s,1672
QiffonBi,69,1-0,White,<=5s vs 10-15s,1071
0Kehus0l,47,1-0,White,<=5s vs 5-10s,998
cadGvUeD,117,1-0,White,<=5s vs 5-10s,2312
L9aptyW8,125,1/2-1/2,White,<=5s vs 5-10s,2682
d27DuOEB,86,0-1,Black,<=5s vs 5-10s,2362
q2odvuyG,114,1-0,Black,<=5s vs <=5s,2448
5Bz5zXDf,72,0-1,Black,<=5s vs 15-20s,2139
KnJIHm6L,94,0-1,Black,<=5s vs 15-20s,2305
3L0P99mE,81,1-0,White,<=5s vs 5-10s,1717
LCtao6aZ,71,1-0,White,<=5s vs 15-20s,2527
Bbx5FTkg,92,0-1,Black,<=5s vs 15-20s,1470
1ktfnji7,75,1-0,White,<=5s vs 10-15s,2141
xtEHcNI6,73,1-0,White,<=5s vs <=5s,1521
UR14tz2f,101,1-0,White,<=5s vs 5-10s,2245
BLIqTlBB,69,1-0,White,<=5s vs 10-15s,2321
z67hNgEV,49,1-0,White,<=5s vs 10-15s,1038
RKPlZpyR,82,0-1,Black,<=5s vs 5-10s,2642
Oqd610bY,62,1-0,Black,<=5s vs 10-15s,2119
FWxzbszK,56,0-1,Black,<=5s vs 5-10s,1131
C5hT999o,77,0-1,White,<=5s vs 5-10s,1534
f7RbKtbl,57,1-0,White,<=5s vs 15-20s,1614
F4izv7Y6,84,1-0,Black,<=5s vs <=5s,1564
fRDI1UuH,42,0-1,Black,<=5s vs <=5s,1403
sGZKcqxN,40,1-0,Black,<=5s vs <=5s,1048
53QR4la3,89,1-0,White,<=5s vs 5-10s,2633
UQNz0GBd,67,1-0,White,<=5s vs 15-20s,2194
9cBryXiL,95,1/2-1/2,White,<=5s vs 10-15s,1337
39GsK76E,67,1-0,White,<=5s vs 15-20s,1793
HGFaFo5t,64,0-1,Black,<=5s vs 15-20s,1641
rQznaBf3,73,1-0,White,<=5s vs 5-10s,1725
86hEwgDp,59,1-0,White,<=5s vs 15-20s,1811
VhqoFdD2,114,0-1,Black,<=5s vs 15-20s,2521
8ZRVPE5g,65,1-0,White,<=5s vs 15-20s,1531
8LqinoI9,66,0-1,Black,<=5s vs 10-15s,2269
V3Zlk9xG,106,1-0,Black,<=5s vs <=5s,2707
e1saosxR,58,0-1,Black,<=5s vs 5-10s,962
OibMhYbA,95,1-0,White,<=5s vs 15-20s,2246
5MgZUXiG,81,1-0,White,<=5s vs 10-15s,2053
Ywdap3fJ,73,0-1,White,<=5s vs 5-10s,1850
NnjLpxfd,48,0-1,Black,<=5s vs 15-20s,1273
FlUtBH2J,78,0-1,Black,<=5s vs 10-15s,1778
SocqbpRt,58,0-1,Black,<=5s vs <=5s,2202
Bp4biyln,98,1/2-1/2,Black,<=5s vs 15-20s,2086
0gFoxeuw,70,1-0,Black,<=5s vs 5-10s,2317
Ppx1Sy76,89,1-0,White,<=5s vs 5-10s,1781
2BjRDZVX,84,0-1,Black,<=5s vs 10-15s,2651
SjUe7O7A,75,1-0,White,<=5s vs 5-10s,2115
xyRgkrFS,44,1-0,Black,<=5s vs 5-10s,917
KtDpa76P,60,0-1,Black,<=5s vs 15-20s,1953
GHKRQOkY,85,1-0,White,<=5s vs 5-10s,2494
6SmmVu6O,105,1-0,White,<=5s vs 15-20s,2092
A22uSnYu,88,0-1,Black,<=5s vs 10-15s,2445
ax095Qvl,72,1-0,Black,<=5s vs <=5s,1577
Lz4SPFHo,66,0-1,Black,<=5s vs 10-15s,1189
BXtvJFOu,56,0-1,Black,<=5s vs 5-10s,1919
QO23TuSZ,46,0-1,Black,<=5s vs 15-20s,1040
IQ3xWApy,48,0-1,Black,<=5s vs 15-20s,1623
2vq0tiJN,60,0-1,Black,<=5s vs 5-10s,2133
bJWeJjk1,95,1-0,White,<=5s vs 10-15s,2009
k8jddi4L,116,0-1,Black,<=5s vs 15-20s,2617
RgFqAov7,80,0-1,Black,<=5s vs 5-10s,2463
2MyeSYt7,78,0-1,Black,<=5s vs 10-15s,2286
05iyaind,103,0-1,White,<=5s vs 5-10s,2634
g7xBTFz5,77,1-0,White,<=5s vs 15-20s,1842
ctqSFc0G,60,0-1,Black,<=5s vs 10-15s,2056
QEhaX7hE,89,1-0,White,<=5s vs 15-20s,1921
MQwZycJx,113,1-0,White,<=5s vs 5-10s,2260
LBAyEcXL,69,1-0,White,<=5s vs 15-20s,1369
UwbBbBwo,88,1-0,Black,<=5s vs <=5s,1450
PtW49IMF,97,0-1,White,<=5s vs <=5s,2517
R3CnC522,107,1-0,White,<=5s vs 5-10s,2527
VT0LBRi0,124,0-1,Black,<=5s vs <=5s,2570
Thf1dnHh,66,0-1,Black,<=5s vs 5-10s,2478
Y04TfV9C,79,1-0,White,<=5s vs 10-15s,1821
Bx0AOYdL,36,0-1,Black,<=5s vs 10-15s,1201
RVMqmQyR,50,0-1,Black,<=5s vs 10-15s,1439
VJxV81D7,65,1-0,White,<=5s vs 10-15s,2458
SPtgAncw,81,1/2-1/2,White,<=5s vs 5-10s,972
O1QeIqvd,67,0-1,White,<=5s vs 5-10s,2444
VMJfSBSm,76,0-1,Black,<=5s vs 10-15s,2228
Ht9cGZrr,78,0-1,Black,<=5s vs 10-15s,1850
PZdV8lgI,87,1-0,White,<=5s vs 10-15s,2220
lu8pceko,44,0-1,Black,<=5s vs 15-20s,1519
3G7vWm1K,98,1-0,Black,<=5s vs <=5s,2376
mUnLhIM0,72,1-0,Black,<=5s vs <=5s,1447
NEMahWq6,50,0-1,Black,<=5s vs 15-20s,1119
7r1laYv1,57,1-0,White,<=5s vs 5-10s,1627
AXflrIlU,83,1-0,White,<=5s vs 10-15s,1942
xdEtcBdv,43,1-0,White,<=5s vs <=5s,1083
QeW01UCi,98,0-1,Black,<=5s vs 5-10s,1994
NbsUzPX5,90,0-1,Black,<=5s vs 10-15s,2210
FYrYh5uk,62,0-1,Black,<=5s vs 10-15s,1907
P8nnmtl3,62,1-0,Black,<=5s vs 5-10s,2670
NJ76z437,74,0-1,Black,<=5s vs 5-10s,1440
c600nk74,67,1/2-1/2,White,<=5s vs 15-20s,2079
JMZe9CEw,65,1-0,White,<=5s vs 5-10s,1069
QDkEQNqA,45,0-1,White,<=5s vs 5-10s,1344
pJRj7iwv,40,0-1,Black,<=5s vs 10-15s,1036
S1PvLKl4,45,1-0,White,<=5s vs 15-20s,1153
0k0IgR96,50,1-0,Black,<=5s vs 5-10s,1407
Crlyeqtx,86,0-1,Black,<=5s vs 5-10s,2507
Uo76ofJ6,40,0-1,Black,<=5s vs 15-20s,1119
oZMxbocu,46,0-1,Black,<=5s vs 15-20s,1451
WXtR31sn,69,1-0,White,<=5s vs 5-10s,1666
gkdGO3IB,82,0-1,Black,<=5s vs <=5s,2025
DHkAUzFE,57,0-1,White,<=5s vs 10-15s,2059
US3vrdak,81,0-1,White,<=5s vs <=5s,1760
FgVVEZ6F,54,0-1,Black,<=5s vs 15-20s,1938
dOrHbhUO,64,0-1,Black,<=5s vs 10-15s,1757
GSMD3VOq,49,1-0,White,<=5s vs 15-20s,1817
a0T7yDd8,56,1-0,Black,<=5s vs <=5s,2026
7fy4bMWn,66,1-0,Black,<=5s vs 5-10s,1506
xSH3JWyN,59,1-0,White,<=5s vs 15-20s,1786
DSwvdDwm,62,0-1,Black,<=5s vs 10-15s,1493
YvPy4lxH,69,1-0,White,<=5s vs 5-10s,2357
xYnP1sTi,124,1/2-1/2,Black,<=5s vs 15-20s,2469
Yeg3G0kY,105,1-0,White,<=5s vs 5-10s,1823
KeV0ZQPA,61,1-0,White,<=5s vs 10-15s,1806
2QXSLZbh,95,1-0,White,<=5s vs 5-10s,1861
8uorwELW,63,0-1,White,<=5s vs 5-10s,2602
VuQCdD9o,107,1-0,White,<=5s vs 5-10s,2390
pNF9jkNK,84,0-1,Black,<=5s vs 15-20s,1333
Yu0w5miL,92,0-1,Black,<=5s vs 15-20s,1842
5mcAAy2r,48,0-1,Black,<=5s vs 15-20s,1166
NOCbdpUb,71,0-1,White,<=5s vs <=5s,1864
tplbRn3M,81,1-0,White,<=5s vs 15-20s,1751
SVrvf0nn,75,1-0,White,<=5s vs 10-15s,1983
7JOD011Q,62,0-1,Black,<=5s vs 15-20s,1431
ADFlbeNf,66,1-0,Black,<=5s vs 5-10s,1948
JZwRknPs,67,1-0,White,<=5s vs 5-10s,1816
jUgkrNjO,94,0-1,Black,<=5s vs 5-10s,2263
TFh14I4m,70,0-1,Black,<=5s vs 15-20s,2132
IjSxH1wo,72,0-1,Black,<=5s vs 10-15s,2250
D3NtHZdg,113,1-0,White,<=5s vs 5-10s,2439
