lichess_id,ply,result,player,time_scramble_bracket,player_elo
Hc8ha4XM,49,0-1,White,<=5s vs 15-20s,1933
hXM7UpHW,49,1-0,White,<=5s vs 10-15s,1362
HnCbPxwf,73,1-0,White,<=5s vs 10-15s,1708
0KxMI4sR,84,0-1,Black,<=5s vs 10-15s,1833
cFuNUzg4,111,1-0,White,<=5s vs 10-15s,2476
2DlnBLoP,74,1-0,Black,<=5s vs 5-10s,1622
jok834CQ,46,0-1,Black,<=5s vs 15-20s,1596
BlkFNeAO,80,0-1,Black,<=5s vs 15-20s,1988
Wi4FjfLK,72,0-1,Black,<=5s vs 15-20s,1969
4baXn1GW,100,1/2-1/2,Black,<=5s vs 10-15s,2032
3Go2MuB8,39,1-0,White,<=5s vs 15-20s,1128
2x8kyxOY,57,1-0,White,<=5s vs 15-20s,928
JkfmQfNA,50,0-1,Black,<=5s vs 5-10s,1343
lLmw9PfW,35,1-0,White,<=5s vs 5-10s,615
sMIz6Yla,74,1-0,Black,<=5s vs 5-10s,2464
TZAmIdfq,63,1-0,White,<=5s vs 15-20s,1830
GViVxLZ0,80,0-1,Black,<=5s vs 5-10s,2287
5T6Qv6He,58,0-1,Black,<=5s vs 15-20s,1486
ZqrjS4Jj,85,0-1,White,<=5s vs 10-15s,1427
UI8T3xwv,64,0-1,Black,<=5s vs 10-15s,2065
0JCisbSw,90,0-1,Black,<=5s vs 10-15s,2050
G9ZqBnz1,66,0-1,Black,<=5s vs 10-15s,1334
S9rgKN9v,85,0-1,White,<=5s vs <=5s,1912
Ikdfs5ZU,90,0-1,Black,<=5s vs 15-20s,2328
FhdGflK7,76,0-1,Black,<=5s vs 15-20s,1889
SxEuvy6h,89,1-0,White,<=5s vs 5-10s,1987
Xb8Q2ABO,60,1-0,Black,<=5s vs 5-10s,2011
9Pf5wT3s,79,1-0,White,<=5s vs 15-20s,2306
eP6ASjlk,44,1-0,Black,<=5s vs <=5s,841
gOvEKUxu,50,1-0,Black,<=5s vs 5-10s,1277
Ji6MLnbq,48,0-1,Black,<=5s vs <=5s,1448
KcXlaC1Z,85,1-0,White,<=5s vs <=5s,2227
k7BESZkD,89,1-0,White,<=5s vs <=5s,1865
QVEabZJ8,82,0-1,Black,<=5s vs 5-10s,2343
dFBdV0Z8,79,1-0,White,<=5s vs 10-15s,1927
uC4AsUmG,56,0-1,Black,<=5s vs 15-20s,1968
ET5YgcFm,100,0-1,Black,<=5s vs 10-15s,1586
cEbn8HZn,88,0-1,Black,<=5s vs 5-10s,2511
OHmhODbF,67,1-0,White,<=5s vs 5-10s,1513
vzxQ1wjB,54,0-1,Black,<=5s vs <=5s,1351
TVzWsMuu,77,1-0,White,<=5s vs 10-15s,1496
ANzEeLya,124,0-1,Black,<=5s vs 10-15s,1945
xxWlZ71t,80,1-0,Black,<=5s vs <=5s,1417
ISLHh1lI,111,1-0,White,<=5s vs 5-10s,3118
Z1CICzDV,118,0-1,Black,<=5s vs 15-20s,2147
1Z2YOkjG,79,1-0,White,<=5s vs 15-20s,2048
Fi0cBGp0,66,0-1,Black,<=5s vs 15-20s,1773
Bbx0RR5y,86,0-1,Black,<=5s vs 5-10s,1642
XPJQFo4d,58,0-1,Black,<=5s vs 15-20s,1236
wef2ty4y,72,0-1,Black,<=5s vs 5-10s,1993
dSBN8mk4,60,0-1,Black,<=5s vs <=5s,1400
PVCbHx4s,65,0-1,White,<=5s vs 5-10s,1282
Mvjp4aJG,47,1-0,White,<=5s vs 15-20s,885
t9YHpoNl,58,0-1,Black,<=5s vs 10-15s,1513
IPMNUVso,104,0-1,Black,<=5s vs 5-10s,2301
5aRSiQ4U,69,1-0,White,<=5s vs 15-20s,2502
4fzyUR4z,91,1-0,White,<=5s vs 5-10s,2416
zwN7Sf84,58,0-1,Black,<=5s vs 15-20s,1321
jn4bD70E,94,1-0,Black,<=5s vs <=5s,2264
1ZQnCnoH,53,1-0,White,<=5s vs 5-10s,1870
DwP3xvFd,139,1-0,White,<=5s vs 10-15s,2403
90mmcKS4,83,0-1,White,<=5s vs <=5s,1638
0chN4XoK,87,1-0,White,<=5s vs 15-20s,2009
lpuu3vgJ,86,0-1,Black,<=5s vs 10-15s,2585
KMvBcVF2,82,1-0,Black,<=5s vs <=5s,2190
Gt0KSeNR,56,0-1,Black,<=5s vs 5-10s,2176
jFLoaeqQ,46,0-1,Black,<=5s vs 5-10s,1316
lAyt4TLE,51,1-0,White,<=5s vs 5-10s,1542
5FC9b3EN,46,0-1,Black,<=5s vs 15-20s,1399
mnfHxXGC,57,1-0,White,<=5s vs 15-20s,1946
LfmRjsLr,117,1/2-1/2,White,<=5s vs 15-20s,2202
EnY0Wv8b,81,1-0,White,<=5s vs 15-20s,2267
3kZQCI4h,136,0-1,Black,<=5s vs 5-10s,2400
7HhLtyam,101,1-0,White,<=5s vs 15-20s,1758
MMDL5z0V,63,1-0,White,<=5s vs <=5s,1364
wPxs0vNP,69,0-1,White,<=5s vs 10-15s,2139
6VDwRp6x,114,1/2-1/2,Black,<=5s vs <=5s,2132
9aLRgAVX,53,1-0,White,<=5s vs 10-15s,1078
vgZ2vkI5,68,0-1,Black,<=5s vs 10-15s,1112
wbk4JkpP,73,1-0,White,<=5s vs <=5s,1632
bDn7DIk0,86,0-1,Black,<=5s vs 10-15s,2567
DJDA2LsP,68,1-0,Black,<=5s vs <=5s,1630
7OrEeIzL,81,0-1,White,<=5s vs <=5s,2386
TfOH0PpB,83,0-1,White,<=5s vs 5-10s,1893
Lvb4tHem,126,1/2-1/2,Black,<=5s vs 5-10s,2775
Dm2AxdX9,157,1/2-1/2,White,<=5s vs 5-10s,2139
BJktbwoz,100,1/2-1/2,Black,<=5s vs 15-20s,2121
8jA2AuJ1,70,0-1,Black,<=5s vs 10-15s,2086
CgAT5Nlg,57,1-0,White,<=5s vs 15-20s,1633
H2bjZbht,71,0-1,White,<=5s vs <=5s,1533
l4Xe8VxL,75,1-0,White,<=5s vs 15-20s,2152
EkCmOItx,82,0-1,Black,<=5s vs 5-10s,2091
Nvz5P22R,68,0-1,Black,<=5s vs <=5s,2278
aV9r7L9D,74,0-1,Black,<=5s vs 5-10s,1494
w1fhAkoF,70,1-0,Black,<=5s vs <=5s,1274
QLQv103L,63,1-0,White,<=5s vs 10-15s,1402
NTVajHRv,66,0-1,Black,<=5s vs 15-20s,1824
D7nKANY8,59,1-0,White,<=5s vs 5-10s,1249
AR2ywIcz,72,0-1,Black,<=5s vs 5-10s,2399
yhmmnuLK,58,1-0,Black,<=5s vs <=5s,2208
BWKy26AY,110,1-0,Black,<=5s vs <=5s,2353
hXsPX3TW,67,1-0,White,<=5s vs <=5s,1675
vGG9HLmP,51,1-0,White,<=5s vs 5-10s,612
eZQMiJbW,149,1-0,White,<=5s vs <=5s,2649
oQF0LcXL,52,0-1,Black,<=5s vs 15-20s,1946
otwUMGIt,56,0-1,Black,<=5s vs 5-10s,1783
RUZzzBhm,64,0-1,Black,<=5s vs 10-15s,1458
4lDfKneL,65,1-0,White,<=5s vs 15-20s,2097
y3gaBmtg,68,0-1,Black,<=5s vs 10-15s,1879
jrDCpHzn,46,0-1,Black,<=5s vs <=5s,1230
f7TpDFBj,56,0-1,Black,<=5s vs 15-20s,1091
1urKIq9U,60,0-1,Black,<=5s vs 5-10s,1757
qiKdOtxB,48,0-1,Black,<=5s vs 5-10s,1083
JyQbexuj,88,1/2-1/2,Black,<=5s vs 15-20s,1356
ukfK0hh3,76,0-1,Black,<=5s vs 5-10s,1110
46VVOWrC,60,0-1,Black,<=5s vs 15-20s,1612
F2knRuXN,96,0-1,Black,<=5s vs 5-10s,2029
W2kHJ0iu,75,1-0,White,<=5s vs <=5s,2226
SteFmaw5,59,1-0,White,<=5s vs 15-20s,1390
OqPpKnnP,97,0-1,White,<=5s vs 5-10s,2134
75SiKpyy,59,1-0,White,<=5s vs 15-20s,2107
ckFEpY0S,73,0-1,White,<=5s vs 5-10s,1028
8NgRSsgB,76,0-1,Black,<=5s vs 5-10s,1905
SRoSa5YH,62,0-1,Black,<=5s vs 15-20s,2154
PvOIetKg,90,0-1,Black,<=5s vs 10-15s,2477
YYveLMZb,58,0-1,Black,<=5s vs 5-10s,1128
yPAGsANN,74,0-1,Black,<=5s vs 10-15s,1992
TYbGCWph,92,0-1,Black,<=5s vs 15-20s,1866
OP4TDBeJ,52,0-1,Black,<=5s vs 15-20s,1154
aRZBZVzq,95,1/2-1/2,White,<=5s vs 5-10s,2511
9AQvnrBq,72,0-1,Black,<=5s vs 10-15s,2402
fRDOKvoX,81,1-0,White,<=5s vs 5-10s,1840
IY5JgIsh,77,1-0,White,<=5s vs 5-10s,1499
J9kYS5NW,50,1-0,Black,<=5s vs 5-10s,1500
9J5CqjY3,63,1-0,White,<=5s vs 5-10s,1500
VlXrZ9Dz,77,1-0,White,<=5s vs 5-10s,2436
WDkzCR1p,85,1-0,White,<=5s vs 10-15s,2555
ZcTkiZgS,62,0-1,Black,<=5s vs 10-15s,1214
x6VMDAWk,92,0-1,Black,<=5s vs 10-15s,2191
w2pKE2cX,89,1-0,White,<=5s vs 15-20s,1002
QfXy8QPy,60,0-1,Black,<=5s vs 15-20s,1624
t1CFZlNB,62,0-1,Black,<=5s vs 15-20s,1598
7evoRMEb,66,1-0,Black,<=5s vs <=5s,2047
U2dU0joa,109,1-0,White,<=5s vs 5-10s,2668
Mx3gJnSM,176,1-0,Black,<=5s vs <=5s,1912
arYHPYSs,76,0-1,Black,<=5s vs <=5s,1953
xkbatLG7,113,1-0,White,<=5s vs 10-15s,2344
5RYod7Ts,96,1-0,Black,<=5s vs <=5s,1933
Nnzovhmp,58,1-0,Black,<=5s vs 5-10s,1628
n9aKXzpr,58,0-1,Black,<=5s vs <=5s,1174
50TNMKyP,53,1-0,White,<=5s vs <=5s,1139
oIsGzh6l,62,0-1,Black,<=5s vs 15-20s,1598
VtO8E6uA,68,0-1,Black,<=5s vs 10-15s,1866
oGhEIJ6E,99,1/2-1/2,White,<=5s vs 5-10s,2348
B29z1VN5,65,1-0,White,<=5s vs 15-20s,1339
scNJGGir,71,0-1,White,<=5s vs 5-10s,2158
Gpiy39Ny,113,1-0,White,<=5s vs 15-20s,1984
1IA7idH2,52,0-1,Black,<=5s vs 10-15s,1019
MQNHcuEQ,47,0-1,White,<=5s vs 5-10s,1010
cJX752Yb,63,0-1,White,<=5s vs <=5s,1552
kYU7sbge,86,0-1,Black,<=5s vs <=5s,2178
pSJd5wXY,87,1-0,White,<=5s vs 10-15s,2470
UUcUfuXk,93,1-0,White,<=5s vs 5-10s,2580
IcJD20u3,77,0-1,White,<=5s vs 5-10s,2525
jE81ZfXK,47,1-0,White,<=5s vs 15-20s,1230
IfzW5PCk,69,1-0,White,<=5s vs 5-10s,2182
ECKQGJF4,49,1-0,White,<=5s vs 10-15s,1655
QIovydJD,84,0-1,Black,<=5s vs 10-15s,1085
w10zfZWc,107,1-0,White,<=5s vs 5-10s,2097
IKrLfCvH,66,0-1,Black,<=5s vs 10-15s,1206
aNHpXAN2,61,1-0,White,<=5s vs 5-10s,1943
PSw8ucjg,63,0-1,White,<=5s vs 5-10s,1410
gBTa2R3p,149,1/2-1/2,White,<=5s vs 10-15s,2355
ZU9dCq4G,100,1-0,Black,<=5s vs <=5s,2107
4MeaJ93v,79,1-0,White,<=5s vs 5-10s,1883
vfuDXRuY,58,0-1,Black,<=5s vs 10-15s,1504
WWUUPsXz,65,1-0,White,<=5s vs <=5s,1386
QbjgvkuB,68,0-1,Black,<=5s vs 15-20s,2160
7ZnD28QL,54,0-1,Black,<=5s vs 15-20s,1007
SUR37pTh,85,1/2-1/2,White,<=5s vs 5-10s,2414
iAqmSBwQ,105,1-0,White,<=5s vs <=5s,2500
519KEbGz,66,1-0,Black,<=5s vs 10-15s,2040
CitoOmBE,59,1-0,White,<=5s vs 10-15s,2155
7z1gSFwo,47,1-0,White,<=5s vs 10-15s,1070
3TMRvYJG,96,1/2-1/2,Black,<=5s vs 5-10s,1556
MY3YCIgj,85,1-0,White,<=5s vs 5-10s,1712
UCnO8Sag,99,1-0,White,<=5s vs 15-20s,2689
U3Xz2n7x,68,0-1,Black,<=5s vs 10-15s,2041
XRgF1iw0,72,0-1,Black,<=5s vs 15-20s,1963
GZ55CrBM,50,0-1,Black,<=5s vs 10-15s,1437
CXPIVhBm,71,1-0,White,<=5s vs 15-20s,1941
yEK5UZ2V,77,1-0,White,<=5s vs 5-10s,1769
ECDhci1s,57,1-0,White,<=5s vs 15-20s,2163
oiqey3lW,109,0-1,White,<=5s vs 5-10s,1323
ptQnnYzj,71,1-0,White,<=5s vs 5-10s,1338
vxc4W0k7,75,1-0,White,<=5s vs 15-20s,1364
x8FX44Po,46,0-1,Black,<=5s vs 15-20s,1116
y5v5DP8J,62,0-1,Black,<=5s vs 15-20s,1468
5GnSbemn,90,0-1,Black,<=5s vs 5-10s,1744
TGE8dkzr,58,0-1,Black,<=5s vs 10-15s,1734
pnPtaFHZ,114,0-1,Black,<=5s vs 5-10s,2323
NDBduroK,40,0-1,Black,<=5s vs 15-20s,858
Oltr5lQa,73,1-0,White,<=5s vs 15-20s,2056
rQLKeK5b,49,1-0,White,<=5s vs 15-20s,2159
mgyPOmQd,67,1-0,White,<=5s vs 10-15s,1292
XAAd6cPi,103,1-0,White,<=5s vs 10-15s,3145
mK2FtOTK,50,0-1,Black,<=5s vs 10-15s,1293
1qQQep8N,87,0-1,White,<=5s vs 10-15s,2243
JeJwoucM,81,1-0,White,<=5s vs 10-15s,1721
QcAoZE7q,57,1-0,White,<=5s vs 10-15s,1231
Je91ImxK,69,1-0,White,<=5s vs 10-15s,2208
F6BWZs5U,110,0-1,Black,<=5s vs 5-10s,2530
9sNN7nd1,80,0-1,Black,<=5s vs 5-10s,2309
jh3ceoyD,52,0-1,Black,<=5s vs 5-10s,1272
J8CMVnyU,64,0-1,Black,<=5s vs 15-20s,1718
K7pS5MmW,78,0-1,Black,<=5s vs 5-10s,2237
VM49mnEa,56,1-0,Black,<=5s vs 5-10s,2175
AbgaXyvR,118,0-1,Black,<=5s vs 10-15s,2487
b2ioJUo4,81,0-1,White,<=5s vs 10-15s,1612
BrvUrYmT,67,1-0,White,<=5s vs 10-15s,1557
82KDLgeM,78,0-1,Black,<=5s vs 10-15s,2428
L1x7QGTr,97,0-1,White,<=5s vs <=5s,2629
IVTTtiur,53,1-0,White,<=5s vs 15-20s,1576
jiaZv3fw,53,1-0,White,<=5s vs 15-20s,2026
NYmmh2cC,75,0-1,White,<=5s vs 5-10s,2396
g66o95du,53,1-0,White,<=5s vs 15-20s,1235
pbfOXsTj,69,1-0,White,<=5s vs 5-10s,2218
KQCkWt68,58,0-1,Black,<=5s vs 10-15s,1745
ot9dc8u1,55,1-0,White,<=5s vs 5-10s,1987
8MGYcON2,122,0-1,Black,<=5s vs 5-10s,2354
zp40zjg5,90,0-1,Black,<=5s vs <=5s,2202
OLcue6vu,89,0-1,White,<=5s vs 5-10s,2275
A4YNvh4m,55,1-0,White,<=5s vs 10-15s,2299
g6LmDcL5,70,0-1,Black,<=5s vs 10-15s,1466
6ZsjMJwG,111,1-0,White,<=5s vs 10-15s,2513
FLiGhXGk,97,1-0,White,<=5s vs 5-10s,2276
r4IqZLCq,51,1-0,White,<=5s vs 15-20s,1466
HGEF0kIp,55,1-0,White,<=5s vs 10-15s,1579
OHhrEYXN,85,1-0,White,<=5s vs 15-20s,2680
kdYIaJOF,109,1-0,White,<=5s vs 5-10s,2497
GajiG6SO,56,0-1,Black,<=5s vs 10-15s,1879
MC06zTIZ,72,0-1,Black,<=5s vs <=5s,1518
5b9ZiaOF,86,0-1,Black,<=5s vs 10-15s,2209
iXd3MvL8,75,1-0,White,<=5s vs 5-10s,1294
DdvyKjKS,91,1-0,White,<=5s vs 15-20s,1248
hvnmoevj,52,0-1,Black,<=5s vs 5-10s,1073
CKQrQv9K,64,0-1,Black,<=5s vs 10-15s,1742
F6cIxCXZ,84,0-1,Black,<=5s vs <=5s,1622
mln9ojZD,56,0-1,Black,<=5s vs 15-20s,1768
eOYYr0if,79,0-1,White,<=5s vs 5-10s,1433
A7QAd9dw,56,1-0,Black,<=5s vs <=5s,1271
6IFEE9WI,70,1-0,Black,<=5s vs <=5s,2488
NORTewvo,81,1-0,White,<=5s vs 15-20s,2386
Y3zmPJhk,108,1/2-1/2,Black,<=5s vs 10-15s,2171
3tztNZeI,76,0-1,Black,<=5s vs 5-10s,2514
aG1IY0SD,82,1-0,Black,<=5s vs <=5s,2166
jIXnM7Mr,67,0-1,White,<=5s vs 15-20s,2084
etptRZ8n,116,0-1,Black,<=5s vs 10-15s,2481
yBmiCvzh,128,0-1,Black,<=5s vs 15-20s,2199
no4ygnRM,54,0-1,Black,<=5s vs 15-20s,1897
Zc8t6sR3,52,0-1,Black,<=5s vs 15-20s,1171
CvuPxNl8,44,0-1,Black,<=5s vs 10-15s,1142
NasVtXfV,64,0-1,Black,<=5s vs 15-20s,1985
DPPHths8,95,1-0,White,<=5s vs 15-20s,1886
5EzbI7oT,75,1-0,White,<=5s vs 15-20s,1741
MKQVPUjp,55,1-0,White,<=5s vs 5-10s,1701
6zJkIeGk,81,1-0,White,<=5s vs 5-10s,2248
CJVLIUXm,131,1-0,White,<=5s vs 5-10s,2377
NgLflM4t,47,1-0,White,<=5s vs 15-20s,1079
KGHb4E1L,110,0-1,Black,<=5s vs 15-20s,1864
6mzu83He,71,1-0,White,<=5s vs 5-10s,1141
RJkrTUqx,58,1-0,Black,<=5s vs <=5s,1647
0cN37xwL,64,0-1,Black,<=5s vs <=5s,1272
YAcVBg1L,55,0-1,White,<=5s vs 5-10s,1461
I03CcEhG,115,1-0,White,<=5s vs 10-15s,2364
uyddydUv,54,0-1,Black,<=5s vs 15-20s,913
nLu04BRv,55,1-0,White,<=5s vs 10-15s,1145
RV86NMLr,78,0-1,Black,<=5s vs <=5s,1914
HVwugdmP,79,1-0,White,<=5s vs 5-10s,2173
PefPYh98,95,1-0,White,<=5s vs 5-10s,2531
nwh9SFGm,101,1/2-1/2,White,<=5s vs 15-20s,2384
L26FbuWf,51,1-0,White,<=5s vs 10-15s,2038
7Bx85QLq,100,1/2-1/2,Black,<=5s vs 10-15s,2508
QlP7OV5a,73,1-0,White,<=5s vs 5-10s,1920
o5CDxxSI,82,1-0,Black,<=5s vs <=5s,1778
KRE4bvMy,54,0-1,Black,<=5s vs 5-10s,1704
D3aADiXS,57,1-0,White,<=5s vs 5-10s,1295
FyWxU7Dw,91,1-0,White,<=5s vs 10-15s,2968
0natT8uq,75,1-0,White,<=5s vs 15-20s,2238
8jNnaILD,69,1-0,White,<=5s vs 5-10s,1644
xuSkMVXL,42,0-1,Black,<=5s vs 15-20s,1529
1DnNvNGP,100,0-1,Black,<=5s vs 10-15s,2298
q6KxCH2B,63,1-0,White,<=5s vs 5-10s,962
Vvty3tVz,52,0-1,Black,<=5s vs 5-10s,2810
ZbW79qRr,59,1-0,White,<=5s vs 5-10s,1687
0nqS0ckT,71,1-0,White,<=5s vs 5-10s,1557
0tC1Dt91,103,1/2-1/2,White,<=5s vs 5-10s,2579
6cc7nvDd,42,0-1,Black,<=5s vs 15-20s,760
m4Fmmrbs,51,1-0,White,<=5s vs 15-20s,867
UFEoDl6n,38,0-1,Black,<=5s vs 15-20s,1312
gl1vPDpe,78,0-1,Black,<=5s vs 15-20s,2343
RLbg8VyK,86,0-1,Black,<=5s vs 5-10s,1960
7wGxlH4D,48,0-1,Black,<=5s vs 10-15s,1805
aa2KUoSm,65,0-1,White,<=5s vs 5-10s,1009
bWLTQhr7,66,0-1,Black,<=5s vs 10-15s,2047
6pILHc58,87,0-1,White,<=5s vs <=5s,1359
pWUP9sG5,70,0-1,Black,<=5s vs 5-10s,1994
tduG0a4m,83,1-0,White,<=5s vs 5-10s,1904
oU9o1hoO,81,1-0,White,<=5s vs 10-15s,2640
WFeKxNiH,65,0-1,White,<=5s vs 15-20s,2388
49WmBQJB,70,1-0,Black,<=5s vs 5-10s,1776
FiGZak6M,61,1-0,White,<=5s vs 10-15s,2373
1dNcxQCl,89,1-0,White,<=5s vs 15-20s,2317
Nc9X2KkJ,82,0-1,Black,<=5s vs 15-20s,2383
gwsomKBs,56,1-0,Black,<=5s vs 5-10s,1741
VInlYe6Z,72,1-0,Black,<=5s vs <=5s,1810
uvfqUuXA,74,0-1,Black,<=5s vs 15-20s,1904
Zj9bnG9Q,96,0-1,Black,<=5s vs 5-10s,2680
Jnk0oaLk,90,0-1,Black,<=5s vs 5-10s,2229
5Ap3J0rG,109,1-0,White,<=5s vs 15-20s,2215
dpiI0BLU,57,0-1,White,<=5s vs 5-10s,1125
4T0hurcK,59,1-0,White,<=5s vs 15-20s,1440
nWlEQwHm,95,0-1,White,<=5s vs 5-10s,2615
HvBwiMYB,57,1-0,White,<=5s vs 15-20s,1477
M7ss3ZDu,81,1-0,White,<=5s vs 10-15s,2298
YBA0FF1k,54,0-1,Black,<=5s vs 10-15s,1397
ID3jCl5r,72,0-1,Black,<=5s vs 5-10s,1964
POmM5JPj,90,0-1,Black,<=5s vs 5-10s,2054
cJe3GwCO,78,0-1,Black,<=5s vs <=5s,1904
Z1z4sURH,108,1/2-1/2,Black,<=5s vs 5-10s,2525
GEPksX8L,108,0-1,Black,<=5s vs 15-20s,2543
AGoGUdDC,75,1-0,White,<=5s vs 15-20s,1637
kuCPxGvS,85,0-1,White,<=5s vs <=5s,1906
WKY98C7D,80,0-1,Black,<=5s vs 5-10s,2065
ivojvgK0,72,1-0,Black,<=5s vs 5-10s,1653
K8510yiH,88,1-0,Black,<=5s vs <=5s,2115
4sPjwIQz,97,1-0,White,<=5s vs <=5s,2265
b1OgBovb,121,1-0,White,<=5s vs 5-10s,701
KoUhSrOo,76,0-1,Black,<=5s vs <=5s,1822
mv3FU98n,124,1/2-1/2,Black,<=5s vs 15-20s,1821
8kKeq0N2,67,1-0,White,<=5s vs 10-15s,1504
w7kdVLrz,48,0-1,Black,<=5s vs 10-15s,1025
INZ3tFil,127,1-0,White,<=5s vs 5-10s,2561
Jc65JKVO,82,0-1,Black,<=5s vs 15-20s,1765
aIXC3IHw,88,0-1,Black,<=5s vs 15-20s,2312
QK6ZGRXK,74,0-1,Black,<=5s vs 5-10s,2171
ZFVV7t8I,83,1-0,White,<=5s vs 15-20s,1826
FSE5nMkq,116,1-0,Black,<=5s vs <=5s,2122
ExXz1rKu,80,0-1,Black,<=5s vs 10-15s,2590
i2DlL6Kh,77,1-0,White,<=5s vs <=5s,2175
u0fqoymp,58,0-1,Black,<=5s vs <=5s,1050
RH7dOfy1,64,0-1,Black,<=5s vs 5-10s,1876
4heJrERb,88,0-1,Black,<=5s vs 5-10s,2465
JOzQP0Bq,118,1/2-1/2,Black,<=5s vs 5-10s,2186
VYJJfP0x,92,0-1,Black,<=5s vs 10-15s,2334
4EVe9I3G,60,0-1,Black,<=5s vs 5-10s,2136
OumVAAFG,68,0-1,Black,<=5s vs 15-20s,1786
R9zeDTBG,93,1-0,White,<=5s vs 10-15s,1211
46ieJyu7,68,0-1,Black,<=5s vs 10-15s,1337
03jqoaia,57,1-0,White,<=5s vs 10-15s,2084
HYM6Bj5V,64,0-1,Black,<=5s vs 5-10s,1423
lek6Oim0,56,0-1,Black,<=5s vs 5-10s,1309
LwYxXQYT,70,0-1,Black,<=5s vs 10-15s,1963
LokN26yW,69,1-0,White,<=5s vs 5-10s,850
Vszqu49K,55,1-0,White,<=5s vs 15-20s,1488
TQI3mJRB,70,0-1,Black,<=5s vs 10-15s,2383
xPVv0gqJ,80,0-1,Black,<=5s vs 15-20s,2189
GZha0iQL,78,0-1,Black,<=5s vs <=5s,1920
sg1gKpR4,61,1-0,White,<=5s vs 15-20s,2485
9JsiWQdH,107,1-0,White,<=5s vs 10-15s,1903
dkCtKgty,68,0-1,Black,<=5s vs <=5s,1655
87W19FlT,67,1-0,White,<=5s vs 15-20s,1166
iwq65le9,56,0-1,Black,<=5s vs 15-20s,1063
szQPae1G,72,0-1,Black,<=5s vs 5-10s,1660
G7XPEq2a,75,1-0,White,<=5s vs 5-10s,2207
IZpkUXTj,49,1-0,White,<=5s vs 5-10s,1500
m5L9Q6Qq,64,0-1,Black,<=5s vs 10-15s,1161
gKRtGzXD,75,1-0,White,<=5s vs 5-10s,1461
12Ld52Zz,79,1-0,White,<=5s vs 5-10s,2552
nNE4vvxU,70,1-0,Black,<=5s vs 5-10s,1856
IgPimLiN,46,0-1,Black,<=5s vs 15-20s,1082
AvI3u6ua,102,0-1,Black,<=5s vs <=5s,1104
qLbwKZSf,52,0-1,Black,<=5s vs 5-10s,1902
audjVVJj,60,0-1,Black,<=5s vs 10-15s,2163
Tmhqsleo,85,1-0,White,<=5s vs 5-10s,2587
AEoQ9VdI,70,0-1,Black,<=5s vs 10-15s,1498
ZKTtFgXj,69,1-0,White,<=5s vs 5-10s,1832
3jXsOgq1,60,1-0,Black,<=5s vs <=5s,1262
T9hXjKlT,74,0-1,Black,<=5s vs 10-15s,2431
VkHn7EHo,90,1-0,Black,<=5s vs 5-10s,2341
sg30f8mI,67,1-0,White,<=5s vs 5-10s,2012
uGoGtPy3,58,1-0,Black,<=5s vs 5-10s,1166
G5S67WDu,76,0-1,Black,<=5s vs 5-10s,1742
SBw7Ydkh,67,1-0,White,<=5s vs 5-10s,1485
mC2v4Put,113,1-0,White,<=5s vs 5-10s,1404
ZLIc8bCl,78,0-1,Black,<=5s vs 10-15s,2309
OOq5lv0j,59,1-0,White,<=5s vs 15-20s,967
RMLA4CSB,64,0-1,Black,<=5s vs 5-10s,1534
Udsr7Cpj,86,0-1,Black,<=5s vs 5-10s,2400
Dy2VOGBz,72,0-1,Black,<=5s vs 5-10s,2028
dOE4eBcc,57,0-1,White,<=5s vs 10-15s,1955
4r9j5PfL,47,1-0,White,<=5s vs 5-10s,1327
UM5GsWZD,79,1-0,White,<=5s vs 5-10s,1422
9Mah1Ae9,123,0-1,White,<=5s vs 5-10s,1613
smcjpbRP,99,1-0,White,<=5s vs 10-15s,1615
2eXCsWcH,55,1-0,White,<=5s vs 15-20s,1194
3B89YjFW,74,0-1,Black,<=5s vs 10-15s,1781
UgxuG5Jn,88,0-1,Black,<=5s vs 5-10s,2191
XeCzFIIR,87,1-0,White,<=5s vs 5-10s,2472
w2bbdlgM,64,0-1,Black,<=5s vs 10-15s,2211
by1HPqQ1,82,0-1,Black,<=5s vs 5-10s,1843
vB3bShKj,63,1-0,White,<=5s vs 5-10s,2058
YKVibUlT,70,0-1,Black,<=5s vs <=5s,2324
6jOwCRG5,146,0-1,Black,<=5s vs 10-15s,2113
ACsqihow,42,0-1,Black,<=5s vs 15-20s,2154
IkZGGEuz,90,0-1,Black,<=5s vs 5-10s,2132
bLdl0a82,79,1-0,White,<=5s vs 15-20s,2526
DtRzaNsu,70,1-0,Black,<=5s vs <=5s,2184
R2b5LBd2,62,1-0,Black,<=5s vs 15-20s,2088
PKXM4mix,89,0-1,White,<=5s vs 5-10s,2300
s3VtuMID,51,1-0,White,<=5s vs 10-15s,1088
0yJ5X0Mq,42,0-1,Black,<=5s vs 10-15s,1323
ipWy7CpM,64,0-1,Black,<=5s vs <=5s,2240
2nfKcGTJ,50,0-1,Black,<=5s vs 10-15s,1945
DpGNiVbN,81,0-1,White,<=5s vs <=5s,2289
NQL0EIwD,87,1-0,White,<=5s vs 10-15s,2444
X9CooKKO,87,1/2-1/2,White,<=5s vs <=5s,1611
9rS5vF73,72,0-1,Black,<=5s vs 10-15s,2456
UP5isQ5H,64,1-0,Black,<=5s vs <=5s,1977
T4jqNaWr,114,1-0,Black,<=5s vs <=5s,2337
5aOHHoyp,66,1-0,Black,<=5s vs 10-15s,1890
