lichess_id,ply,result,player,time_scramble_bracket,player_elo
ecsGRrZp,65,1-0,White,<=5s vs 5-10s,1807
o6gGiznz,60,0-1,Black,<=5s vs 5-10s,1308
NQyCuBFp,64,0-1,Black,<=5s vs 10-15s,2615
7NjcWuPV,56,0-1,Black,<=5s vs 15-20s,2204
ppy1K8Rr,60,1-0,Black,<=5s vs 5-10s,1291
AOYPxu60,69,1-0,White,<=5s vs <=5s,2513
87RBV1yj,47,1-0,White,<=5s vs 15-20s,1209
1GObJTU2,87,1-0,White,<=5s vs 10-15s,1914
FrvuZkAG,84,0-1,Black,<=5s vs 15-20s,2928
L6VWEaBd,51,1-0,White,<=5s vs 10-15s,1756
CzYA7hDK,122,1/2-1/2,Black,<=5s vs 5-10s,2266
rpq1fMMF,66,0-1,Black,<=5s vs 10-15s,1341
hflxtAAP,58,1-0,Black,<=5s vs 5-10s,1002
GEApBddB,60,0-1,Black,<=5s vs 5-10s,1430
oqcTsRMZ,81,1-0,White,<=5s vs 5-10s,1901
EhZ5E5qw,43,1-0,White,<=5s vs 5-10s,1547
YaSsxFnB,42,0-1,Black,<=5s vs 5-10s,973
WfiyRtKs,68,0-1,Black,<=5s vs 10-15s,1207
QZvePNsa,76,0-1,Black,<=5s vs 15-20s,1578
ZpUV5BBP,78,0-1,Black,<=5s vs <=5s,1799
77GYeYBB,66,0-1,Black,<=5s vs 15-20s,1800
6N6mE1dq,105,1-0,White,<=5s vs 15-20s,2405
E1Jyxnyc,80,0-1,Black,<=5s vs 5-10s,1800
Dx5KRMUt,145,1/2-1/2,White,<=5s vs 15-20s,1907
pn7052di,129,1/2-1/2,White,<=5s vs <=5s,2742
yIh7yfDW,58,0-1,Black,<=5s vs 5-10s,1996
Jb2cf5pI,60,0-1,Black,<=5s vs 5-10s,1511
v1IRjcE3,68,0-1,Black,<=5s vs 15-20s,1151
j4Lc0ix9,101,1-0,White,<=5s vs 10-15s,2708
w9rK7SVG,76,1-0,Black,<=5s vs 5-10s,2256
9yt4ApJe,68,0-1,Black,<=5s vs 10-15s,1746
hz08BLDh,123,1-0,White,<=5s vs 15-20s,2523
xGEvT2ob,88,0-1,Black,<=5s vs <=5s,1783
vAIkbyrv,66,1-0,Black,<=5s vs 10-15s,897
83NGkkVe,78,1-0,Black,<=5s vs <=5s,2243
WAUsb3JG,59,1-0,White,<=5s vs <=5s,940
8hX74bm8,76,0-1,Black,<=5s vs 5-10s,1407
DMa0rOtQ,50,0-1,Black,<=5s vs 10-15s,1565
aXwFShzC,78,0-1,Black,<=5s vs 10-15s,1637
QNQW2BA4,44,0-1,Black,<=5s vs 10-15s,1263
lhhdr9qJ,60,0-1,Black,<=5s vs 15-20s,1194
iDOXlYgr,37,1-0,White,<=5s vs 15-20s,1423
Evy0enJH,94,0-1,Black,<=5s vs 15-20s,2430
FmDE0L31,83,1-0,White,<=5s vs 5-10s,2312
r3GxFHwQ,56,0-1,Black,<=5s vs 5-10s,1263
4OCPspQl,83,0-1,White,<=5s vs <=5s,2073
fSYvkiTI,86,1-0,Black,<=5s vs <=5s,2358
9ykJCBF6,68,0-1,Black,<=5s vs 5-10s,1631
k2XI0ogx,64,0-1,Black,<=5s vs 5-10s,809
bAdI3W3Q,105,1-0,White,<=5s vs 5-10s,2227
6JZB26Xz,87,1-0,White,<=5s vs <=5s,1296
lfxAlL6f,134,1-0,Black,<=5s vs <=5s,2453
Nqi67qck,74,0-1,Black,<=5s vs 15-20s,1967
FDC5Cwsc,61,1-0,White,<=5s vs 5-10s,1291
L6493T4u,91,1-0,White,<=5s vs 5-10s,2342
R7ikqPhv,72,0-1,Black,<=5s vs 5-10s,1954
xvf0Vmkn,70,0-1,Black,<=5s vs 10-15s,2604
n1Sl18pl,69,1-0,White,<=5s vs <=5s,2099
UYWJZ3B6,79,1-0,White,<=5s vs 15-20s,1911
QCtV7HdV,73,1-0,White,<=5s vs 5-10s,1706
ju6Qbkiy,62,0-1,Black,<=5s vs <=5s,1380
JEHeRpD4,107,0-1,White,<=5s vs <=5s,1924
UICIIL0H,102,0-1,Black,<=5s vs 5-10s,2400
n95QVCWh,76,0-1,Black,<=5s vs 5-10s,1965
7R87GNV6,75,1-0,White,<=5s vs 5-10s,2554
ww0eaSf3,49,1-0,White,<=5s vs 10-15s,1278
O1bsPnX2,128,0-1,Black,<=5s vs 15-20s,2192
kt4frNxI,58,0-1,Black,<=5s vs <=5s,1566
e9wfWT9f,85,1-0,White,<=5s vs 5-10s,1834
UfTsLzzx,69,0-1,White,<=5s vs 5-10s,2294
ZzeZzJM6,72,1-0,Black,<=5s vs 15-20s,2289
sJPVRvyU,52,0-1,Black,<=5s vs 5-10s,1453
GZN7EWF6,84,1/2-1/2,Black,<=5s vs 5-10s,2480
2OE3Pk9u,89,1-0,White,<=5s vs 10-15s,2399
0E9PzKFB,55,1-0,White,<=5s vs 10-15s,2430
K5PNbdun,77,0-1,White,<=5s vs 5-10s,1996
cAj0GnjC,73,1-0,White,<=5s vs 5-10s,1212
wLk2xULt,58,0-1,Black,<=5s vs 10-15s,1668
dvqeQaxS,64,0-1,Black,<=5s vs <=5s,811
mmgrnvPF,88,0-1,Black,<=5s vs 10-15s,1540
115c4Znu,51,1-0,White,<=5s vs 5-10s,1816
5LrXITUb,84,0-1,Black,<=5s vs 15-20s,1670
opkL1kRG,85,1-0,White,<=5s vs 5-10s,2192
s5r3zS8g,52,0-1,Black,<=5s vs 15-20s,1165
2s2ATLsD,82,0-1,Black,<=5s vs <=5s,2056
rdrhtHm7,91,1-0,White,<=5s vs 10-15s,1893
0saGmBXE,80,1-0,Black,<=5s vs 5-10s,2030
eDqL9D2x,49,1-0,White,<=5s vs 15-20s,2019
2EFK3U8n,57,1-0,White,<=5s vs 15-20s,1574
9DD88JTD,70,0-1,Black,<=5s vs 10-15s,1759
QsGkLXGs,52,0-1,Black,<=5s vs 5-10s,1398
9lDgFIry,55,1-0,White,<=5s vs 15-20s,1405
3gJeugZR,85,1-0,White,<=5s vs 10-15s,2184
llMN3Nvb,93,1-0,White,<=5s vs 10-15s,2875
o1Jmqxr7,55,1-0,White,<=5s vs 5-10s,1618
ZNoyIUtv,60,0-1,Black,<=5s vs 10-15s,1433
Ja5P6IZ5,75,1-0,White,<=5s vs 5-10s,2138
olJADMrj,99,1-0,White,<=5s vs 5-10s,2282
1aIT5acG,81,1-0,White,<=5s vs 15-20s,2080
1CIGSMrt,78,1-0,Black,<=5s vs <=5s,2409
78NIZyi9,75,1-0,White,<=5s vs 15-20s,1994
YHWqNXhS,75,1-0,White,<=5s vs 10-15s,1609
fs7LVHTl,49,1-0,White,<=5s vs 5-10s,1701
IW88QTfG,72,0-1,Black,<=5s vs 5-10s,2259
kuvD7QeM,82,0-1,Black,<=5s vs 5-10s,2270
AhXPj0C8,49,1-0,White,<=5s vs 15-20s,1670
BJQDQytC,70,0-1,Black,<=5s vs 5-10s,1738
PK0pqN9w,119,0-1,White,<=5s vs 10-15s,2323
cQ7O2Sm0,44,0-1,Black,<=5s vs 15-20s,1500
wCEexCPz,67,1-0,White,<=5s vs 5-10s,2042
GXUn9w70,48,1-0,Black,<=5s vs <=5s,1657
3pRlkxkR,56,0-1,Black,<=5s vs 15-20s,1094
SyS43UV9,61,0-1,White,<=5s vs <=5s,1409
ISff41lA,57,1-0,White,<=5s vs 5-10s,1524
Sio4b0Ru,67,0-1,White,<=5s vs <=5s,1900
m0dN52Ma,56,0-1,Black,<=5s vs 10-15s,1958
dFypWpSI,89,1-0,White,<=5s vs 15-20s,2217
jaohg6AO,57,1-0,White,<=5s vs 15-20s,1511
6ROECdY5,92,0-1,Black,<=5s vs 10-15s,1735
cg6ZQZIK,62,1-0,Black,<=5s vs <=5s,1329
I4JgRlr8,49,1-0,White,<=5s vs 10-15s,1317
1WTnX0hM,124,0-1,Black,<=5s vs 15-20s,1932
197EyKny,79,1-0,White,<=5s vs 5-10s,2043
58V0wul7,73,1-0,White,<=5s vs 5-10s,1820
Jo5xVYQj,54,0-1,Black,<=5s vs 10-15s,1318
OiqOBGEN,80,0-1,Black,<=5s vs 5-10s,1270
c9U16LaK,89,0-1,White,<=5s vs 5-10s,1869
FlM7l2Nj,77,1-0,White,<=5s vs 5-10s,1429
RPQLfQiG,45,1-0,White,<=5s vs 10-15s,1298
hknEODit,72,0-1,Black,<=5s vs 15-20s,1413
LjrSiorl,87,1/2-1/2,White,<=5s vs 5-10s,2428
1Atrzce8,51,1-0,White,<=5s vs 10-15s,1172
vTmkYXCT,63,1-0,White,<=5s vs 15-20s,1269
wzNXwVaP,65,1-0,White,<=5s vs 5-10s,1342
69rn7rC0,80,0-1,Black,<=5s vs 10-15s,2052
Tw5twlWS,53,1-0,White,<=5s vs 10-15s,1254
C6ER3HEq,50,0-1,Black,<=5s vs 15-20s,1552
MAZ0Mgeb,65,1-0,White,<=5s vs <=5s,2156
Gw6frjKz,79,1-0,White,<=5s vs 15-20s,2535
HUxj25WE,50,1-0,Black,<=5s vs 15-20s,1630
rGERuhOt,75,1-0,White,<=5s vs 15-20s,2413
8xREk7Wr,64,0-1,Black,<=5s vs 5-10s,1305
fnklsNgS,69,1-0,White,<=5s vs 15-20s,1635
jONCyBBF,72,0-1,Black,<=5s vs 5-10s,1800
BGPHZ1eL,83,1-0,White,<=5s vs 10-15s,1757
d9pY0np5,88,1-0,Black,<=5s vs <=5s,1910
lllIhtSv,66,0-1,Black,<=5s vs 15-20s,1990
tsNW31Qy,52,0-1,Black,<=5s vs 5-10s,1272
yowt7dj3,98,0-1,Black,<=5s vs 10-15s,2839
4BhSB7RR,101,1-0,White,<=5s vs <=5s,2619
utj4PiJc,66,0-1,Black,<=5s vs <=5s,1813
936eJQOm,93,1-0,White,<=5s vs 5-10s,2558
JAazT2CK,68,0-1,Black,<=5s vs 5-10s,2586
tbcKV7FM,68,0-1,Black,<=5s vs 5-10s,1617
4OYao6Pd,40,0-1,Black,<=5s vs 5-10s,1395
0TFGNhQI,46,0-1,Black,<=5s vs 15-20s,1348
uOgD7Ibp,63,1-0,White,<=5s vs 5-10s,2560
Ho15cHQv,69,1-0,White,<=5s vs 10-15s,1798
2r5P5AUQ,56,1-0,Black,<=5s vs 10-15s,1783
Xa78hmgr,86,0-1,Black,<=5s vs 10-15s,1998
AyMvPRw9,73,1/2-1/2,White,<=5s vs 15-20s,1663
8VC6psaf,75,1-0,White,<=5s vs 10-15s,1570
FjKC3o6Q,68,0-1,Black,<=5s vs 5-10s,1751
oOcXclrQ,48,0-1,Black,<=5s vs 15-20s,1462
el5CSjdO,55,1-0,White,<=5s vs 10-15s,1253
Uun0965w,60,0-1,Black,<=5s vs 15-20s,1461
m0sp4U03,60,0-1,Black,<=5s vs 10-15s,1767
TcsfbcZ8,80,0-1,Black,<=5s vs 5-10s,1997
Puyce6mP,52,0-1,Black,<=5s vs 15-20s,1261
FATWYOIf,60,0-1,Black,<=5s vs <=5s,1611
ERRQRrUb,72,0-1,Black,<=5s vs 15-20s,1920
4xtmexgP,35,1-0,White,<=5s vs 5-10s,1093
QRuXyWuk,96,0-1,Black,<=5s vs 5-10s,2628
kIQkTBtX,79,0-1,White,<=5s vs 5-10s,1555
fHkEymtZ,101,1-0,White,<=5s vs 10-15s,2467
0gUTpkbN,63,1-0,White,<=5s vs 15-20s,1859
gsiracbY,60,1-0,Black,<=5s vs 10-15s,1448
AhN1o5X5,82,1-0,Black,<=5s vs 5-10s,1887
8Nf02txZ,111,0-1,White,<=5s vs 5-10s,2397
6FLqHURr,79,1-0,White,<=5s vs 5-10s,1362
2eW0Txx5,81,1-0,White,<=5s vs 10-15s,1793
mmUuELdQ,79,1-0,White,<=5s vs 5-10s,2028
OyPprAhZ,113,1-0,White,<=5s vs 15-20s,2280
98m4JmA7,93,1/2-1/2,White,<=5s vs 10-15s,1977
CQfADMMc,72,0-1,Black,<=5s vs 5-10s,1590
PpeY8hHp,73,1-0,White,<=5s vs 5-10s,1818
FGpxlm7q,106,0-1,Black,<=5s vs <=5s,2520
Cfp6P1cS,48,0-1,Black,<=5s vs <=5s,1379
UfHO6l4H,52,0-1,Black,<=5s vs 15-20s,1095
NJr0Grf3,95,0-1,White,<=5s vs 5-10s,2401
JN6NSOt6,44,0-1,Black,<=5s vs 15-20s,1780
7cfPcvSU,84,0-1,Black,<=5s vs <=5s,1266
uObNZynw,66,0-1,Black,<=5s vs 5-10s,1445
suTO1LIw,102,0-1,Black,<=5s vs 5-10s,2535
z85bCfE0,60,0-1,Black,<=5s vs 15-20s,2518
9pllN004,65,1-0,White,<=5s vs 5-10s,2062
4Q8gTtMv,38,0-1,Black,<=5s vs 5-10s,990
dpPgNwWU,105,1-0,White,<=5s vs 5-10s,1810
0EUB0JLS,76,0-1,Black,<=5s vs 5-10s,1998
U3BLQIYz,59,1-0,White,<=5s vs <=5s,1678
Uebmxekv,70,0-1,Black,<=5s vs 10-15s,2420
4uJ5wJfb,64,0-1,Black,<=5s vs 10-15s,2384
rgiFI3z3,157,1-0,White,<=5s vs 15-20s,2804
Bk1hQMO4,80,0-1,Black,<=5s vs 10-15s,2081
JHCuLMvB,52,0-1,Black,<=5s vs 15-20s,1173
651hA8ux,61,1-0,White,<=5s vs 15-20s,1996
AUJUFZO1,83,1-0,White,<=5s vs 10-15s,1810
ixgidaYR,94,0-1,Black,<=5s vs <=5s,2566
VNE9zO2s,98,1-0,Black,<=5s vs <=5s,1641
NGTHrr29,71,1-0,White,<=5s vs 15-20s,947
WL1IvGoV,51,0-1,White,<=5s vs 15-20s,1698
2L3Krx7w,84,1-0,Black,<=5s vs <=5s,1265
cApkTCYP,82,0-1,Black,<=5s vs 10-15s,2562
tbXKaBkC,73,1-0,White,<=5s vs 5-10s,1706
M4sjfxiW,75,1-0,White,<=5s vs 5-10s,2207
DldSPEPn,106,0-1,Black,<=5s vs <=5s,1909
qOjJd70F,65,1-0,White,<=5s vs 10-15s,1540
SZ8YOmqU,60,0-1,Black,<=5s vs 15-20s,2201
mIlFaGQy,50,0-1,Black,<=5s vs 15-20s,1660
OGxkz5Gd,50,0-1,Black,<=5s vs 15-20s,990
nTPKivz7,63,1-0,White,<=5s vs <=5s,1181
I16Rp2Ys,98,0-1,Black,<=5s vs 10-15s,2325
j1ikTXjR,76,1-0,Black,<=5s vs 5-10s,1789
m9vLEBG7,75,1-0,White,<=5s vs 15-20s,2113
AxHWl0Xp,92,0-1,Black,<=5s vs 5-10s,1489
185Dwony,112,1/2-1/2,Black,<=5s vs 15-20s,1678
N7YOCXSm,108,1-0,Black,<=5s vs 5-10s,2437
pqqteXKP,111,1-0,White,<=5s vs 15-20s,2610
Rqr9yv48,60,0-1,Black,<=5s vs <=5s,1186
ITrKJnHc,85,1-0,White,<=5s vs 5-10s,2395
GGeJa1VB,109,1-0,White,<=5s vs 5-10s,2664
HZV2d3ml,97,1-0,White,<=5s vs 5-10s,2499
fTgYfUkN,84,0-1,Black,<=5s vs 15-20s,2067
0xXXQkhZ,75,1-0,White,<=5s vs 10-15s,2112
Xj5Ga7d0,118,0-1,Black,<=5s vs 15-20s,2104
ORIIvQlP,69,1-0,White,<=5s vs 15-20s,1926
CVMnPGL6,127,1-0,White,<=5s vs 5-10s,2901
NG3kbJM0,42,0-1,Black,<=5s vs 15-20s,1075
ju3AnZQu,34,0-1,Black,<=5s vs 5-10s,886
GBU09mci,98,1-0,Black,<=5s vs 10-15s,1446
Sl4dStwj,61,1-0,White,<=5s vs 15-20s,2037
vjAtpwpx,59,1-0,White,<=5s vs 15-20s,1206
yx0u6uo1,61,1-0,White,<=5s vs 15-20s,1054
TsyBRIUp,135,1-0,White,<=5s vs 5-10s,2097
rvZfLSRn,88,0-1,Black,<=5s vs 10-15s,1848
4fTVOvLW,28,0-1,Black,<=5s vs 15-20s,1158
Ml8Y7r7g,90,1-0,Black,<=5s vs 5-10s,2441
VCXmazIX,77,1-0,White,<=5s vs 5-10s,941
sOrFt10u,54,0-1,Black,<=5s vs 5-10s,1741
bRbzQq8o,85,1-0,White,<=5s vs 5-10s,2163
28gh85bO,34,0-1,Black,<=5s vs 15-20s,984
EeFmbwi1,92,1-0,Black,<=5s vs <=5s,2385
lV7NaWXj,77,0-1,White,<=5s vs <=5s,1944
0Y3Jq2AG,67,1-0,White,<=5s vs 10-15s,2333
O3P1sFBp,91,0-1,White,<=5s vs 5-10s,2672
NMyurUcf,93,1-0,White,<=5s vs 5-10s,2252
gT6yDiFE,81,1-0,White,<=5s vs <=5s,2146
Cn3JJNgM,83,1-0,White,<=5s vs 10-15s,2217
GRkAYPNf,83,1-0,White,<=5s vs 10-15s,2280
qRQ2BfGM,70,1-0,Black,<=5s vs <=5s,1959
s4gGpt9b,36,0-1,Black,<=5s vs 15-20s,1356
HoSDAI1U,59,0-1,White,<=5s vs 10-15s,1405
vPfGQ7eK,57,1-0,White,<=5s vs 10-15s,1491
u8CJs6UC,50,0-1,Black,<=5s vs 15-20s,1270
7GdNC4qH,74,0-1,Black,<=5s vs 10-15s,2524
AirodsVS,119,0-1,White,<=5s vs <=5s,2505
4QP0oh3N,79,1-0,White,<=5s vs 15-20s,2692
ERdD0rx5,98,0-1,Black,<=5s vs 5-10s,2252
60PBPx1L,143,0-1,White,<=5s vs <=5s,2524
JjTCAycB,81,0-1,White,<=5s vs <=5s,1871
CnLmrdCR,33,1-0,White,<=5s vs 15-20s,1035
Y0XspJKs,121,1/2-1/2,White,<=5s vs 5-10s,1020
BANgIFat,72,1-0,Black,<=5s vs <=5s,2453
cG2wMbFF,79,0-1,White,<=5s vs 5-10s,1829
hLmdTMRo,94,1-0,Black,<=5s vs <=5s,2384
YNQLvT0O,43,1-0,White,<=5s vs 10-15s,1547
IhNarKkW,133,1-0,White,<=5s vs 10-15s,2515
3YlTbkP4,90,0-1,Black,<=5s vs 10-15s,1624
ijC6WSKj,47,1-0,White,<=5s vs 15-20s,1139
YvJrxygE,149,1-0,White,<=5s vs 5-10s,1889
MeaqgsrI,101,1-0,White,<=5s vs <=5s,2986
npfl1URi,53,1-0,White,<=5s vs 5-10s,1127
d4pDjUjy,70,0-1,Black,<=5s vs 5-10s,1695
KYdruC8f,58,0-1,Black,<=5s vs <=5s,1038
QZCw8gUP,52,0-1,Black,<=5s vs 5-10s,1864
Y4Y6I6jm,142,1-0,Black,<=5s vs 5-10s,2185
QW2pPbve,62,0-1,Black,<=5s vs 5-10s,1220
wKjxmt1V,99,1-0,White,<=5s vs 5-10s,2392
5mVrMG2G,85,1-0,White,<=5s vs 15-20s,1627
1j41IZKm,112,0-1,Black,<=5s vs 5-10s,2424
mj2WU6AS,52,0-1,Black,<=5s vs 15-20s,1858
5t5RoAI4,48,0-1,Black,<=5s vs 5-10s,1172
q64J2V5p,64,0-1,Black,<=5s vs 5-10s,998
OdtcLVUH,64,0-1,Black,<=5s vs <=5s,2042
NGvdtZ70,69,1-0,White,<=5s vs <=5s,2183
pEXVg1Px,61,1-0,White,<=5s vs 5-10s,1683
uTExuNEO,58,0-1,Black,<=5s vs 15-20s,1756
ofOP8W2j,83,1-0,White,<=5s vs 5-10s,1974
Ly3oi7eC,53,1-0,White,<=5s vs 15-20s,1844
QScxMmJu,90,0-1,Black,<=5s vs 10-15s,2823
D9Qjjprc,73,1-0,White,<=5s vs 10-15s,1589
UW5bVULF,47,1-0,White,<=5s vs 15-20s,732
mTipTe2K,59,1-0,White,<=5s vs 15-20s,1004
L5o5MJUk,71,1-0,White,<=5s vs 5-10s,1172
OQncXaG6,47,0-1,White,<=5s vs 15-20s,1303
PknyHW14,104,0-1,Black,<=5s vs 5-10s,2200
f38cAC0n,54,0-1,Black,<=5s vs 10-15s,1573
qkQrawcJ,47,1-0,White,<=5s vs 10-15s,1024
hlzQzwbb,80,0-1,Black,<=5s vs 15-20s,2306
4Wi8PySO,85,1-0,White,<=5s vs 5-10s,2079
gwHjMTMr,77,0-1,White,<=5s vs <=5s,1301
vitqxdO2,70,0-1,Black,<=5s vs 5-10s,1579
UKDMz26m,51,1-0,White,<=5s vs 15-20s,1637
cDbHlPCq,52,0-1,Black,<=5s vs 15-20s,1108
Bjkv4Zk4,75,1-0,White,<=5s vs 5-10s,1469
BpjVLcqL,66,0-1,Black,<=5s vs 15-20s,2054
rjGtvV6s,85,0-1,White,<=5s vs 5-10s,1818
BWzHkKEb,107,1-0,White,<=5s vs 5-10s,2197
nNUl875p,50,0-1,Black,<=5s vs 10-15s,1318
4KaEL7SG,49,1-0,White,<=5s vs 15-20s,2284
rXgsNWxm,54,0-1,Black,<=5s vs 5-10s,1859
HMt3JOHa,60,0-1,Black,<=5s vs 15-20s,1591
0glbvgB4,67,0-1,White,<=5s vs <=5s,1506
xBX5y51H,109,1-0,White,<=5s vs 10-15s,2639
O8uigC69,48,0-1,Black,<=5s vs 5-10s,1207
9kULUvff,62,0-1,Black,<=5s vs 10-15s,1920
SNw4NiXr,84,0-1,Black,<=5s vs 10-15s,2230
cMiDtqiN,44,1-0,Black,<=5s vs <=5s,1511
WvD7ycx3,96,1-0,Black,<=5s vs 5-10s,2318
ZpnccqCR,86,0-1,Black,<=5s vs 15-20s,1483
6C4po7K9,56,0-1,Black,<=5s vs 5-10s,2336
SSPxW5FD,99,1-0,White,<=5s vs 15-20s,2754
tdpMN9uP,57,1-0,White,<=5s vs 15-20s,1468
pETkr7pA,66,0-1,Black,<=5s vs <=5s,1899
Rf3fXPaD,72,0-1,Black,<=5s vs 10-15s,977
WgWp7VHP,69,1-0,White,<=5s vs 10-15s,1587
LMWtckRg,97,1-0,White,<=5s vs 5-10s,2347
fWzT9GnG,91,1-0,White,<=5s vs 10-15s,2229
3SUM1tqi,55,1-0,White,<=5s vs 10-15s,1336
Du0Y5jeN,51,1-0,White,<=5s vs 5-10s,1313
JZ6XQYuo,60,0-1,Black,<=5s vs 15-20s,1348
4EU8dhmt,82,1-0,Black,<=5s vs 10-15s,2091
WDMue9MZ,81,0-1,White,<=5s vs <=5s,2047
LSJy8DAj,54,0-1,Black,<=5s vs 10-15s,1241
MF7eTc44,106,1-0,Black,<=5s vs 5-10s,2615
siov2gA8,59,0-1,White,<=5s vs 5-10s,1580
PBcWbHDd,97,0-1,White,<=5s vs <=5s,2037
R46TqbYA,79,1-0,White,<=5s vs 5-10s,1382
2DC5ULhz,61,1-0,White,<=5s vs <=5s,1860
4jFkkDA3,54,0-1,Black,<=5s vs 10-15s,1658
QiXWRN2z,101,1-0,White,<=5s vs 15-20s,2290
E0RZrIAh,61,1-0,White,<=5s vs 5-10s,1733
WXbxkPpc,75,1-0,White,<=5s vs 15-20s,1276
B44wOrQ5,89,1-0,White,<=5s vs 5-10s,2000
btB5b4vA,34,0-1,Black,<=5s vs <=5s,1504
p6nZvyRK,59,0-1,White,<=5s vs 15-20s,1863
E5mDRxsz,108,0-1,Black,<=5s vs 10-15s,1856
iOym6T9k,83,1-0,White,<=5s vs 15-20s,2653
GTJJSHaZ,126,0-1,Black,<=5s vs 5-10s,1291
u8dKq0Oc,89,1-0,White,<=5s vs 5-10s,1793
VSMLIb7W,90,0-1,Black,<=5s vs 10-15s,1888
bGakKqpW,106,1/2-1/2,Black,<=5s vs <=5s,2519
p3LsjMR1,86,0-1,Black,<=5s vs 10-15s,2460
3VlHy72a,47,1-0,White,<=5s vs 5-10s,1009
jDCuHcZO,113,1-0,White,<=5s vs 10-15s,2328
NXxT0gWC,58,0-1,Black,<=5s vs 15-20s,2407
PHH32ZLQ,81,1-0,White,<=5s vs 10-15s,1762
RDSUl47G,79,1-0,White,<=5s vs 10-15s,2391
lvPCtNtr,66,0-1,Black,<=5s vs <=5s,1356
uGNWUe9X,62,0-1,Black,<=5s vs 15-20s,2598
CHRYUavX,99,1-0,White,<=5s vs 10-15s,2774
kwMWwzVp,68,1-0,Black,<=5s vs <=5s,1356
V9LVwSSc,69,1-0,White,<=5s vs 5-10s,1528
CfJMALoe,70,0-1,Black,<=5s vs 15-20s,2279
z2Dp4xu8,91,0-1,White,<=5s vs <=5s,2210
oDRwNaHW,68,0-1,Black,<=5s vs 5-10s,1136
BHYDV4hR,52,1-0,Black,<=5s vs 5-10s,1761
ooNYqbmA,54,0-1,Black,<=5s vs 10-15s,1766
0q3nlRSz,62,0-1,Black,<=5s vs 15-20s,2234
OVnsksM2,56,0-1,Black,<=5s vs 15-20s,1854
XU5qRetE,62,0-1,Black,<=5s vs 5-10s,2272
CebunL1J,118,1/2-1/2,Black,<=5s vs <=5s,2231
cxOYTwiS,83,0-1,White,<=5s vs 10-15s,2166
jwwi9eFw,107,1/2-1/2,White,<=5s vs 5-10s,2460
KcZyjqg9,61,1-0,White,<=5s vs 5-10s,2048
3xAaE13I,49,1-0,White,<=5s vs 5-10s,1006
aXVMuqVe,63,1-0,White,<=5s vs 5-10s,1735
pwicRKuH,119,0-1,White,<=5s vs 5-10s,2543
UW8ve4Uo,65,1-0,White,<=5s vs 15-20s,1766
Lndcbm98,66,0-1,Black,<=5s vs 15-20s,2198
dTqQyOsQ,69,1-0,White,<=5s vs 15-20s,1685
RePt9oSv,63,1-0,White,<=5s vs 10-15s,1473
IzMMXwSf,80,0-1,Black,<=5s vs 5-10s,2298
m4zBwyj9,49,1-0,White,<=5s vs 15-20s,1601
H6TTh01Z,62,0-1,Black,<=5s vs 5-10s,2007
t0Py7IBs,76,0-1,Black,<=5s vs 10-15s,2313
D9rw6WxT,90,0-1,Black,<=5s vs 5-10s,2467
QgnSqlJ5,117,1-0,White,<=5s vs 10-15s,2617
syVcxAp2,53,1-0,White,<=5s vs 10-15s,1327
723SXfKP,34,0-1,Black,<=5s vs 15-20s,1759
yuKthmzG,62,0-1,Black,<=5s vs 10-15s,2103
DMGT2EPj,71,0-1,White,<=5s vs 5-10s,1986
YT7okp8l,85,1-0,White,<=5s vs 5-10s,1760
Ce1ZD3hn,77,1/2-1/2,White,<=5s vs 5-10s,1668
4LlsQEly,109,1-0,White,<=5s vs 5-10s,2205
n4mNQbTX,50,0-1,Black,<=5s vs 10-15s,1439
M4yXDdwe,65,1-0,White,<=5s vs 10-15s,2009
vzcwf80Y,69,1-0,White,<=5s vs 15-20s,2521
BOapLiDw,49,1-0,White,<=5s vs 15-20s,1381
CvGQfo0n,39,1-0,White,<=5s vs 15-20s,1059
ga4H1YA2,150,1/2-1/2,Black,<=5s vs 10-15s,2171
Epdv2x2T,81,0-1,White,<=5s vs 5-10s,2348
W7vP4AXn,61,1-0,White,<=5s vs 15-20s,1842
0iXfBuim,107,1-0,White,<=5s vs 5-10s,2394
73P8vR1O,79,1-0,White,<=5s vs <=5s,1910
cRkvf7E5,60,0-1,Black,<=5s vs 5-10s,1477
auGnvwCV,63,1-0,White,<=5s vs 5-10s,831
4eTvDVhS,103,1-0,White,<=5s vs <=5s,1640
e39EUdrI,61,1-0,White,<=5s vs <=5s,1068
p28Q5IeG,69,0-1,White,<=5s vs 5-10s,1668
B3dxqLwe,61,1-0,White,<=5s vs 5-10s,2000
yOOX1Ndd,83,1-0,White,<=5s vs 10-15s,1656
HYYCkf9y,81,1-0,White,<=5s vs 5-10s,1901
LR4mw4Wz,107,1/2-1/2,White,<=5s vs 5-10s,1969
saKxES4k,43,1-0,White,<=5s vs 10-15s,1055
JaiI4VSn,40,0-1,Black,<=5s vs 15-20s,1445
UHAfRW4w,86,1-0,Black,<=5s vs <=5s,2398
UntgXvqz,57,1-0,White,<=5s vs 10-15s,1440
dt96LOls,77,1-0,White,<=5s vs 5-10s,2143
8eiF6cql,54,0-1,Black,<=5s vs <=5s,1541
KtsNKyl5,51,1-0,White,<=5s vs 15-20s,1615
MhKYujys,137,1-0,White,<=5s vs 5-10s,2595
ZOW2J1M3,56,0-1,Black,<=5s vs 10-15s,1526
vcnFabnA,72,0-1,Black,<=5s vs <=5s,1967
